1900 578 0.05780
1870.00000 686 0.06860
1800.00000 1204 0.12040
1600.00000 2568 0.25680
1400.00000 3359 0.33590
1200.00000 3762 0.37620
1000.00000 4002 0.40020
800.00000 4241 0.42410
600.00000 4190 0.41900
400.00000 4340 0.43400
200.00000 4419 0.44190
100.00000 4459 0.44590
