14989.6 174 0.01740
8993.76000 261 0.02610
7356.29610 350 0.03500
2997.92000 761 0.07610
899.37600 1949 0.19490
299.79200 3704 0.37040
119.91680 4777 0.47770
29.97920 5390 0.53900
11.99168 4015 0.40150
2.99792 729 0.07290
0.89938 19 0.00190
