1370 52 0.00520
1350.00000 204 0.02040
1320.00000 394 0.03940
1300.00000 482 0.04820
1270.00000 635 0.06350
1200.00000 1095 0.10950
1000.00000 2391 0.23910
800.00000 2959 0.29590
600.00000 3276 0.32760
400.00000 3519 0.35190
200.00000 3746 0.37460
100.00000 3563 0.35630
