#: table_doi: 10.17182/hepdata.137762.v1/t16
#: name: excl_strong_mgluino_2400_GeV_exp_down
#: description: Expected (-1 sigma) exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.4 TeV
#: data_file: excl_strong_mgluino_2400_gev_exp_down.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
6.5886,2382.8
6.5723,2358.3
6.5506,2333.9
6.5253,2309.4
6.5051,2285.0
6.4918,2260.5
6.4843,2236.1
6.48,2211.6
6.4767,2187.2
6.4729,2162.7
6.4673,2138.3
6.4586,2113.8
6.4445,2089.4
6.4231,2064.9
6.4161,2059.3
6.3927,2040.5
6.3531,2016.0
6.3058,1991.6
6.2533,1967.1
6.1984,1942.7
6.1432,1918.2
6.0887,1893.8
6.0356,1869.3
5.9838,1844.9
5.9333,1820.4
5.8839,1796.0
5.8356,1771.5
5.788,1747.1
5.7409,1722.6
5.6944,1698.2
5.6788,1689.9
5.6487,1673.7
5.6047,1649.3
5.563,1624.8
5.5246,1600.4
5.4895,1575.9
5.4569,1551.5
5.4253,1527.0
5.3938,1502.6
5.3613,1478.1
5.3275,1453.7
5.2923,1429.2
5.2558,1404.8
5.218,1380.3
5.1784,1355.9
5.1357,1331.4
5.0879,1307.0
5.0322,1282.5
5.0263,1280.3
4.9672,1258.1
4.8905,1233.6
4.8027,1209.2
4.706,1184.7
4.6032,1160.3
4.4973,1135.8
4.4487,1124.8
4.3916,1111.4
4.2873,1086.9
4.1839,1062.5
4.0817,1038.0
3.9806,1013.6
3.9376,1003.1
3.8818,989.12
3.7848,964.67
3.6886,940.23
3.5927,915.77
3.4964,891.33
3.4851,888.52
3.3997,866.88
3.3015,842.42
3.2018,817.98
3.1013,793.52
3.0847,789.52
3.0006,769.08
2.9006,744.62
2.8019,720.17
2.7302,702.18
2.7046,695.73
2.6083,671.27
2.5141,646.83
2.422,622.38
2.4165,620.91
2.3308,597.92
2.2415,573.48
2.1531,549.02
2.1388,545.19
2.0621,524.58
1.9664,500.12
1.8931,482.92
1.8621,475.67
1.7456,451.23
1.6755,437.86
1.6179,426.78
1.483,402.35
1.4829,402.32
1.345,377.88
1.3126,372.09
1.21,353.43
1.1618,344.4
1.0803,328.98
1.0283,318.76
0.95695,304.53
0.91013,294.94
0.84064,280.07
0.80555,272.61
0.73234,255.62
0.71299,251.41
0.63106,231.27
0.63074,231.17
0.55855,213.9
0.53226,206.72
0.49437,198.13
0.43756,183.71
0.43236,182.27
0.38729,172.09
0.34278,160.97
0.33105,157.82
0.3034,151.7
0.26853,143.36
0.23768,135.32
0.23059,133.38
0.21037,128.87
0.1862,123.15
0.1648,117.78
0.14586,112.76
0.13196,108.92
0.1291,108.29
0.11427,104.99
0.10114,102.04
0.089517,99.41
0.079231,97.042
0.070127,94.874
0.062069,92.841
0.054937,90.895
0.048625,89.008
0.043037,87.168
0.038092,85.372
0.035768,84.475
0.033715,83.799
0.029841,82.465
0.026412,81.201
0.023377,80.016
0.020691,78.918
0.018314,77.92
0.016209,77.045
0.014347,76.337
0.012698,75.863
0.011239,75.702
0.0099477,75.916
0.0088046,76.533
0.0077929,77.555
0.0068975,79.0
0.0061049,80.947
0.0054034,83.54
0.0052211,84.475
0.0047826,87.787
0.004233,93.694
0.0037466,101.08
0.003363,108.92
0.0033161,110.59
0.0029351,126.98
0.0028151,133.38
0.0025978,157.19
0.0025928,157.82
0.002509,182.27
0.0024976,206.72
0.0025355,231.17
0.0025824,251.18
0.0026117,255.62
0.0027176,280.07
0.0028424,304.53
0.002918,321.42
0.0029771,328.98
0.0031149,353.43
0.0032506,377.88
0.0032972,390.03
0.0033839,402.32
0.0035144,426.78
0.003642,451.23
0.0037257,471.41
0.0037695,475.67
0.0039016,500.12
0.0040375,524.58
0.0041789,549.02
0.0042099,558.08
0.0043296,573.48
0.0044887,597.92
0.0046542,622.38
0.0047571,640.76
0.0048267,646.83
0.0050069,671.27
0.0051905,695.73
0.0053763,720.17
0.0053753,723.75
0.0055656,744.62
0.005754,769.08
0.0059393,793.52
0.0060739,815.99
0.0061201,817.98
0.0062993,842.42
0.0064719,866.88
0.0066392,891.33
0.006804,915.77
0.0068633,929.71
0.0069726,940.23
0.0071482,964.67
0.0073276,989.12
0.0075113,1013.6
0.0076998,1038.0
0.0077552,1049.9
0.007902,1062.5
0.0081181,1086.9
0.00834,1111.4
