#: table_doi: 10.17182/hepdata.137762.v1/t43
#: name: excl_strong_mchi0_450_GeV_obs_nominal
#: description: Observed exclusion limits at 95% CL on the lifetime and mass of the gluino in strong gluino pair production models and m(chi0)=450 GeV
#: data_file: excl_strong_mchi0_450_gev_obs_nominal.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Gluino Mass [GeV]
0.0011706,1615.8
0.0011859,1647.5
0.0012203,1679.2
0.0012581,1710.8
0.0013046,1742.5
0.0013471,1764.0
0.0013636,1774.2
0.0014372,1805.8
0.0015407,1837.5
0.0016431,1862.4
0.001669,1869.2
0.0018033,1900.8
0.0019322,1932.5
0.0020042,1952.7
0.0020562,1964.2
0.0021735,1995.8
0.0022679,2027.5
0.0023523,2059.2
0.0024339,2090.8
0.0024446,2095.2
0.002525,2122.5
0.0026107,2154.2
0.0027008,2185.8
0.0028138,2217.5
0.0029604,2249.2
0.0029818,2253.1
0.0031589,2280.8
0.003394,2312.5
0.003637,2340.1
0.0036781,2344.2
0.0040513,2375.8
0.0044362,2402.7
0.0045101,2407.5
0.0050311,2439.2
0.005411,2463.3
0.0055554,2470.8
0.0061671,2502.5
0.0066001,2523.4
0.0069535,2534.2
0.0080504,2563.1
0.008233,2565.8
0.0098194,2587.4
0.011367,2597.5
0.011977,2601.4
0.014609,2609.9
0.017819,2615.0
0.021735,2618.9
0.026511,2622.5
0.032337,2625.9
0.039442,2629.2
0.039479,2629.2
0.048109,2632.5
0.058681,2635.3
0.071576,2636.6
0.087304,2634.9
0.10505,2629.2
0.10649,2628.8
0.12989,2618.6
0.15843,2605.4
0.17605,2597.5
0.19324,2591.2
0.23571,2577.2
0.27594,2565.8
0.2875,2562.9
0.35068,2548.0
0.41471,2534.2
0.42774,2531.4
0.52173,2511.4
0.56392,2502.5
0.63638,2487.6
0.7176,2470.8
0.77622,2460.2
0.89255,2439.2
0.94679,2431.3
1.1183,2407.5
1.1548,2403.4
1.4086,2377.4
1.4266,2375.8
1.7181,2351.8
1.8228,2344.2
2.0957,2325.0
2.2877,2312.5
2.5562,2296.5
2.8391,2280.8
3.1179,2267.0
3.5058,2249.2
3.803,2236.6
4.2924,2217.5
4.6387,2204.5
5.1784,2185.8
5.658,2169.6
6.1545,2154.2
6.9014,2131.9
7.2539,2122.5
8.4179,2093.7
8.5502,2090.8
10.176,2059.2
10.268,2057.6
12.302,2027.5
12.524,2024.6
14.949,1995.8
15.276,1992.3
18.017,1964.2
18.633,1958.4
21.554,1932.5
22.727,1923.3
25.757,1900.8
27.721,1888.1
30.854,1869.2
33.813,1853.3
36.984,1837.5
41.243,1818.2
44.105,1805.8
50.306,1780.8
51.828,1774.2
59.367,1742.5
61.36,1734.3
65.561,1710.8
70.972,1679.2
74.843,1648.0
74.885,1647.5
76.812,1615.8

