#: table_doi: 10.17182/hepdata.137762.v1/t24
#: name: excl_strong_mgluino_2000_GeV_exp_down
#: description: Expected (-1 sigma) exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.0 TeV
#: data_file: excl_strong_mgluino_2000_gev_exp_down.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
43.473,1984.8
43.62,1964.3
43.819,1943.9
44.087,1923.4
44.344,1903.0
44.567,1882.5
44.755,1862.1
44.923,1841.6
45.084,1821.2
45.231,1802.5
45.246,1800.7
45.422,1780.3
45.603,1759.8
45.789,1739.4
45.978,1718.9
46.172,1698.5
46.37,1678.0
46.57,1657.6
46.767,1637.1
46.957,1616.7
47.135,1596.2
47.304,1575.8
47.466,1555.3
47.627,1534.9
47.791,1514.4
47.96,1494.0
48.133,1473.5
48.31,1453.1
48.489,1432.6
48.667,1412.2
48.843,1391.7
49.013,1371.3
49.169,1350.8
49.297,1330.4
49.375,1309.9
49.364,1289.5
49.223,1269.0
48.918,1248.6
48.435,1228.1
47.793,1207.7
47.03,1187.2
46.192,1166.8
45.317,1146.3
45.403,1144.3
44.468,1125.9
43.624,1105.4
42.787,1085.0
41.961,1064.5
41.147,1044.1
40.347,1023.6
40.033,1015.5
39.583,1003.2
38.845,982.73
38.121,962.27
37.41,941.82
36.712,921.38
36.025,900.92
35.433,883.11
35.35,880.48
34.7,860.02
34.052,839.58
33.407,819.12
32.766,798.67
32.129,778.23
31.499,757.77
31.362,753.31
30.893,737.33
30.299,716.88
29.71,696.42
29.127,675.98
28.547,655.52
27.971,635.08
27.758,627.51
27.409,614.62
26.85,594.17
26.281,573.73
25.695,553.27
25.079,532.83
24.569,517.14
24.412,512.38
23.651,491.92
22.757,471.48
21.746,451.97
21.694,451.02
20.395,430.57
19.247,414.53
18.919,410.12
17.306,389.68
17.035,386.33
15.7,369.23
15.078,361.04
14.221,348.78
13.345,335.57
12.916,328.32
11.812,308.67
11.772,307.88
10.774,287.43
10.455,280.92
9.8393,266.98
9.2534,254.51
8.9105,246.53
8.1901,231.66
7.9391,226.07
7.249,212.85
6.8965,205.62
6.4161,197.1
5.7902,185.17
5.6788,183.3
5.0263,171.66
4.6675,164.72
4.4487,160.94
3.9376,151.42
3.5877,144.27
3.4851,142.39
3.0847,134.47
2.7302,126.87
2.593,123.82
2.4165,120.21
2.1388,114.38
1.8931,108.97
1.6755,103.81
1.6579,103.38
1.483,99.44
1.3126,95.267
1.1618,91.331
1.0283,87.802
0.91013,84.786
0.83228,82.925
0.80555,82.389
0.71299,80.654
0.63106,79.013
0.55855,77.318
0.49437,75.477
0.43756,73.451
0.38729,71.234
0.34278,68.839
0.3034,66.29
0.26853,63.62
0.25523,62.475
0.23768,61.253
0.21037,59.156
0.1862,57.096
0.1648,55.113
0.14586,53.258
0.1291,51.594
0.11427,50.187
0.10114,49.086
0.089517,48.303
0.079231,47.806
0.070127,47.526
0.062069,47.385
0.054937,47.319
0.048625,47.286
0.043037,47.264
0.038092,47.245
0.033715,47.227
0.029841,47.209
0.026412,47.192
0.023377,47.174
0.020691,47.157
0.018314,47.14
0.016209,47.124
0.014347,47.11
0.012698,47.102
0.011239,47.104
0.0099477,47.119
0.0088046,47.149
0.0077929,47.194
0.0068975,47.254
0.0061049,47.333
0.0054034,47.442
0.0047826,47.601
0.004233,47.84
0.0037466,48.2
0.0033161,48.748
0.0029351,49.594
0.0025978,50.901
0.0022993,52.868
0.0020351,55.682
0.0018013,59.483
0.0016706,62.475
0.0015943,65.04
0.0014111,73.466
0.0012701,82.925
0.001249,85.621
0.0011472,103.38
0.0011057,123.82
0.0011054,125.02
0.0011019,144.27
0.0010979,150.77
0.0011141,164.72
0.0011347,185.17
0.00116,205.62
0.0011899,226.07
0.0012252,246.53
0.0012406,258.48
0.0012683,266.98
0.0013194,287.43
0.0013742,307.88
0.0014019,321.15
0.0014334,328.32
0.0014969,348.78
0.0015593,369.23
0.0015841,381.07
0.0016228,389.68
0.0016863,410.12
0.0017447,430.57
0.0017982,451.02
0.0017899,452.26
0.0018527,471.48
0.0019036,491.92
0.0019526,512.38
0.0020012,532.83
0.0020225,546.74
0.0020518,553.27
0.0021054,573.73
0.0021597,594.17
0.0022152,614.62
0.0022723,635.08
0.0022854,644.39
0.0023325,655.52
0.0023948,675.98
0.0024583,696.42
0.0025235,716.88
