#: table_doi: 10.17182/hepdata.137762.v1/t85
#: name: vertex_efficiency_R_38_46_mm
#: description: Reinterpretation Material: Vertex-level Efficiency for R [38, 46] mm
#: data_file: vertex_efficiency_r_38_46_mm.yaml
#: keyword observables: EFF
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],,,,,139
#: Energy [TeV],,,,,13
m_DV [GeV],m_DV [GeV] LOW,m_DV [GeV] HIGH,n_tracks,n_tracks LOW,n_tracks HIGH,Efficiency,stat +,stat -
12.5,10.0,15.0,5.5,5.0,6.0,0.0,0,0
12.5,10.0,15.0,6.5,6.0,7.0,0.025641,0.025968,-0.025968
12.5,10.0,15.0,8.5,7.0,10.0,0.055921,0.013937,-0.013937
12.5,10.0,15.0,12.5,10.0,15.0,0.049554,0.0071795,-0.0071795
12.5,10.0,15.0,17.5,15.0,20.0,0.033803,0.0099216,-0.0099216
12.5,10.0,15.0,25.0,20.0,30.0,0.045455,0.046476,-0.046476
12.5,10.0,15.0,40.0,30.0,50.0,0.0,0,0
12.5,10.0,15.0,125.0,50.0,200.0,0.0,0,0
17.5,15.0,20.0,5.5,5.0,6.0,0.0,0,0
17.5,15.0,20.0,6.5,6.0,7.0,0.1,0.074162,-0.074162
17.5,15.0,20.0,8.5,7.0,10.0,0.091228,0.01869,-0.01869
17.5,15.0,20.0,12.5,10.0,15.0,0.15183,0.010698,-0.010698
17.5,15.0,20.0,17.5,15.0,20.0,0.13947,0.012279,-0.012279
17.5,15.0,20.0,25.0,20.0,30.0,0.076555,0.019858,-0.019858
17.5,15.0,20.0,40.0,30.0,50.0,0.0,0,0
17.5,15.0,20.0,125.0,50.0,200.0,0.0,0,0
25.0,20.0,30.0,5.5,5.0,6.0,0.0,0,0
25.0,20.0,30.0,6.5,6.0,7.0,0.0,0,0
25.0,20.0,30.0,8.5,7.0,10.0,0.13274,0.018239,-0.018239
25.0,20.0,30.0,12.5,10.0,15.0,0.2297,0.0083617,-0.0083617
25.0,20.0,30.0,17.5,15.0,20.0,0.23316,0.0075373,-0.0075373
25.0,20.0,30.0,25.0,20.0,30.0,0.19323,0.0094205,-0.0094205
25.0,20.0,30.0,40.0,30.0,50.0,0.14815,0.056124,-0.056124
25.0,20.0,30.0,125.0,50.0,200.0,0.0,0,0
40.0,30.0,50.0,5.5,5.0,6.0,0.0,0,0
40.0,30.0,50.0,6.5,6.0,7.0,0.0,0,0
40.0,30.0,50.0,8.5,7.0,10.0,0.13472,0.028143,-0.028143
40.0,30.0,50.0,12.5,10.0,15.0,0.25774,0.010743,-0.010743
40.0,30.0,50.0,17.5,15.0,20.0,0.27985,0.0083663,-0.0083663
40.0,30.0,50.0,25.0,20.0,30.0,0.26791,0.0087192,-0.0087192
40.0,30.0,50.0,40.0,30.0,50.0,0.23032,0.028743,-0.028743
40.0,30.0,50.0,125.0,50.0,200.0,0.0,0,0
75.0,50.0,100.0,5.5,5.0,6.0,0.0,0,0
75.0,50.0,100.0,6.5,6.0,7.0,0.0,0,0
75.0,50.0,100.0,8.5,7.0,10.0,0.08,0.041569,-0.041569
75.0,50.0,100.0,12.5,10.0,15.0,0.20411,0.01972,-0.01972
75.0,50.0,100.0,17.5,15.0,20.0,0.31044,0.014833,-0.014833
75.0,50.0,100.0,25.0,20.0,30.0,0.38219,0.011276,-0.011276
75.0,50.0,100.0,40.0,30.0,50.0,0.41112,0.018728,-0.018728
75.0,50.0,100.0,125.0,50.0,200.0,0.29412,0.14963,-0.14963
150.0,100.0,200.0,5.5,5.0,6.0,0.0,0,0
150.0,100.0,200.0,6.5,6.0,7.0,0.0,0,0
150.0,100.0,200.0,8.5,7.0,10.0,0.15152,0.072712,-0.072712
150.0,100.0,200.0,12.5,10.0,15.0,0.22639,0.020402,-0.020402
150.0,100.0,200.0,17.5,15.0,20.0,0.31909,0.011947,-0.011947
150.0,100.0,200.0,25.0,20.0,30.0,0.38443,0.0068432,-0.0068432
150.0,100.0,200.0,40.0,30.0,50.0,0.4238,0.0082078,-0.0082078
150.0,100.0,200.0,125.0,50.0,200.0,0.48943,0.046929,-0.046929
350.0,200.0,500.0,5.5,5.0,6.0,0.0,0,0
350.0,200.0,500.0,6.5,6.0,7.0,0.0,0,0
350.0,200.0,500.0,8.5,7.0,10.0,0.0,0,0
350.0,200.0,500.0,12.5,10.0,15.0,0.22561,0.041061,-0.041061
350.0,200.0,500.0,17.5,15.0,20.0,0.26893,0.016405,-0.016405
350.0,200.0,500.0,25.0,20.0,30.0,0.33561,0.0064742,-0.0064742
