#: table_doi: 10.17182/hepdata.137762.v1/t27
#: name: excl_strong_mgluino_2000_GeV_obs_down
#: description: Observed (-1 sigma) exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.0 TeV
#: data_file: excl_strong_mgluino_2000_gev_obs_down.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
40.13,1984.8
40.245,1964.3
40.405,1943.9
40.624,1923.4
40.843,1903.0
41.046,1882.5
41.23,1862.1
41.408,1841.6
41.587,1821.2
41.773,1800.7
41.967,1780.3
42.17,1759.8
42.38,1739.4
42.597,1718.9
42.82,1698.5
43.047,1678.0
43.277,1657.6
43.508,1637.1
43.738,1616.7
43.969,1596.2
44.201,1575.8
44.436,1555.3
44.677,1534.9
44.925,1514.4
45.179,1494.0
45.231,1489.9
45.446,1473.5
45.716,1453.1
45.987,1432.6
46.256,1412.2
46.521,1391.7
46.779,1371.3
47.023,1350.8
47.239,1330.4
47.404,1309.9
47.48,1289.5
47.424,1269.0
47.201,1248.6
46.798,1228.1
46.233,1207.7
45.548,1187.2
45.403,1178.7
44.796,1166.8
44.015,1146.3
43.224,1125.9
42.434,1105.4
41.653,1085.0
40.882,1064.5
40.124,1044.1
40.033,1041.6
39.393,1023.6
38.676,1003.2
37.972,982.73
37.282,962.27
36.604,941.82
35.937,921.38
35.433,905.74
35.282,900.92
34.639,880.48
33.995,860.02
33.347,839.58
32.695,819.12
32.039,798.67
31.381,778.23
31.362,777.62
30.738,757.77
30.097,737.33
29.457,716.88
28.818,696.42
28.181,675.98
27.758,662.42
27.55,655.52
26.93,635.08
26.305,614.62
25.674,594.17
25.034,573.73
24.569,559.22
24.38,553.27
23.699,532.83
22.964,512.38
22.146,491.92
21.746,483.09
21.197,471.48
20.082,451.02
19.247,437.65
18.79,430.57
17.341,410.12
17.035,406.06
15.839,389.68
15.078,379.34
14.395,369.23
13.345,353.3
13.083,348.78
11.936,328.32
11.812,326.05
10.954,307.88
10.455,297.16
10.062,287.43
9.2534,268.13
9.2108,266.98
8.3711,246.53
8.1901,242.78
7.4833,226.07
7.249,221.37
6.5545,205.62
6.4161,202.87
5.6788,186.81
5.6068,185.17
5.0263,173.28
4.6257,164.72
4.4487,161.26
3.9376,151.31
3.5876,144.27
3.4851,142.42
3.0847,135.04
2.7302,128.2
2.509,123.82
2.4165,122.19
2.1388,117.35
1.8931,112.98
1.6755,108.92
1.483,104.98
1.4104,103.38
1.3126,101.49
1.1618,98.423
1.0283,95.618
0.91013,93.165
0.80555,91.053
0.71299,89.163
0.63106,87.327
0.55855,85.388
0.49437,83.232
0.48668,82.925
0.43756,81.343
0.38729,79.366
0.34278,77.241
0.3034,74.992
0.26853,72.652
0.23768,70.266
0.21037,67.884
0.1862,65.566
0.1648,63.378
0.156,62.475
0.14586,61.64
0.1291,60.312
0.11427,59.223
0.10114,58.393
0.089517,57.816
0.079231,57.458
0.070127,57.262
0.062069,57.169
0.054937,57.132
0.048625,57.119
0.043037,57.116
0.038092,57.115
0.033715,57.115
0.029841,57.115
0.026412,57.115
0.023377,57.115
0.020691,57.115
0.018314,57.115
0.016209,57.115
0.014347,57.115
0.012698,57.115
0.011239,57.115
0.0099477,57.115
0.0088046,57.115
0.0077929,57.115
0.0068975,57.115
0.0061049,57.115
0.0054034,57.116
0.0047826,57.118
0.004233,57.126
0.0037466,57.158
0.0033161,57.258
0.0029351,57.518
0.0025978,58.091
0.0022993,59.184
0.0020351,61.029
0.0019099,62.475
0.0018013,64.3
0.0015943,69.707
0.0014111,77.303
0.00132,82.925
0.001249,91.488
0.0011789,103.38
0.0011363,123.82
0.001135,144.27
0.0011557,164.72
0.0011915,185.17
0.0012425,205.62
0.0012406,207.61
0.0013151,226.07
0.0014036,246.53
0.0014019,248.07
0.0015031,266.98
0.0015841,286.12
0.0016006,287.43
0.0016934,307.88
0.0017735,328.32
0.0017899,336.51
0.0018478,348.78
0.0019142,369.23
0.0019699,389.68
0.0020166,410.12
0.0020225,419.63
0.0020608,430.57
0.002102,451.02
0.0021381,471.48
0.0021714,491.92
0.0022038,512.38
0.0022366,532.83
0.0022704,553.27
0.0022854,569.88
0.0023072,573.73
0.0023513,594.17
0.0023966,614.62
0.0024432,635.08
0.0024913,655.52
0.002541,675.98
0.0025926,696.42
0.0025824,698.42
0.0026522,716.88
0.0027137,737.33
0.002777,757.77
