#: table_doi: 10.17182/hepdata.137762.v1/t28
#: name: excl_strong_mgluino_2200_GeV_exp_nominal
#: description: Expected exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.2 TeV
#: data_file: excl_strong_mgluino_2200_gev_exp_nominal.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
15.029,2183.8
15.063,2161.3
15.078,2153.2
15.106,2138.9
15.158,2116.4
15.199,2094.0
15.225,2071.5
15.239,2049.1
15.249,2026.6
15.26,2004.2
15.274,1981.7
15.29,1959.3
15.309,1936.8
15.328,1914.4
15.347,1891.9
15.365,1869.5
15.384,1847.0
15.402,1824.6
15.42,1802.1
15.437,1779.7
15.454,1757.2
15.469,1734.8
15.481,1712.3
15.488,1689.9
15.485,1667.4
15.469,1645.0
15.437,1622.5
15.389,1600.1
15.329,1577.6
15.262,1555.2
15.192,1532.7
15.124,1510.3
15.119,1493.7
15.062,1487.8
15.008,1465.4
14.961,1442.9
14.921,1420.5
14.888,1398.0
14.862,1375.6
14.839,1353.1
14.815,1330.7
14.781,1308.2
14.724,1285.8
14.628,1263.3
14.484,1240.9
14.291,1218.4
14.057,1196.0
13.793,1173.5
13.513,1151.1
13.345,1137.9
13.231,1128.6
12.952,1106.2
12.676,1083.7
12.404,1061.3
12.134,1038.8
11.869,1016.4
11.812,1011.6
11.61,993.93
11.355,971.48
11.104,949.02
10.854,926.58
10.604,904.12
10.455,890.85
10.353,881.67
10.097,859.23
9.8329,836.77
9.5568,814.33
9.2686,791.88
9.2534,790.72
8.9748,769.42
8.675,746.98
8.3721,724.52
8.1901,711.06
8.0732,702.08
7.7839,679.62
7.4998,657.17
7.249,636.94
7.2229,634.73
6.9624,612.27
6.709,589.83
6.4622,567.38
6.4161,563.13
6.2268,544.92
5.9942,522.48
5.7571,500.02
5.6788,493.02
5.5135,477.58
5.2545,455.12
5.0263,436.85
4.9765,432.68
4.6881,410.23
4.4487,392.37
4.3902,387.78
4.0962,365.32
3.9376,353.26
3.8069,342.88
3.5249,320.43
3.4851,317.29
3.2473,297.98
3.0847,284.98
2.9694,275.53
2.7302,256.73
2.6854,253.07
2.4165,232.84
2.3887,230.62
2.1388,212.95
2.0759,208.17
1.8931,196.09
1.7473,185.72
1.6755,181.31
1.483,168.86
1.3996,163.27
1.3126,158.3
1.1618,149.5
1.0283,141.3
1.0207,140.82
0.91013,134.91
0.80555,128.69
0.71299,122.39
0.66074,118.38
0.63106,116.48
0.55855,111.43
0.49437,106.36
0.43756,101.31
0.38729,96.266
0.38404,95.925
0.34278,92.412
0.3034,88.764
0.26853,85.248
0.23768,81.866
0.21037,78.619
0.1862,75.507
0.17126,73.475
0.1648,72.743
0.14586,70.568
0.1291,68.562
0.11427,66.737
0.10114,65.095
0.089517,63.626
0.079231,62.301
0.070127,61.087
0.062069,59.952
0.054937,58.874
0.048625,57.847
0.043037,56.874
0.038092,55.965
0.033715,55.131
0.029841,54.377
0.026412,53.703
0.023377,53.104
0.020691,52.575
0.018314,52.114
0.016209,51.72
0.014347,51.395
0.012698,51.143
0.011717,51.025
0.011239,50.973
0.0099477,50.886
0.0088046,50.872
0.0077929,50.955
0.0075055,51.025
0.0068975,51.212
0.0061049,51.752
0.0054034,52.675
0.0047826,54.09
0.004233,56.063
0.0037466,58.614
0.0033161,61.741
0.0029351,65.476
0.0025978,69.923
0.0023941,73.475
0.0022993,75.993
0.0020351,85.1
0.0018074,95.925
0.0018013,96.464
0.001605,118.38
0.0015943,121.21
0.0015322,140.82
0.0015131,163.27
0.001521,185.72
0.0015457,208.17
0.0015843,230.62
0.0015841,235.06
0.0016418,253.07
0.0017146,275.53
0.0017991,297.98
0.0017899,298.52
0.0019051,320.43
0.0020143,342.88
0.0020225,347.29
0.0021266,365.32
0.0022281,387.78
0.0022854,405.71
0.0023168,410.23
0.0023957,432.68
0.0024694,455.12
0.002543,477.58
0.0025824,493.56
0.0026201,500.02
0.0027025,522.48
0.0027895,544.92
0.0028802,567.38
0.002918,580.65
0.0029745,589.83
0.003072,612.27
0.0031708,634.73
0.0032705,657.17
0.0032972,667.43
0.0033737,679.62
0.0034796,702.08
0.0035851,724.52
0.0036896,746.98
0.0037257,759.41
0.0037957,769.42
0.0039021,791.88
0.0040038,814.33
0.004101,836.77
0.0041945,859.23
0.0042099,868.67
0.0042881,881.67
