#: table_doi: 10.17182/hepdata.137762.v1/t25
#: name: excl_strong_mgluino_2000_GeV_obs_nominal
#: description: Observed exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.0 TeV
#: data_file: excl_strong_mgluino_2000_gev_obs_nominal.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
35.089,1984.8
35.169,1964.3
35.279,1943.9
35.426,1923.4
35.433,1922.4
35.573,1903.0
35.705,1882.5
35.825,1862.1
35.942,1841.6
36.062,1821.2
36.192,1800.7
36.332,1780.3
36.483,1759.8
36.644,1739.4
36.813,1718.9
36.988,1698.5
37.167,1678.0
37.349,1657.6
37.532,1637.1
37.717,1616.7
37.906,1596.2
38.1,1575.8
38.302,1555.3
38.509,1534.9
38.722,1514.4
38.936,1494.0
39.15,1473.5
39.362,1453.1
39.569,1432.6
39.771,1412.2
39.964,1391.7
40.033,1383.9
40.148,1371.3
40.315,1350.8
40.455,1330.4
40.545,1309.9
40.554,1289.5
40.444,1269.0
40.185,1248.6
40.181,1241.1
39.772,1228.1
39.225,1207.7
38.58,1187.2
37.879,1166.8
37.155,1146.3
36.427,1125.9
35.709,1105.4
35.56,1097.4
35.015,1085.0
34.344,1064.5
33.688,1044.1
33.046,1023.6
32.419,1003.2
31.806,982.73
31.362,967.54
31.213,962.27
30.646,941.82
30.088,921.38
29.537,900.92
28.988,880.48
28.437,860.02
27.881,839.58
27.758,835.15
27.332,819.12
26.782,798.67
26.226,778.23
25.668,757.77
25.108,737.33
24.569,717.65
24.548,716.88
24.007,696.42
23.461,675.98
22.909,655.52
22.349,635.08
21.778,614.62
21.746,613.51
21.197,594.17
20.59,573.73
19.95,553.27
19.265,532.83
19.247,532.32
18.497,512.38
17.643,491.92
17.035,478.92
16.676,471.48
15.589,451.02
15.078,442.19
14.436,430.57
13.345,411.62
13.269,410.12
12.196,389.68
11.812,382.28
11.228,369.23
10.455,351.44
10.355,348.78
9.6053,328.32
9.2534,318.42
8.9218,307.88
8.2844,287.43
8.1901,284.54
7.6695,266.98
7.249,253.95
7.0258,246.53
6.4161,228.62
6.3343,226.07
5.6788,208.37
5.5825,205.62
5.0263,191.86
4.769,185.17
4.4487,177.84
3.9376,165.63
3.9007,164.72
3.4851,155.67
3.0847,146.4
2.9966,144.27
2.7302,138.54
2.4165,131.5
2.1388,125.03
2.087,123.82
1.8931,119.78
1.6755,115.09
1.483,110.66
1.3126,106.42
1.1951,103.38
1.1618,102.62
1.0283,99.757
0.91013,97.304
0.80555,95.208
0.71299,93.323
0.63106,91.465
0.55855,89.47
0.49437,87.219
0.43756,84.647
0.40696,82.925
0.38729,82.035
0.34278,79.671
0.3034,77.162
0.26853,74.549
0.23768,71.883
0.21037,69.223
0.1862,66.638
0.1648,64.203
0.14986,62.475
0.14586,62.104
0.1291,60.634
0.11427,59.432
0.10114,58.518
0.089517,57.884
0.079231,57.491
0.070127,57.276
0.062069,57.174
0.054937,57.133
0.048625,57.12
0.043037,57.116
0.038092,57.115
0.033715,57.115
0.029841,57.115
0.026412,57.115
0.023377,57.115
0.020691,57.115
0.018314,57.115
0.016209,57.115
0.014347,57.115
0.012698,57.115
0.011239,57.115
0.0099477,57.115
0.0088046,57.115
0.0077929,57.115
0.0068975,57.115
0.0061049,57.115
0.0054034,57.116
0.0047826,57.118
0.004233,57.128
0.0037466,57.163
0.0033161,57.274
0.0029351,57.564
0.0025978,58.205
0.0022993,59.435
0.0020351,61.525
0.0019612,62.475
0.0018013,65.48
0.0015943,71.678
0.0014111,80.371
0.0013727,82.925
0.001249,99.044
0.0012246,103.38
0.0011805,123.82
0.0011774,144.27
0.0011962,164.72
0.0012303,185.17
0.0012406,193.1
0.0012816,205.62
0.0013506,226.07
0.0014019,240.78
0.001436,246.53
0.0015322,266.98
0.0015841,280.07
0.0016307,287.43
0.0017261,307.88
0.0017899,325.93
0.0018125,328.32
0.0018988,348.78
0.0019736,369.23
0.0020225,388.61
0.0020391,389.68
0.002109,410.12
0.0021711,430.57
0.0022285,451.02
0.0022842,471.48
0.0022854,476.84
0.0023482,491.92
0.0024153,512.38
0.0024828,532.83
0.002551,553.27
0.0025824,566.92
0.0026243,573.73
0.0027065,594.17
0.0027886,614.62
0.0028711,635.08
0.002918,650.55
0.0029582,655.52
0.0030564,675.98
0.0031543,696.42
0.0032527,716.88
