#: table_doi: 10.17182/hepdata.137762.v1/t41
#: name: excl_strong_mchi0_450_GeV_exp_up
#: description: Expected (+1 sigma) exclusion limits at 95% CL on the lifetime and mass of the gluino in strong gluino pair production models and m(chi0)=450 GeV
#: data_file: excl_strong_mchi0_450_gev_exp_up.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Gluino Mass [GeV]
0.0014604,1615.8
0.0015274,1647.5
0.0016064,1679.2
0.0016431,1692.8
0.0016851,1710.8
0.0017448,1742.5
0.0017951,1774.2
0.0018457,1805.8
0.0019046,1837.5
0.001971,1869.2
0.0020042,1884.9
0.0020541,1900.8
0.0021405,1932.5
0.0022125,1964.2
0.0022764,1995.8
0.0023433,2027.5
0.0024178,2059.2
0.0024446,2070.0
0.0025071,2090.8
0.0025926,2122.5
0.0026703,2154.2
0.0027559,2185.8
0.0028713,2217.5
0.0029818,2240.0
0.0030338,2249.2
0.0032517,2280.8
0.0035113,2312.5
0.003637,2326.0
0.0038327,2344.2
0.0042357,2375.8
0.0044362,2389.3
0.0047359,2407.5
0.0052816,2439.2
0.005411,2447.0
0.0058959,2470.8
0.0065622,2502.5
0.0066001,2504.2
0.0076383,2534.2
0.0080504,2544.5
0.0095794,2565.8
0.0098194,2568.9
0.011977,2583.8
0.014609,2592.2
0.017819,2597.4
0.017934,2597.5
0.021735,2601.7
0.026511,2605.6
0.032337,2609.2
0.039442,2612.6
0.048109,2615.8
0.058681,2618.5
0.071576,2619.9
0.087304,2618.6
0.10649,2613.2
0.12989,2603.4
0.14206,2597.5
0.15843,2591.2
0.19324,2578.2
0.23172,2565.8
0.23571,2564.7
0.2875,2551.2
0.35068,2536.3
0.35981,2534.2
0.42774,2518.5
0.49797,2502.5
0.52173,2497.0
0.63638,2471.0
0.63728,2470.8
0.77622,2442.0
0.78957,2439.2
0.94679,2411.1
0.96575,2407.5
1.1548,2379.8
1.1812,2375.8
1.4086,2349.8
1.461,2344.2
1.7181,2321.6
1.8365,2312.5
2.0957,2294.6
2.3281,2280.8
2.5562,2267.9
2.941,2249.2
3.1179,2240.6
3.6652,2217.5
3.803,2211.5
4.4737,2185.8
4.6387,2179.3
5.3398,2154.2
5.658,2142.6
6.2521,2122.5
6.9014,2101.1
7.2191,2090.8
8.2795,2059.2
8.4179,2055.6
9.5007,2027.5
10.268,2012.9
11.151,1995.8
12.524,1976.7
13.481,1964.2
15.276,1945.3
16.634,1932.5
18.633,1915.9
20.724,1900.8
22.727,1887.2
25.791,1869.2
27.721,1858.0
31.815,1837.5
33.813,1827.4
38.653,1805.8
41.243,1793.9
45.935,1774.2
50.306,1755.3
53.132,1742.5
59.9,1710.8
61.36,1703.5
65.027,1679.2
68.391,1647.5
70.936,1615.8

