#: table_doi: 10.17182/hepdata.137762.v1/t18
#: name: excl_strong_mgluino_2400_GeV_obs_up
#: description: Observed (+1 sigma) exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.4 TeV
#: data_file: excl_strong_mgluino_2400_gev_obs_up.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
4.0321,2382.8
4.0414,2358.3
4.0547,2333.9
4.07,2309.4
4.0826,2285.0
4.0912,2260.5
4.096,2236.1
4.098,2211.6
4.098,2187.2
4.096,2162.7
4.0917,2138.3
4.0842,2113.8
4.0724,2089.4
4.055,2064.9
4.0317,2040.5
4.0029,2016.0
3.9702,1991.6
3.9376,1968.6
3.9353,1967.1
3.8981,1942.7
3.8609,1918.2
3.8238,1893.8
3.7864,1869.3
3.7483,1844.9
3.7092,1820.4
3.6689,1796.0
3.6274,1771.5
3.5851,1747.1
3.5426,1722.6
3.5013,1698.2
3.4851,1687.7
3.4624,1673.7
3.4283,1649.3
3.4011,1624.8
3.3809,1600.4
3.3666,1575.9
3.356,1551.5
3.3472,1527.0
3.3383,1502.6
3.3283,1478.1
3.3166,1453.7
3.3031,1429.2
3.2876,1404.8
3.2701,1380.3
3.2503,1355.9
3.2276,1331.4
3.2006,1307.0
3.1678,1282.5
3.1277,1258.1
3.0847,1236.3
3.0792,1233.6
3.0208,1209.2
2.9564,1184.7
2.8882,1160.3
2.8182,1135.8
2.7477,1111.4
2.7302,1105.3
2.6735,1086.9
2.5991,1062.5
2.5259,1038.0
2.4544,1013.6
2.4165,1000.4
2.3815,989.12
2.3074,964.67
2.2357,940.23
2.1658,915.77
2.1388,906.33
2.0922,891.33
2.0155,866.88
1.9376,842.42
1.8931,828.89
1.8539,817.98
1.7641,793.52
1.6755,769.37
1.6744,769.08
1.5777,744.62
1.4845,720.17
1.483,719.78
1.3897,695.73
1.3126,674.83
1.2995,671.27
1.2124,646.83
1.1618,631.86
1.1309,622.38
1.0552,597.92
1.0283,588.75
0.98672,573.48
0.92512,549.02
0.91013,542.78
0.87115,524.58
0.82143,500.12
0.80555,492.58
0.77417,475.67
0.7256,451.23
0.71299,445.55
0.67519,426.78
0.63106,406.52
0.62258,402.32
0.57007,377.88
0.55855,372.57
0.51953,353.43
0.49437,340.73
0.47251,328.98
0.43756,309.59
0.42905,304.53
0.38735,280.07
0.38729,280.04
0.34432,255.62
0.34278,254.9
0.3034,234.61
0.29732,231.17
0.26853,218.12
0.24624,206.72
0.23768,203.17
0.21037,190.75
0.19372,182.27
0.1862,179.09
0.1648,169.38
0.14586,159.89
0.14182,157.82
0.1291,152.46
0.11427,146.11
0.10114,140.5
0.089517,135.62
0.083899,133.38
0.079231,131.89
0.070127,129.12
0.062069,126.61
0.054937,124.26
0.048625,121.99
0.043037,119.79
0.038092,117.65
0.033715,115.58
0.029841,113.58
0.026412,111.68
0.023377,109.89
0.02178,108.92
0.020691,108.43
0.018314,107.36
0.016209,106.47
0.014347,105.84
0.012698,105.61
0.011239,105.92
0.0099477,106.89
0.0088046,108.58
0.0086456,108.92
0.0077929,111.83
0.0068975,116.22
0.0061049,121.7
0.0054034,128.53
0.0050359,133.38
0.0047826,139.35
0.004233,156.83
0.0042081,157.82
0.0038999,182.27
0.0037855,206.72
0.0037855,231.17
0.0038622,255.62
0.0039896,280.07
0.0041455,304.53
0.0042099,317.2
0.0043197,328.98
0.0045036,353.43
0.004689,377.88
0.0047571,389.85
0.0048849,402.32
0.0050941,426.78
0.0053111,451.23
0.0053753,461.22
0.0055424,475.67
0.0057802,500.12
0.0060106,524.58
0.0060739,534.99
0.0062447,549.02
0.006479,573.48
0.0067027,597.92
0.0068633,620.11
0.0069204,622.38
0.0071612,646.83
0.0073968,671.27
0.0076279,695.73
0.0077552,713.53
0.0078658,720.17
0.0081285,744.62
0.008384,769.08
0.0086291,793.52
0.0087631,811.97
0.0088727,817.98
0.0091337,842.42
0.0093808,866.88
0.0096224,891.33
0.0098672,915.77
0.0099019,923.5
0.01015,940.23
0.01046,964.67
0.010785,989.12
0.011127,1013.6
0.011189,1021.3
0.011519,1038.0
0.011943,1062.5
0.012386,1086.9
0.012643,1103.7
0.012862,1111.4
0.013394,1135.8
0.013947,1160.3
0.014286,1177.5
0.01453,1184.7
0.015161,1209.2
0.015801,1233.6
0.016143,1249.3
0.016453,1258.1
0.017126,1282.5
