#: table_doi: 10.17182/hepdata.137762.v1/t90
#: name: vertex_efficiency_R_120_145_mm
#: description: Reinterpretation Material: Vertex-level Efficiency for R [120, 145] mm
#: data_file: vertex_efficiency_r_120_145_mm.yaml
#: keyword observables: EFF
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],,,,,139
#: Energy [TeV],,,,,13
m_DV [GeV],m_DV [GeV] LOW,m_DV [GeV] HIGH,n_tracks,n_tracks LOW,n_tracks HIGH,Efficiency,stat +,stat -
12.5,10.0,15.0,5.5,5.0,6.0,0.0,0,0
12.5,10.0,15.0,6.5,6.0,7.0,0.027778,0.028161,-0.028161
12.5,10.0,15.0,8.5,7.0,10.0,0.0065574,0.0046519,-0.0046519
12.5,10.0,15.0,12.5,10.0,15.0,0.0054299,0.0022227,-0.0022227
12.5,10.0,15.0,17.5,15.0,20.0,0.0,0,0
12.5,10.0,15.0,25.0,20.0,30.0,0.0,0,0
12.5,10.0,15.0,40.0,30.0,50.0,0.0,0,0
12.5,10.0,15.0,125.0,50.0,200.0,0.0,0,0
17.5,15.0,20.0,5.5,5.0,6.0,0.0,0,0
17.5,15.0,20.0,6.5,6.0,7.0,0.0,0,0
17.5,15.0,20.0,8.5,7.0,10.0,0.017361,0.0078312,-0.0078312
17.5,15.0,20.0,12.5,10.0,15.0,0.012477,0.0028072,-0.0028072
17.5,15.0,20.0,17.5,15.0,20.0,0.0030181,0.0017451,-0.0017451
17.5,15.0,20.0,25.0,20.0,30.0,0.0046083,0.0046189,-0.0046189
17.5,15.0,20.0,40.0,30.0,50.0,0.0,0,0
17.5,15.0,20.0,125.0,50.0,200.0,0.0,0,0
25.0,20.0,30.0,5.5,5.0,6.0,0.0,0,0
25.0,20.0,30.0,6.5,6.0,7.0,0.083333,0.061332,-0.061332
25.0,20.0,30.0,8.5,7.0,10.0,0.011461,0.0057634,-0.0057634
25.0,20.0,30.0,12.5,10.0,15.0,0.016271,0.0021355,-0.0021355
25.0,20.0,30.0,17.5,15.0,20.0,0.015251,0.001906,-0.001906
25.0,20.0,30.0,25.0,20.0,30.0,0.0091583,0.0020076,-0.0020076
25.0,20.0,30.0,40.0,30.0,50.0,0.0,0,0
25.0,20.0,30.0,125.0,50.0,200.0,0.0,0,0
40.0,30.0,50.0,5.5,5.0,6.0,0.0,0,0
40.0,30.0,50.0,6.5,6.0,7.0,0.0,0,0
40.0,30.0,50.0,8.5,7.0,10.0,0.0075188,0.007547,-0.007547
40.0,30.0,50.0,12.5,10.0,15.0,0.020424,0.0028611,-0.0028611
40.0,30.0,50.0,17.5,15.0,20.0,0.020142,0.0021687,-0.0021687
40.0,30.0,50.0,25.0,20.0,30.0,0.016858,0.0021418,-0.0021418
40.0,30.0,50.0,40.0,30.0,50.0,0.0,0,0
40.0,30.0,50.0,125.0,50.0,200.0,0.0,0,0
75.0,50.0,100.0,5.5,5.0,6.0,0.0,0,0
75.0,50.0,100.0,6.5,6.0,7.0,0.0,0,0
75.0,50.0,100.0,8.5,7.0,10.0,0.032258,0.032774,-0.032774
75.0,50.0,100.0,12.5,10.0,15.0,0.010274,0.0042158,-0.0042158
75.0,50.0,100.0,17.5,15.0,20.0,0.028571,0.0040183,-0.0040183
75.0,50.0,100.0,25.0,20.0,30.0,0.036686,0.0030003,-0.0030003
75.0,50.0,100.0,40.0,30.0,50.0,0.038895,0.0047726,-0.0047726
75.0,50.0,100.0,125.0,50.0,200.0,0.0,0,0
150.0,100.0,200.0,5.5,5.0,6.0,0.0,0,0
150.0,100.0,200.0,6.5,6.0,7.0,0.0,0,0
150.0,100.0,200.0,8.5,7.0,10.0,0.0,0,0
150.0,100.0,200.0,12.5,10.0,15.0,0.016514,0.0055499,-0.0055499
150.0,100.0,200.0,17.5,15.0,20.0,0.024166,0.0030812,-0.0030812
150.0,100.0,200.0,25.0,20.0,30.0,0.034015,0.0018205,-0.0018205
150.0,100.0,200.0,40.0,30.0,50.0,0.039893,0.0021934,-0.0021934
150.0,100.0,200.0,125.0,50.0,200.0,0.062937,0.015294,-0.015294
350.0,200.0,500.0,5.5,5.0,6.0,0.0,0,0
350.0,200.0,500.0,6.5,6.0,7.0,0.0,0,0
350.0,200.0,500.0,8.5,7.0,10.0,0.0,0,0
350.0,200.0,500.0,12.5,10.0,15.0,0.015038,0.010713,-0.010713
350.0,200.0,500.0,17.5,15.0,20.0,0.017159,0.004079,-0.004079
350.0,200.0,500.0,25.0,20.0,30.0,0.031346,0.0018823,-0.0018823
