#: table_doi: 10.17182/hepdata.137762.v1/t86
#: name: vertex_efficiency_R_46_73_mm
#: description: Reinterpretation Material: Vertex-level Efficiency for R [46, 73] mm
#: data_file: vertex_efficiency_r_46_73_mm.yaml
#: keyword observables: EFF
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],,,,,139
#: Energy [TeV],,,,,13
m_DV [GeV],m_DV [GeV] LOW,m_DV [GeV] HIGH,n_tracks,n_tracks LOW,n_tracks HIGH,Efficiency,stat +,stat -
12.5,10.0,15.0,5.5,5.0,6.0,0.037037,0.037717,-0.037717
12.5,10.0,15.0,6.5,6.0,7.0,0.060241,0.02774,-0.02774
12.5,10.0,15.0,8.5,7.0,10.0,0.039241,0.0071848,-0.0071848
12.5,10.0,15.0,12.5,10.0,15.0,0.039216,0.0040383,-0.0040383
12.5,10.0,15.0,17.5,15.0,20.0,0.020045,0.0047717,-0.0047717
12.5,10.0,15.0,25.0,20.0,30.0,0.013889,0.013985,-0.013985
12.5,10.0,15.0,40.0,30.0,50.0,0.0,0,0
12.5,10.0,15.0,125.0,50.0,200.0,0.0,0,0
17.5,15.0,20.0,5.5,5.0,6.0,0.0,0,0
17.5,15.0,20.0,6.5,6.0,7.0,0.055556,0.028539,-0.028539
17.5,15.0,20.0,8.5,7.0,10.0,0.09726,0.012091,-0.012091
17.5,15.0,20.0,12.5,10.0,15.0,0.13365,0.0061638,-0.0061638
17.5,15.0,20.0,17.5,15.0,20.0,0.10954,0.0068226,-0.0068226
17.5,15.0,20.0,25.0,20.0,30.0,0.082474,0.012385,-0.012385
17.5,15.0,20.0,40.0,30.0,50.0,0.0,0,0
17.5,15.0,20.0,125.0,50.0,200.0,0.0,0,0
25.0,20.0,30.0,5.5,5.0,6.0,0.0,0,0
25.0,20.0,30.0,6.5,6.0,7.0,0.1125,0.039553,-0.039553
25.0,20.0,30.0,8.5,7.0,10.0,0.14272,0.012416,-0.012416
25.0,20.0,30.0,12.5,10.0,15.0,0.19202,0.0047783,-0.0047783
25.0,20.0,30.0,17.5,15.0,20.0,0.20503,0.0044996,-0.0044996
25.0,20.0,30.0,25.0,20.0,30.0,0.18598,0.0057845,-0.0057845
25.0,20.0,30.0,40.0,30.0,50.0,0.12879,0.033186,-0.033186
25.0,20.0,30.0,125.0,50.0,200.0,0.0,0,0
40.0,30.0,50.0,5.5,5.0,6.0,0.0,0,0
40.0,30.0,50.0,6.5,6.0,7.0,0.16667,0.09001,-0.09001
40.0,30.0,50.0,8.5,7.0,10.0,0.13265,0.017511,-0.017511
40.0,30.0,50.0,12.5,10.0,15.0,0.21118,0.0061354,-0.0061354
40.0,30.0,50.0,17.5,15.0,20.0,0.24027,0.00491,-0.00491
40.0,30.0,50.0,25.0,20.0,30.0,0.22719,0.0050256,-0.0050256
40.0,30.0,50.0,40.0,30.0,50.0,0.17114,0.015999,-0.015999
40.0,30.0,50.0,125.0,50.0,200.0,0.0,0,0
75.0,50.0,100.0,5.5,5.0,6.0,0.0,0,0
75.0,50.0,100.0,6.5,6.0,7.0,0.076923,0.079827,-0.079827
75.0,50.0,100.0,8.5,7.0,10.0,0.052632,0.024149,-0.024149
75.0,50.0,100.0,12.5,10.0,15.0,0.1715,0.011512,-0.011512
75.0,50.0,100.0,17.5,15.0,20.0,0.25441,0.0083841,-0.0083841
75.0,50.0,100.0,25.0,20.0,30.0,0.30472,0.0062849,-0.0062849
75.0,50.0,100.0,40.0,30.0,50.0,0.32798,0.010222,-0.010222
75.0,50.0,100.0,125.0,50.0,200.0,0.30952,0.098238,-0.098238
150.0,100.0,200.0,5.5,5.0,6.0,0.0,0,0
150.0,100.0,200.0,6.5,6.0,7.0,0.0,0,0
150.0,100.0,200.0,8.5,7.0,10.0,0.10526,0.045179,-0.045179
150.0,100.0,200.0,12.5,10.0,15.0,0.17547,0.011821,-0.011821
150.0,100.0,200.0,17.5,15.0,20.0,0.24899,0.0065753,-0.0065753
150.0,100.0,200.0,25.0,20.0,30.0,0.30696,0.0037935,-0.0037935
150.0,100.0,200.0,40.0,30.0,50.0,0.33887,0.0045505,-0.0045505
150.0,100.0,200.0,125.0,50.0,200.0,0.38539,0.025931,-0.025931
350.0,200.0,500.0,5.5,5.0,6.0,0.0,0,0
350.0,200.0,500.0,6.5,6.0,7.0,0.0,0,0
350.0,200.0,500.0,8.5,7.0,10.0,0.0,0,0
350.0,200.0,500.0,12.5,10.0,15.0,0.13824,0.021512,-0.021512
350.0,200.0,500.0,17.5,15.0,20.0,0.1954,0.0087585,-0.0087585
