#: table_doi: 10.17182/hepdata.137762.v1/t83
#: name: vertex_efficiency_R_25_29_mm
#: description: Reinterpretation Material: Vertex-level Efficiency for R [25, 29] mm
#: data_file: vertex_efficiency_r_25_29_mm.yaml
#: keyword observables: EFF
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],,,,,139
#: Energy [TeV],,,,,13
m_DV [GeV],m_DV [GeV] LOW,m_DV [GeV] HIGH,n_tracks,n_tracks LOW,n_tracks HIGH,Efficiency,stat +,stat -
12.5,10.0,15.0,5.5,5.0,6.0,0.0,0,0
12.5,10.0,15.0,6.5,6.0,7.0,0.060606,0.044134,-0.044134
12.5,10.0,15.0,8.5,7.0,10.0,0.073913,0.018577,-0.018577
12.5,10.0,15.0,12.5,10.0,15.0,0.063764,0.010271,-0.010271
12.5,10.0,15.0,17.5,15.0,20.0,0.033333,0.01198,-0.01198
12.5,10.0,15.0,25.0,20.0,30.0,0.0,0,0
12.5,10.0,15.0,40.0,30.0,50.0,0.0,0,0
12.5,10.0,15.0,125.0,50.0,200.0,0.0,0,0
17.5,15.0,20.0,5.5,5.0,6.0,0.0,0,0
17.5,15.0,20.0,6.5,6.0,7.0,0.071429,0.05228,-0.05228
17.5,15.0,20.0,8.5,7.0,10.0,0.11823,0.02552,-0.02552
17.5,15.0,20.0,12.5,10.0,15.0,0.20019,0.015027,-0.015027
17.5,15.0,20.0,17.5,15.0,20.0,0.20113,0.018498,-0.018498
17.5,15.0,20.0,25.0,20.0,30.0,0.17123,0.037063,-0.037063
17.5,15.0,20.0,40.0,30.0,50.0,0.0,0,0
17.5,15.0,20.0,125.0,50.0,200.0,0.0,0,0
25.0,20.0,30.0,5.5,5.0,6.0,0.0,0,0
25.0,20.0,30.0,6.5,6.0,7.0,0.027027,0.02739,-0.02739
25.0,20.0,30.0,8.5,7.0,10.0,0.18414,0.024853,-0.024853
25.0,20.0,30.0,12.5,10.0,15.0,0.28974,0.01154,-0.01154
25.0,20.0,30.0,17.5,15.0,20.0,0.32749,0.011175,-0.011175
25.0,20.0,30.0,25.0,20.0,30.0,0.31099,0.014785,-0.014785
25.0,20.0,30.0,40.0,30.0,50.0,0.175,0.071698,-0.071698
25.0,20.0,30.0,125.0,50.0,200.0,0.0,0,0
40.0,30.0,50.0,5.5,5.0,6.0,0.0,0,0
40.0,30.0,50.0,6.5,6.0,7.0,0.0,0,0
40.0,30.0,50.0,8.5,7.0,10.0,0.25503,0.046348,-0.046348
40.0,30.0,50.0,12.5,10.0,15.0,0.3594,0.015649,-0.015649
40.0,30.0,50.0,17.5,15.0,20.0,0.40532,0.012308,-0.012308
40.0,30.0,50.0,25.0,20.0,30.0,0.38541,0.012956,-0.012956
40.0,30.0,50.0,40.0,30.0,50.0,0.34667,0.045551,-0.045551
40.0,30.0,50.0,125.0,50.0,200.0,0.0,0,0
75.0,50.0,100.0,5.5,5.0,6.0,0.0,0,0
75.0,50.0,100.0,6.5,6.0,7.0,0.0,0,0
75.0,50.0,100.0,8.5,7.0,10.0,0.085714,0.051564,-0.051564
75.0,50.0,100.0,12.5,10.0,15.0,0.32157,0.028867,-0.028867
75.0,50.0,100.0,17.5,15.0,20.0,0.47495,0.021927,-0.021927
75.0,50.0,100.0,25.0,20.0,30.0,0.5403,0.01597,-0.01597
75.0,50.0,100.0,40.0,30.0,50.0,0.56038,0.025145,-0.025145
75.0,50.0,100.0,125.0,50.0,200.0,0.53846,0.25243,-0.25243
150.0,100.0,200.0,5.5,5.0,6.0,0.0,0,0
150.0,100.0,200.0,6.5,6.0,7.0,0.0,0,0
150.0,100.0,200.0,8.5,7.0,10.0,0.26316,0.13227,-0.13227
150.0,100.0,200.0,12.5,10.0,15.0,0.35992,0.031638,-0.031638
150.0,100.0,200.0,17.5,15.0,20.0,0.47874,0.017617,-0.017617
150.0,100.0,200.0,25.0,20.0,30.0,0.54397,0.0096324,-0.0096324
150.0,100.0,200.0,40.0,30.0,50.0,0.57631,0.011186,-0.011186
150.0,100.0,200.0,125.0,50.0,200.0,0.59441,0.057565,-0.057565
350.0,200.0,500.0,5.5,5.0,6.0,0.0,0,0
350.0,200.0,500.0,6.5,6.0,7.0,0.0,0,0
350.0,200.0,500.0,8.5,7.0,10.0,0.0,0,0
350.0,200.0,500.0,12.5,10.0,15.0,0.37719,0.067504,-0.067504
350.0,200.0,500.0,17.5,15.0,20.0,0.42164,0.024619,-0.024619
350.0,200.0,500.0,25.0,20.0,30.0,0.50416,0.0094936,-0.0094936
