#: table_doi: 10.17182/hepdata.137762.v1/t15
#: name: excl_strong_mgluino_2400_GeV_exp_up
#: description: Expected (+1 sigma) exclusion limits at 95% CL on the lifetime and mass of the neutralino in strong gluino pair production models and m(gluino)=2.4 TeV
#: data_file: excl_strong_mgluino_2400_gev_exp_up.yaml
#: keyword observables: CLS
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],139
#: Energy [TeV],13
Neutralino Lifetime [ns],Neutralino Mass [GeV]
4.096,2382.8
4.1044,2358.3
4.1153,2333.9
4.1273,2309.4
4.1357,2285.0
4.1393,2260.5
4.1388,2236.1
4.1357,2211.6
4.131,2187.2
4.1253,2162.7
4.1184,2138.3
4.1091,2113.8
4.0961,2089.4
4.0778,2064.9
4.0534,2040.5
4.023,2016.0
3.9882,1991.6
3.9513,1967.1
3.9376,1958.2
3.9137,1942.7
3.8764,1918.2
3.8391,1893.8
3.8013,1869.3
3.7625,1844.9
3.7221,1820.4
3.68,1796.0
3.636,1771.5
3.5906,1747.1
3.5448,1722.6
3.5003,1698.2
3.4851,1689.0
3.4597,1673.7
3.4254,1649.3
3.3988,1624.8
3.3801,1600.4
3.3676,1575.9
3.3593,1551.5
3.3528,1527.0
3.3464,1502.6
3.3391,1478.1
3.3301,1453.7
3.3193,1429.2
3.3067,1404.8
3.2922,1380.3
3.2754,1355.9
3.2555,1331.4
3.231,1307.0
3.2002,1282.5
3.1612,1258.1
3.1133,1233.6
3.0847,1221.2
3.0569,1209.2
2.9938,1184.7
2.9266,1160.3
2.8573,1135.8
2.7875,1111.4
2.7302,1091.3
2.7176,1086.9
2.6474,1062.5
2.5782,1038.0
2.5104,1013.6
2.4442,989.12
2.4165,978.75
2.3789,964.67
2.3151,940.23
2.2528,915.77
2.1911,891.33
2.1388,870.8
2.1289,866.88
2.0649,842.42
1.9992,817.98
1.9317,793.52
1.8931,779.84
1.8627,769.08
1.793,744.62
1.7236,720.17
1.6755,703.07
1.6548,695.73
1.5862,671.27
1.5191,646.83
1.483,633.51
1.4521,622.38
1.3854,597.92
1.3204,573.48
1.3126,570.56
1.2539,549.02
1.1888,524.58
1.1618,514.55
1.1229,500.12
1.0561,475.67
1.0283,465.98
0.98747,451.23
0.91695,426.78
0.91013,424.56
0.84499,402.32
0.80555,389.16
0.77351,377.88
0.71299,356.62
0.70437,353.43
0.63905,328.98
0.63106,325.98
0.57763,304.53
0.55855,297.1
0.51824,280.07
0.49437,271.0
0.45763,255.62
0.43756,248.61
0.39306,231.17
0.38729,229.35
0.34278,213.87
0.32456,206.72
0.3034,199.95
0.26853,187.36
0.25581,182.27
0.23768,176.17
0.21037,165.94
0.19097,157.82
0.1862,156.12
0.1648,148.11
0.14586,140.42
0.12945,133.38
0.1291,133.25
0.11427,128.13
0.10114,123.65
0.089517,119.79
0.079231,116.46
0.070127,113.51
0.062069,110.82
0.056685,108.92
0.054937,108.42
0.048625,106.57
0.043037,104.78
0.038092,103.05
0.033715,101.4
0.029841,99.824
0.026412,98.341
0.023377,96.962
0.020691,95.703
0.018314,94.584
0.016209,93.647
0.014347,92.975
0.012698,92.693
0.011239,92.941
0.0099477,93.831
0.0088046,95.4
0.0077929,97.623
0.0068975,100.47
0.0061049,104.01
0.0054034,108.41
0.0053397,108.92
0.0047826,116.25
0.004233,126.45
0.003953,133.38
0.0037466,142.84
0.0034877,157.82
0.0033161,179.26
0.0032959,182.27
0.003235,206.72
0.0032473,231.17
0.0033128,255.62
0.0032972,256.42
0.0034235,280.07
0.0035593,304.53
0.0037077,328.98
0.0037257,335.16
0.0038682,353.43
0.0040353,377.88
0.0042097,402.32
0.0042099,405.36
0.0044027,426.78
0.0046079,451.23
0.0047571,471.2
0.0048226,475.67
0.005046,500.12
0.0052621,524.58
0.0053753,541.44
0.0054709,549.02
0.0056788,573.48
0.0058748,597.92
0.0060608,622.38
0.0060739,628.4
0.0062568,646.83
0.0064532,671.27
0.0066453,695.73
0.0068338,720.17
0.0068633,728.57
0.0070367,744.62
0.0072465,769.08
0.0074545,793.52
0.0076608,817.98
0.0077552,833.66
0.0078777,842.42
0.0081168,866.88
0.0083567,891.33
0.0085975,915.77
0.0087631,936.66
0.0088463,940.23
0.0091448,964.67
0.0094472,989.12
0.0097499,1013.6
0.0099019,1029.5
0.010079,1038.0
0.010464,1062.5
0.010846,1086.9
0.011219,1111.4
0.011189,1112.7
0.011693,1135.8
0.012157,1160.3
0.012591,1184.7
0.012643,1191.2
0.013085,1209.2
0.013569,1233.6
