#: table_doi: 10.17182/hepdata.137762.v1/t84
#: name: vertex_efficiency_R_29_38_mm
#: description: Reinterpretation Material: Vertex-level Efficiency for R [29, 38] mm
#: data_file: vertex_efficiency_r_29_38_mm.yaml
#: keyword observables: EFF
#: keyword reactions: P P --> GLUINO GLUINO X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X | P P --> NEUTRALINO2 NEUTRALINO1 X | P P --> CHARGINO1 NEUTRALINO1 X | P P --> CHARGINO1 CHARGINO1 X | P P --> CHARGINO1 NEUTRALINO2 X
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | RPV | Proton-Proton Scattering
#: Luminosity [fb$^{-1}$],,,,,139
#: Energy [TeV],,,,,13
m_DV [GeV],m_DV [GeV] LOW,m_DV [GeV] HIGH,n_tracks,n_tracks LOW,n_tracks HIGH,Efficiency,stat +,stat -
12.5,10.0,15.0,5.5,5.0,6.0,0.0,0,0
12.5,10.0,15.0,6.5,6.0,7.0,0.0,0,0
12.5,10.0,15.0,8.5,7.0,10.0,0.0,0,0
12.5,10.0,15.0,12.5,10.0,15.0,0.0023585,0.0013633,-0.0013633
12.5,10.0,15.0,17.5,15.0,20.0,0.0,0,0
12.5,10.0,15.0,25.0,20.0,30.0,0.0,0,0
12.5,10.0,15.0,40.0,30.0,50.0,0.0,0,0
12.5,10.0,15.0,125.0,50.0,200.0,0.0,0,0
17.5,15.0,20.0,5.5,5.0,6.0,0.0,0,0
17.5,15.0,20.0,6.5,6.0,7.0,0.0,0,0
17.5,15.0,20.0,8.5,7.0,10.0,0.013793,0.0056697,-0.0056697
17.5,15.0,20.0,12.5,10.0,15.0,0.028585,0.0036818,-0.0036818
17.5,15.0,20.0,17.5,15.0,20.0,0.022488,0.0040198,-0.0040198
17.5,15.0,20.0,25.0,20.0,30.0,0.01049,0.0060878,-0.0060878
17.5,15.0,20.0,40.0,30.0,50.0,0.0,0,0
17.5,15.0,20.0,125.0,50.0,200.0,0.0,0,0
25.0,20.0,30.0,5.5,5.0,6.0,0.0,0,0
25.0,20.0,30.0,6.5,6.0,7.0,0.0,0,0
25.0,20.0,30.0,8.5,7.0,10.0,0.018425,0.0056064,-0.0056064
25.0,20.0,30.0,12.5,10.0,15.0,0.036105,0.0026118,-0.0026118
25.0,20.0,30.0,17.5,15.0,20.0,0.035804,0.0023424,-0.0023424
25.0,20.0,30.0,25.0,20.0,30.0,0.034737,0.0031355,-0.0031355
25.0,20.0,30.0,40.0,30.0,50.0,0.023256,0.016634,-0.016634
25.0,20.0,30.0,125.0,50.0,200.0,0.0,0,0
40.0,30.0,50.0,5.5,5.0,6.0,0.0,0,0
40.0,30.0,50.0,6.5,6.0,7.0,0.0,0,0
40.0,30.0,50.0,8.5,7.0,10.0,0.023256,0.0096039,-0.0096039
40.0,30.0,50.0,12.5,10.0,15.0,0.038358,0.0032801,-0.0032801
40.0,30.0,50.0,17.5,15.0,20.0,0.04527,0.0026161,-0.0026161
40.0,30.0,50.0,25.0,20.0,30.0,0.041181,0.0026161,-0.0026161
40.0,30.0,50.0,40.0,30.0,50.0,0.034568,0.009397,-0.009397
40.0,30.0,50.0,125.0,50.0,200.0,0.0,0,0
75.0,50.0,100.0,5.5,5.0,6.0,0.0,0,0
75.0,50.0,100.0,6.5,6.0,7.0,0.0,0,0
75.0,50.0,100.0,8.5,7.0,10.0,0.036364,0.026176,-0.026176
75.0,50.0,100.0,12.5,10.0,15.0,0.041314,0.0067507,-0.0067507
75.0,50.0,100.0,17.5,15.0,20.0,0.053768,0.0046318,-0.0046318
75.0,50.0,100.0,25.0,20.0,30.0,0.062252,0.0033769,-0.0033769
75.0,50.0,100.0,40.0,30.0,50.0,0.065861,0.0054094,-0.0054094
75.0,50.0,100.0,125.0,50.0,200.0,0.074074,0.054284,-0.054284
150.0,100.0,200.0,5.5,5.0,6.0,0.0,0,0
150.0,100.0,200.0,6.5,6.0,7.0,0.0,0,0
150.0,100.0,200.0,8.5,7.0,10.0,0.052632,0.038183,-0.038183
150.0,100.0,200.0,12.5,10.0,15.0,0.030973,0.0059434,-0.0059434
150.0,100.0,200.0,17.5,15.0,20.0,0.048032,0.0034343,-0.0034343
150.0,100.0,200.0,25.0,20.0,30.0,0.066754,0.0021107,-0.0021107
150.0,100.0,200.0,40.0,30.0,50.0,0.067132,0.0023431,-0.0023431
150.0,100.0,200.0,125.0,50.0,200.0,0.059829,0.01164,-0.01164
350.0,200.0,500.0,5.5,5.0,6.0,0.0,0,0
350.0,200.0,500.0,6.5,6.0,7.0,0.0,0,0
350.0,200.0,500.0,8.5,7.0,10.0,0.0,0,0
350.0,200.0,500.0,12.5,10.0,15.0,0.069565,0.017986,-0.017986
350.0,200.0,500.0,17.5,15.0,20.0,0.049637,0.0053906,-0.0053906
350.0,200.0,500.0,25.0,20.0,30.0,0.057856,0.0019913,-0.0019913
