  2.5000e+00  0.0000e+00
  7.5000e+00  0.0000e+00
  1.2500e+01  0.0000e+00
  1.7500e+01  0.0000e+00
  2.2500e+01  0.0000e+00
  2.7500e+01  0.0000e+00
  3.2500e+01  0.0000e+00
  3.7500e+01  0.0000e+00
  4.2500e+01  0.0000e+00
  4.7500e+01  0.0000e+00
  5.2500e+01  0.0000e+00
  5.7500e+01  0.0000e+00
  6.2500e+01  0.0000e+00
  6.7500e+01  0.0000e+00
  7.2500e+01  0.0000e+00
  7.7500e+01  0.0000e+00
  8.2500e+01  0.0000e+00
  8.7500e+01  0.0000e+00
  9.2500e+01  0.0000e+00
  9.7500e+01  0.0000e+00
  1.0250e+02  0.0000e+00
  1.0750e+02  0.0000e+00
  1.1250e+02  0.0000e+00
  1.1750e+02  0.0000e+00
  1.2250e+02  0.0000e+00
  1.2750e+02  0.0000e+00
  1.3250e+02  0.0000e+00
  1.3750e+02  0.0000e+00
  1.4250e+02  0.0000e+00
  1.4750e+02  0.0000e+00
  1.5250e+02  0.0000e+00
  1.5750e+02  0.0000e+00
  1.6250e+02  0.0000e+00
  1.6750e+02  0.0000e+00
  1.7250e+02  0.0000e+00
  1.7750e+02  0.0000e+00
  1.8250e+02  0.0000e+00
  1.8750e+02  0.0000e+00
  1.9250e+02  0.0000e+00
  1.9750e+02  0.0000e+00
  2.0250e+02  0.0000e+00
  2.0750e+02  0.0000e+00
  2.1250e+02  0.0000e+00
  2.1750e+02  0.0000e+00
  2.2250e+02  0.0000e+00
  2.2750e+02  0.0000e+00
  2.3250e+02  0.0000e+00
  2.3750e+02  0.0000e+00
  2.4250e+02  0.0000e+00
  2.4750e+02  0.0000e+00
  2.5250e+02  0.0000e+00
  2.5750e+02  0.0000e+00
  2.6250e+02  0.0000e+00
  2.6750e+02  0.0000e+00
  2.7250e+02  0.0000e+00
  2.7750e+02  0.0000e+00
  2.8250e+02  0.0000e+00
  2.8750e+02  0.0000e+00
  2.9250e+02  0.0000e+00
  2.9750e+02  0.0000e+00
