# Efficiencies generated as product of interpolated 1D efficiencies for d0 and pT from Fig1. in https://arxiv.org/pdf/2011.07812 and Fig.17 in https://arxiv.org/pdf/1908.00005, respectively.
Lepton $p_\text{T}$ [GeV],Lepton $d_0$ [mm],Efficiency
6.500e+01,3.000e+00,6.868e-01
6.500e+01,9.061e+00,6.662e-01
6.500e+01,1.512e+01,6.448e-01
6.500e+01,2.118e+01,5.829e-01
6.500e+01,2.724e+01,5.326e-01
6.500e+01,3.331e+01,5.016e-01
6.500e+01,3.937e+01,4.930e-01
6.500e+01,4.543e+01,4.919e-01
6.500e+01,5.149e+01,4.765e-01
6.500e+01,5.755e+01,4.675e-01
6.500e+01,6.361e+01,4.675e-01
6.500e+01,6.967e+01,4.476e-01
6.500e+01,7.573e+01,4.238e-01
6.500e+01,8.180e+01,4.134e-01
6.500e+01,8.786e+01,4.031e-01
6.500e+01,9.392e+01,3.890e-01
6.500e+01,9.998e+01,3.728e-01
6.500e+01,1.060e+02,3.566e-01
6.500e+01,1.121e+02,3.405e-01
6.500e+01,1.182e+02,3.243e-01
6.500e+01,1.242e+02,3.081e-01
6.500e+01,1.303e+02,2.961e-01
6.500e+01,1.363e+02,2.848e-01
6.500e+01,1.424e+02,2.734e-01
6.500e+01,1.485e+02,2.621e-01
6.500e+01,1.545e+02,2.508e-01
6.500e+01,1.606e+02,2.394e-01
6.500e+01,1.667e+02,2.281e-01
6.500e+01,1.727e+02,2.168e-01
6.500e+01,1.788e+02,2.050e-01
6.500e+01,1.848e+02,1.930e-01
6.500e+01,1.909e+02,1.810e-01
6.500e+01,1.970e+02,1.689e-01
6.500e+01,2.030e+02,1.569e-01
6.500e+01,2.091e+02,1.449e-01
6.500e+01,2.151e+02,1.329e-01
6.500e+01,2.212e+02,1.209e-01
6.500e+01,2.273e+02,1.088e-01
6.500e+01,2.333e+02,9.682e-02
6.500e+01,2.394e+02,8.480e-02
6.500e+01,2.454e+02,7.278e-02
6.500e+01,2.515e+02,6.075e-02
6.500e+01,2.576e+02,4.873e-02
6.500e+01,2.636e+02,3.671e-02
6.500e+01,2.697e+02,2.469e-02
6.500e+01,2.758e+02,1.267e-02
6.500e+01,2.818e+02,6.476e-04
6.500e+01,2.879e+02,0.000e+00
6.500e+01,2.939e+02,0.000e+00
6.500e+01,3.000e+02,0.000e+00
6.966e+01,3.000e+00,6.881e-01
6.966e+01,9.061e+00,6.674e-01
6.966e+01,1.512e+01,6.459e-01
6.966e+01,2.118e+01,5.840e-01
6.966e+01,2.724e+01,5.335e-01
6.966e+01,3.331e+01,5.026e-01
6.966e+01,3.937e+01,4.939e-01
6.966e+01,4.543e+01,4.928e-01
6.966e+01,5.149e+01,4.773e-01
6.966e+01,5.755e+01,4.684e-01
6.966e+01,6.361e+01,4.684e-01
6.966e+01,6.967e+01,4.485e-01
6.966e+01,7.573e+01,4.245e-01
6.966e+01,8.180e+01,4.142e-01
6.966e+01,8.786e+01,4.039e-01
6.966e+01,9.392e+01,3.897e-01
6.966e+01,9.998e+01,3.735e-01
6.966e+01,1.060e+02,3.573e-01
6.966e+01,1.121e+02,3.411e-01
6.966e+01,1.182e+02,3.249e-01
6.966e+01,1.242e+02,3.086e-01
6.966e+01,1.303e+02,2.967e-01
6.966e+01,1.363e+02,2.853e-01
6.966e+01,1.424e+02,2.739e-01
6.966e+01,1.485e+02,2.626e-01
6.966e+01,1.545e+02,2.512e-01
6.966e+01,1.606e+02,2.399e-01
6.966e+01,1.667e+02,2.285e-01
6.966e+01,1.727e+02,2.172e-01
6.966e+01,1.788e+02,2.054e-01
6.966e+01,1.848e+02,1.933e-01
6.966e+01,1.909e+02,1.813e-01
6.966e+01,1.970e+02,1.693e-01
6.966e+01,2.030e+02,1.572e-01
6.966e+01,2.091e+02,1.452e-01
6.966e+01,2.151e+02,1.331e-01
6.966e+01,2.212e+02,1.211e-01
6.966e+01,2.273e+02,1.090e-01
6.966e+01,2.333e+02,9.700e-02
6.966e+01,2.394e+02,8.495e-02
6.966e+01,2.454e+02,7.291e-02
6.966e+01,2.515e+02,6.087e-02
6.966e+01,2.576e+02,4.882e-02
6.966e+01,2.636e+02,3.678e-02
6.966e+01,2.697e+02,2.474e-02
6.966e+01,2.758e+02,1.269e-02
6.966e+01,2.818e+02,6.488e-04
6.966e+01,2.879e+02,0.000e+00
6.966e+01,2.939e+02,0.000e+00
6.966e+01,3.000e+02,0.000e+00
7.431e+01,3.000e+00,6.893e-01
7.431e+01,9.061e+00,6.686e-01
7.431e+01,1.512e+01,6.471e-01
7.431e+01,2.118e+01,5.851e-01
7.431e+01,2.724e+01,5.345e-01
7.431e+01,3.331e+01,5.035e-01
7.431e+01,3.937e+01,4.948e-01
7.431e+01,4.543e+01,4.937e-01
7.431e+01,5.149e+01,4.782e-01
7.431e+01,5.755e+01,4.692e-01
7.431e+01,6.361e+01,4.692e-01
7.431e+01,6.967e+01,4.493e-01
7.431e+01,7.573e+01,4.253e-01
7.431e+01,8.180e+01,4.150e-01
7.431e+01,8.786e+01,4.046e-01
7.431e+01,9.392e+01,3.905e-01
7.431e+01,9.998e+01,3.742e-01
7.431e+01,1.060e+02,3.580e-01
7.431e+01,1.121e+02,3.417e-01
7.431e+01,1.182e+02,3.254e-01
7.431e+01,1.242e+02,3.092e-01
7.431e+01,1.303e+02,2.972e-01
7.431e+01,1.363e+02,2.858e-01
7.431e+01,1.424e+02,2.744e-01
7.431e+01,1.485e+02,2.631e-01
7.431e+01,1.545e+02,2.517e-01
7.431e+01,1.606e+02,2.403e-01
7.431e+01,1.667e+02,2.289e-01
7.431e+01,1.727e+02,2.176e-01
7.431e+01,1.788e+02,2.058e-01
7.431e+01,1.848e+02,1.937e-01
7.431e+01,1.909e+02,1.816e-01
7.431e+01,1.970e+02,1.696e-01
7.431e+01,2.030e+02,1.575e-01
7.431e+01,2.091e+02,1.454e-01
7.431e+01,2.151e+02,1.334e-01
7.431e+01,2.212e+02,1.213e-01
7.431e+01,2.273e+02,1.092e-01
7.431e+01,2.333e+02,9.717e-02
7.431e+01,2.394e+02,8.511e-02
7.431e+01,2.454e+02,7.304e-02
7.431e+01,2.515e+02,6.098e-02
7.431e+01,2.576e+02,4.891e-02
7.431e+01,2.636e+02,3.685e-02
7.431e+01,2.697e+02,2.478e-02
7.431e+01,2.758e+02,1.272e-02
7.431e+01,2.818e+02,6.500e-04
7.431e+01,2.879e+02,0.000e+00
7.431e+01,2.939e+02,0.000e+00
7.431e+01,3.000e+02,0.000e+00
7.897e+01,3.000e+00,6.906e-01
7.897e+01,9.061e+00,6.698e-01
7.897e+01,1.512e+01,6.483e-01
7.897e+01,2.118e+01,5.861e-01
7.897e+01,2.724e+01,5.355e-01
7.897e+01,3.331e+01,5.044e-01
7.897e+01,3.937e+01,4.957e-01
7.897e+01,4.543e+01,4.946e-01
7.897e+01,5.149e+01,4.791e-01
7.897e+01,5.755e+01,4.701e-01
7.897e+01,6.361e+01,4.701e-01
7.897e+01,6.967e+01,4.501e-01
7.897e+01,7.573e+01,4.261e-01
7.897e+01,8.180e+01,4.157e-01
7.897e+01,8.786e+01,4.054e-01
7.897e+01,9.392e+01,3.912e-01
7.897e+01,9.998e+01,3.749e-01
7.897e+01,1.060e+02,3.586e-01
7.897e+01,1.121e+02,3.423e-01
7.897e+01,1.182e+02,3.260e-01
7.897e+01,1.242e+02,3.098e-01
7.897e+01,1.303e+02,2.977e-01
7.897e+01,1.363e+02,2.863e-01
7.897e+01,1.424e+02,2.749e-01
7.897e+01,1.485e+02,2.635e-01
7.897e+01,1.545e+02,2.522e-01
7.897e+01,1.606e+02,2.408e-01
7.897e+01,1.667e+02,2.294e-01
7.897e+01,1.727e+02,2.180e-01
7.897e+01,1.788e+02,2.061e-01
7.897e+01,1.848e+02,1.940e-01
7.897e+01,1.909e+02,1.820e-01
7.897e+01,1.970e+02,1.699e-01
7.897e+01,2.030e+02,1.578e-01
7.897e+01,2.091e+02,1.457e-01
7.897e+01,2.151e+02,1.336e-01
7.897e+01,2.212e+02,1.215e-01
7.897e+01,2.273e+02,1.094e-01
7.897e+01,2.333e+02,9.735e-02
7.897e+01,2.394e+02,8.526e-02
7.897e+01,2.454e+02,7.317e-02
7.897e+01,2.515e+02,6.109e-02
7.897e+01,2.576e+02,4.900e-02
7.897e+01,2.636e+02,3.691e-02
7.897e+01,2.697e+02,2.483e-02
7.897e+01,2.758e+02,1.274e-02
7.897e+01,2.818e+02,6.512e-04
7.897e+01,2.879e+02,0.000e+00
7.897e+01,2.939e+02,0.000e+00
7.897e+01,3.000e+02,0.000e+00
8.362e+01,3.000e+00,6.933e-01
8.362e+01,9.061e+00,6.725e-01
8.362e+01,1.512e+01,6.509e-01
8.362e+01,2.118e+01,5.885e-01
8.362e+01,2.724e+01,5.376e-01
8.362e+01,3.331e+01,5.064e-01
8.362e+01,3.937e+01,4.977e-01
8.362e+01,4.543e+01,4.966e-01
8.362e+01,5.149e+01,4.810e-01
8.362e+01,5.755e+01,4.720e-01
8.362e+01,6.361e+01,4.720e-01
8.362e+01,6.967e+01,4.519e-01
8.362e+01,7.573e+01,4.278e-01
8.362e+01,8.180e+01,4.174e-01
8.362e+01,8.786e+01,4.070e-01
8.362e+01,9.392e+01,3.927e-01
8.362e+01,9.998e+01,3.764e-01
8.362e+01,1.060e+02,3.600e-01
8.362e+01,1.121e+02,3.437e-01
8.362e+01,1.182e+02,3.274e-01
8.362e+01,1.242e+02,3.110e-01
8.362e+01,1.303e+02,2.989e-01
8.362e+01,1.363e+02,2.875e-01
8.362e+01,1.424e+02,2.761e-01
8.362e+01,1.485e+02,2.646e-01
8.362e+01,1.545e+02,2.532e-01
8.362e+01,1.606e+02,2.417e-01
8.362e+01,1.667e+02,2.303e-01
8.362e+01,1.727e+02,2.188e-01
8.362e+01,1.788e+02,2.070e-01
8.362e+01,1.848e+02,1.948e-01
8.362e+01,1.909e+02,1.827e-01
8.362e+01,1.970e+02,1.706e-01
8.362e+01,2.030e+02,1.584e-01
8.362e+01,2.091e+02,1.463e-01
8.362e+01,2.151e+02,1.342e-01
8.362e+01,2.212e+02,1.220e-01
8.362e+01,2.273e+02,1.099e-01
8.362e+01,2.333e+02,9.774e-02
8.362e+01,2.394e+02,8.561e-02
8.362e+01,2.454e+02,7.347e-02
8.362e+01,2.515e+02,6.133e-02
8.362e+01,2.576e+02,4.920e-02
8.362e+01,2.636e+02,3.706e-02
8.362e+01,2.697e+02,2.493e-02
8.362e+01,2.758e+02,1.279e-02
8.362e+01,2.818e+02,6.538e-04
8.362e+01,2.879e+02,0.000e+00
8.362e+01,2.939e+02,0.000e+00
8.362e+01,3.000e+02,0.000e+00
8.828e+01,3.000e+00,6.966e-01
8.828e+01,9.061e+00,6.757e-01
8.828e+01,1.512e+01,6.539e-01
8.828e+01,2.118e+01,5.912e-01
8.828e+01,2.724e+01,5.401e-01
8.828e+01,3.331e+01,5.088e-01
8.828e+01,3.937e+01,5.000e-01
8.828e+01,4.543e+01,4.989e-01
8.828e+01,5.149e+01,4.832e-01
8.828e+01,5.755e+01,4.742e-01
8.828e+01,6.361e+01,4.742e-01
8.828e+01,6.967e+01,4.540e-01
8.828e+01,7.573e+01,4.298e-01
8.828e+01,8.180e+01,4.193e-01
8.828e+01,8.786e+01,4.089e-01
8.828e+01,9.392e+01,3.946e-01
8.828e+01,9.998e+01,3.781e-01
8.828e+01,1.060e+02,3.617e-01
8.828e+01,1.121e+02,3.453e-01
8.828e+01,1.182e+02,3.289e-01
8.828e+01,1.242e+02,3.125e-01
8.828e+01,1.303e+02,3.003e-01
8.828e+01,1.363e+02,2.888e-01
8.828e+01,1.424e+02,2.773e-01
8.828e+01,1.485e+02,2.658e-01
8.828e+01,1.545e+02,2.543e-01
8.828e+01,1.606e+02,2.429e-01
8.828e+01,1.667e+02,2.314e-01
8.828e+01,1.727e+02,2.199e-01
8.828e+01,1.788e+02,2.079e-01
8.828e+01,1.848e+02,1.957e-01
8.828e+01,1.909e+02,1.835e-01
8.828e+01,1.970e+02,1.714e-01
8.828e+01,2.030e+02,1.592e-01
8.828e+01,2.091e+02,1.470e-01
8.828e+01,2.151e+02,1.348e-01
8.828e+01,2.212e+02,1.226e-01
8.828e+01,2.273e+02,1.104e-01
8.828e+01,2.333e+02,9.820e-02
8.828e+01,2.394e+02,8.600e-02
8.828e+01,2.454e+02,7.381e-02
8.828e+01,2.515e+02,6.162e-02
8.828e+01,2.576e+02,4.943e-02
8.828e+01,2.636e+02,3.723e-02
8.828e+01,2.697e+02,2.504e-02
8.828e+01,2.758e+02,1.285e-02
8.828e+01,2.818e+02,6.568e-04
8.828e+01,2.879e+02,0.000e+00
8.828e+01,2.939e+02,0.000e+00
8.828e+01,3.000e+02,0.000e+00
9.293e+01,3.000e+00,6.998e-01
9.293e+01,9.061e+00,6.788e-01
9.293e+01,1.512e+01,6.570e-01
9.293e+01,2.118e+01,5.940e-01
9.293e+01,2.724e+01,5.426e-01
9.293e+01,3.331e+01,5.111e-01
9.293e+01,3.937e+01,5.023e-01
9.293e+01,4.543e+01,5.012e-01
9.293e+01,5.149e+01,4.855e-01
9.293e+01,5.755e+01,4.763e-01
9.293e+01,6.361e+01,4.763e-01
9.293e+01,6.967e+01,4.561e-01
9.293e+01,7.573e+01,4.318e-01
9.293e+01,8.180e+01,4.213e-01
9.293e+01,8.786e+01,4.108e-01
9.293e+01,9.392e+01,3.964e-01
9.293e+01,9.998e+01,3.799e-01
9.293e+01,1.060e+02,3.634e-01
9.293e+01,1.121e+02,3.469e-01
9.293e+01,1.182e+02,3.304e-01
9.293e+01,1.242e+02,3.139e-01
9.293e+01,1.303e+02,3.017e-01
9.293e+01,1.363e+02,2.902e-01
9.293e+01,1.424e+02,2.786e-01
9.293e+01,1.485e+02,2.671e-01
9.293e+01,1.545e+02,2.555e-01
9.293e+01,1.606e+02,2.440e-01
9.293e+01,1.667e+02,2.324e-01
9.293e+01,1.727e+02,2.209e-01
9.293e+01,1.788e+02,2.089e-01
9.293e+01,1.848e+02,1.966e-01
9.293e+01,1.909e+02,1.844e-01
9.293e+01,1.970e+02,1.721e-01
9.293e+01,2.030e+02,1.599e-01
9.293e+01,2.091e+02,1.476e-01
9.293e+01,2.151e+02,1.354e-01
9.293e+01,2.212e+02,1.231e-01
9.293e+01,2.273e+02,1.109e-01
9.293e+01,2.333e+02,9.865e-02
9.293e+01,2.394e+02,8.640e-02
9.293e+01,2.454e+02,7.415e-02
9.293e+01,2.515e+02,6.190e-02
9.293e+01,2.576e+02,4.966e-02
9.293e+01,2.636e+02,3.741e-02
9.293e+01,2.697e+02,2.516e-02
9.293e+01,2.758e+02,1.291e-02
9.293e+01,2.818e+02,6.599e-04
9.293e+01,2.879e+02,0.000e+00
9.293e+01,2.939e+02,0.000e+00
9.293e+01,3.000e+02,0.000e+00
9.759e+01,3.000e+00,7.030e-01
9.759e+01,9.061e+00,6.819e-01
9.759e+01,1.512e+01,6.600e-01
9.759e+01,2.118e+01,5.967e-01
9.759e+01,2.724e+01,5.451e-01
