#Efficiencies for the High PT SR obtained with recasting for the Strong model:
# (pp > Gluino Gluino, Gluino > q,q,N1).
  mN1_GeV, mGluino_GeV, width_GeV, tau_ns,     Eff,       EffErr
4.5000e+02,7.5000e+02,2.3676e-15,2.7800e-01,3.4160e-01,3.2220e-03
4.5000e+02,7.5000e+02,9.6652e-16,6.8100e-01,2.4480e-01,2.5710e-03
4.5000e+02,7.5000e+02,3.9413e-16,1.6700e+00,1.4330e-01,1.8490e-03
4.5000e+02,7.5000e+02,1.6132e-16,4.0800e+00,6.6240e-02,1.1810e-03
5.0000e+01,1.0000e+03,5.7737e-15,1.1400e-01,1.1720e-01,1.2820e-03
4.5000e+02,7.5000e+02,6.5820e-17,1.0000e+01,2.4960e-02,6.8260e-04
4.5000e+02,1.0000e+03,2.0829e-13,3.1600e-03,2.5740e-02,9.4610e-04
4.5000e+02,1.0000e+03,8.5039e-14,7.7400e-03,1.6830e-01,2.4160e-03
4.5000e+02,1.0000e+03,3.4642e-14,1.9000e-02,4.2600e-01,3.8510e-03
4.5000e+02,1.0000e+03,1.4185e-14,4.6400e-02,5.8950e-01,4.5130e-03
4.5000e+02,1.0000e+03,5.7737e-15,1.1400e-01,5.9890e-01,4.4490e-03
4.5000e+02,1.0000e+03,2.3676e-15,2.7800e-01,5.0830e-01,3.9130e-03
4.5000e+02,1.0000e+03,9.6652e-16,6.8100e-01,3.5810e-01,3.0760e-03
4.5000e+02,1.0000e+03,3.9413e-16,1.6700e+00,2.0290e-01,2.1650e-03
4.5000e+02,1.0000e+03,1.6132e-16,4.0800e+00,9.6320e-02,1.4110e-03
5.0000e+01,1.0000e+03,2.3676e-15,2.7800e-01,6.0900e-02,8.5920e-04
4.5000e+02,1.0000e+03,6.5820e-17,1.0000e+01,4.0090e-02,8.6520e-04
4.5000e+02,1.2500e+03,2.0829e-13,3.1600e-03,4.2750e-02,1.2250e-03
4.5000e+02,1.2500e+03,8.5039e-14,7.7400e-03,2.4290e-01,2.9200e-03
4.5000e+02,1.2500e+03,3.4642e-14,1.9000e-02,5.2700e-01,4.3070e-03
4.5000e+02,1.2500e+03,1.4185e-14,4.6400e-02,6.7160e-01,4.8290e-03
4.5000e+02,1.2500e+03,5.7737e-15,1.1400e-01,6.5810e-01,4.6520e-03
4.5000e+02,1.2500e+03,2.3676e-15,2.7800e-01,5.4280e-01,4.0160e-03
4.5000e+02,1.2500e+03,9.6652e-16,6.8100e-01,3.7330e-01,3.1210e-03
4.5000e+02,1.2500e+03,3.9413e-16,1.6700e+00,2.0660e-01,2.1740e-03
4.5000e+02,1.2500e+03,1.6132e-16,4.0800e+00,9.5790e-02,1.3940e-03
5.0000e+01,1.0000e+03,9.6652e-16,6.8100e-01,2.7890e-02,5.4430e-04
4.5000e+02,1.2500e+03,6.5820e-17,1.0000e+01,4.0310e-02,8.6470e-04
4.5000e+02,1.5000e+03,2.0829e-13,3.1600e-03,6.3030e-02,1.4920e-03
4.5000e+02,1.5000e+03,8.5039e-14,7.7400e-03,3.0100e-01,3.2660e-03
4.5000e+02,1.5000e+03,3.4642e-14,1.9000e-02,5.9060e-01,4.5840e-03
4.5000e+02,1.5000e+03,1.4185e-14,4.6400e-02,7.0880e-01,4.9780e-03
4.5000e+02,1.5000e+03,5.7737e-15,1.1400e-01,6.7440e-01,4.7070e-03
4.5000e+02,1.5000e+03,2.3676e-15,2.7800e-01,5.4270e-01,3.9980e-03
4.5000e+02,1.5000e+03,9.6652e-16,6.8100e-01,3.5870e-01,3.0320e-03
4.5000e+02,1.5000e+03,3.9413e-16,1.6700e+00,1.9460e-01,2.1000e-03
4.5000e+02,1.5000e+03,1.6132e-16,4.0800e+00,9.1860e-02,1.3780e-03
5.0000e+01,1.0000e+03,3.9413e-16,1.6700e+00,1.1670e-02,3.3780e-04
4.5000e+02,1.5000e+03,6.5820e-17,1.0000e+01,4.0070e-02,8.8020e-04
4.5000e+02,1.7000e+03,2.0829e-13,3.1600e-03,7.8190e-02,1.6660e-03
4.5000e+02,1.7000e+03,8.5039e-14,7.7400e-03,3.3560e-01,3.4620e-03
4.5000e+02,1.7000e+03,3.4642e-14,1.9000e-02,6.1760e-01,4.7010e-03
4.5000e+02,1.7000e+03,1.4185e-14,4.6400e-02,7.1880e-01,5.0210e-03
4.5000e+02,1.7000e+03,5.7737e-15,1.1400e-01,6.7170e-01,4.6930e-03
4.5000e+02,1.7000e+03,2.3676e-15,2.7800e-01,5.3210e-01,3.9440e-03
4.5000e+02,1.7000e+03,9.6652e-16,6.8100e-01,3.4770e-01,2.9760e-03
4.5000e+02,1.7000e+03,3.9413e-16,1.6700e+00,1.8450e-01,2.0400e-03
4.5000e+02,1.7000e+03,1.6132e-16,4.0800e+00,8.5100e-02,1.3170e-03
5.0000e+01,1.0000e+03,1.6132e-16,4.0800e+00,4.9180e-03,2.1800e-04
4.5000e+02,1.7000e+03,6.5820e-17,1.0000e+01,3.6560e-02,8.4470e-04
4.5000e+02,1.9000e+03,2.0829e-13,3.1600e-03,9.3530e-02,1.8260e-03
4.5000e+02,1.9000e+03,8.5039e-14,7.7400e-03,3.6990e-01,3.6410e-03
4.5000e+02,1.9000e+03,3.4642e-14,1.9000e-02,6.3600e-01,4.7800e-03
4.5000e+02,1.9000e+03,1.4185e-14,4.6400e-02,7.1710e-01,5.0140e-03
4.5000e+02,1.9000e+03,5.7737e-15,1.1400e-01,6.5950e-01,4.6380e-03
4.5000e+02,1.9000e+03,2.3676e-15,2.7800e-01,5.1250e-01,3.8490e-03
4.5000e+02,1.9000e+03,9.6652e-16,6.8100e-01,3.3120e-01,2.8940e-03
4.5000e+02,1.9000e+03,3.9413e-16,1.6700e+00,1.7190e-01,1.9610e-03
4.5000e+02,1.9000e+03,1.6132e-16,4.0800e+00,7.8610e-02,1.2710e-03
5.0000e+01,1.0000e+03,6.5820e-17,1.0000e+01,2.0230e-03,1.4040e-04
4.5000e+02,1.9000e+03,6.5820e-17,1.0000e+01,3.3320e-02,8.0470e-04
4.5000e+02,2.1000e+03,2.0829e-13,3.1600e-03,1.0630e-01,1.9490e-03
4.5000e+02,2.1000e+03,8.5039e-14,7.7400e-03,3.8200e-01,3.7060e-03
4.5000e+02,2.1000e+03,3.4642e-14,1.9000e-02,6.3300e-01,4.7740e-03
4.5000e+02,2.1000e+03,1.4185e-14,4.6400e-02,6.9980e-01,4.9500e-03
4.5000e+02,2.1000e+03,5.7737e-15,1.1400e-01,6.3380e-01,4.5310e-03
4.5000e+02,2.1000e+03,2.3676e-15,2.7800e-01,4.8400e-01,3.7210e-03
4.5000e+02,2.1000e+03,9.6652e-16,6.8100e-01,3.1190e-01,2.8020e-03
4.5000e+02,2.1000e+03,3.9413e-16,1.6700e+00,1.5940e-01,1.8940e-03
4.5000e+02,2.1000e+03,1.6132e-16,4.0800e+00,7.5040e-02,1.2540e-03
5.0000e+01,1.2500e+03,2.0829e-13,3.1600e-03,2.6480e-01,2.3290e-03
4.5000e+02,2.1000e+03,6.5820e-17,1.0000e+01,3.2770e-02,8.0610e-04
4.5000e+02,2.3000e+03,2.0829e-13,3.1600e-03,1.1630e-01,2.0400e-03
4.5000e+02,2.3000e+03,8.5039e-14,7.7400e-03,3.8480e-01,3.7250e-03
4.5000e+02,2.3000e+03,3.4642e-14,1.9000e-02,6.0070e-01,4.6480e-03
4.5000e+02,2.3000e+03,1.4185e-14,4.6400e-02,6.5310e-01,4.7740e-03
4.5000e+02,2.3000e+03,5.7737e-15,1.1400e-01,5.8580e-01,4.3450e-03
4.5000e+02,2.3000e+03,2.3676e-15,2.7800e-01,4.4400e-01,3.5540e-03
4.5000e+02,2.3000e+03,9.6652e-16,6.8100e-01,2.7810e-01,2.6380e-03
4.5000e+02,2.3000e+03,3.9413e-16,1.6700e+00,1.4410e-01,1.7970e-03
4.5000e+02,2.3000e+03,1.6132e-16,4.0800e+00,6.4220e-02,1.1420e-03
5.0000e+01,1.2500e+03,8.5039e-14,7.7400e-03,3.1860e-01,2.5540e-03
4.5000e+02,2.3000e+03,6.5820e-17,1.0000e+01,2.8860e-02,7.6190e-04
4.5000e+02,2.5000e+03,2.0829e-13,3.1600e-03,1.1100e-01,1.9950e-03
4.5000e+02,2.5000e+03,8.5039e-14,7.7400e-03,3.5370e-01,3.5730e-03
4.5000e+02,2.5000e+03,3.4642e-14,1.9000e-02,5.3410e-01,4.3880e-03
4.5000e+02,2.5000e+03,1.4185e-14,4.6400e-02,5.6790e-01,4.4460e-03
4.5000e+02,2.5000e+03,5.7737e-15,1.1400e-01,5.0450e-01,4.0200e-03
4.5000e+02,2.5000e+03,2.3676e-15,2.7800e-01,3.7740e-01,3.2630e-03
4.5000e+02,2.5000e+03,9.6652e-16,6.8100e-01,2.3270e-01,2.3990e-03
4.5000e+02,2.5000e+03,3.9413e-16,1.6700e+00,1.1890e-01,1.6310e-03
4.5000e+02,2.5000e+03,1.6132e-16,4.0800e+00,5.3360e-02,1.0590e-03
5.0000e+01,1.2500e+03,3.4642e-14,1.9000e-02,2.9290e-01,2.3450e-03
4.5000e+02,2.5000e+03,6.5820e-17,1.0000e+01,2.3250e-02,6.8600e-04
4.5000e+02,2.7000e+03,2.0829e-13,3.1600e-03,8.5410e-02,1.7490e-03
4.5000e+02,2.7000e+03,8.5039e-14,7.7400e-03,2.7010e-01,3.1210e-03
4.5000e+02,2.7000e+03,3.4642e-14,1.9000e-02,4.0420e-01,3.8160e-03
4.5000e+02,2.7000e+03,1.4185e-14,4.6400e-02,4.3320e-01,3.8850e-03
4.5000e+02,2.7000e+03,5.7737e-15,1.1400e-01,3.8640e-01,3.5200e-03
4.5000e+02,2.7000e+03,2.3676e-15,2.7800e-01,2.8780e-01,2.8540e-03
4.5000e+02,2.7000e+03,9.6652e-16,6.8100e-01,1.7410e-01,2.0720e-03
4.5000e+02,2.7000e+03,3.9413e-16,1.6700e+00,8.9200e-02,1.4140e-03
4.5000e+02,2.7000e+03,1.6132e-16,4.0800e+00,3.8460e-02,8.9010e-04
5.0000e+01,1.2500e+03,1.4185e-14,4.6400e-02,2.2000e-01,1.8940e-03
4.5000e+02,2.7000e+03,6.5820e-17,1.0000e+01,1.6230e-02,5.6650e-04
4.5000e+02,2.9000e+03,2.0829e-13,3.1600e-03,5.9760e-02,1.4630e-03
4.5000e+02,2.9000e+03,8.5039e-14,7.7400e-03,1.9130e-01,2.6310e-03
4.5000e+02,2.9000e+03,3.4642e-14,1.9000e-02,2.8460e-01,3.2030e-03
4.5000e+02,2.9000e+03,1.4185e-14,4.6400e-02,2.9990e-01,3.2310e-03
4.5000e+02,2.9000e+03,5.7737e-15,1.1400e-01,2.6380e-01,2.9000e-03
4.5000e+02,2.9000e+03,2.3676e-15,2.7800e-01,1.9700e-01,2.3580e-03
4.5000e+02,2.9000e+03,9.6652e-16,6.8100e-01,1.1850e-01,1.7230e-03
4.5000e+02,2.9000e+03,3.9413e-16,1.6700e+00,6.0000e-02,1.1670e-03
4.5000e+02,2.9000e+03,1.6132e-16,4.0800e+00,2.7020e-02,7.5490e-04
5.0000e+01,1.2500e+03,5.7737e-15,1.1400e-01,1.3450e-01,1.3680e-03
4.5000e+02,2.9000e+03,6.5820e-17,1.0000e+01,1.1470e-02,4.8750e-04
6.5000e+02,7.5000e+02,2.0829e-13,3.1600e-03,6.1870e-03,4.7060e-04
6.5000e+02,7.5000e+02,8.5039e-14,7.7400e-03,5.6360e-02,1.4200e-03
6.5000e+02,7.5000e+02,3.4642e-14,1.9000e-02,1.7030e-01,2.4760e-03
6.5000e+02,7.5000e+02,1.4185e-14,4.6400e-02,2.6000e-01,3.0530e-03
6.5000e+02,7.5000e+02,5.7737e-15,1.1400e-01,2.7430e-01,3.0740e-03
6.5000e+02,7.5000e+02,2.3676e-15,2.7800e-01,2.3720e-01,2.7290e-03
6.5000e+02,7.5000e+02,9.6652e-16,6.8100e-01,1.7260e-01,2.1890e-03
6.5000e+02,7.5000e+02,3.9413e-16,1.6700e+00,1.0050e-01,1.5640e-03
6.5000e+02,7.5000e+02,1.6132e-16,4.0800e+00,4.7640e-02,1.0230e-03
5.0000e+01,1.2500e+03,2.3676e-15,2.7800e-01,6.8440e-02,9.0480e-04
6.5000e+02,7.5000e+02,6.5820e-17,1.0000e+01,1.8950e-02,6.0790e-04
6.5000e+02,1.0000e+03,2.0829e-13,3.1600e-03,1.1230e-02,6.3640e-04
6.5000e+02,1.0000e+03,8.5039e-14,7.7400e-03,1.0720e-01,1.9610e-03
6.5000e+02,1.0000e+03,3.4642e-14,1.9000e-02,3.6050e-01,3.5980e-03
6.5000e+02,1.0000e+03,1.4185e-14,4.6400e-02,5.7330e-01,4.5230e-03
6.5000e+02,1.0000e+03,5.7737e-15,1.1400e-01,6.2590e-01,4.6420e-03
6.5000e+02,1.0000e+03,2.3676e-15,2.7800e-01,5.6260e-01,4.2350e-03
6.5000e+02,1.0000e+03,9.6652e-16,6.8100e-01,4.2150e-01,3.4540e-03
6.5000e+02,1.0000e+03,3.9413e-16,1.6700e+00,2.5750e-01,2.5420e-03
6.5000e+02,1.0000e+03,1.6132e-16,4.0800e+00,1.3020e-01,1.7110e-03
5.0000e+01,1.2500e+03,9.6652e-16,6.8100e-01,3.0200e-02,5.6150e-04
6.5000e+02,1.0000e+03,6.5820e-17,1.0000e+01,5.6350e-02,1.0760e-03
6.5000e+02,1.2500e+03,2.0829e-13,3.1600e-03,1.5750e-02,7.5650e-04
6.5000e+02,1.2500e+03,8.5039e-14,7.7400e-03,1.4950e-01,2.3260e-03
6.5000e+02,1.2500e+03,3.4642e-14,1.9000e-02,4.4910e-01,4.0320e-03
6.5000e+02,1.2500e+03,1.4185e-14,4.6400e-02,6.6920e-01,4.9000e-03
6.5000e+02,1.2500e+03,5.7737e-15,1.1400e-01,7.0700e-01,4.9390e-03
6.5000e+02,1.2500e+03,2.3676e-15,2.7800e-01,6.2460e-01,4.4540e-03
6.5000e+02,1.2500e+03,9.6652e-16,6.8100e-01,4.5770e-01,3.5780e-03
6.5000e+02,1.2500e+03,3.9413e-16,1.6700e+00,2.7470e-01,2.6000e-03
6.5000e+02,1.2500e+03,1.6132e-16,4.0800e+00,1.3620e-01,1.7250e-03
5.0000e+01,1.2500e+03,3.9413e-16,1.6700e+00,1.2910e-02,3.6080e-04
6.5000e+02,1.2500e+03,6.5820e-17,1.0000e+01,5.8620e-02,1.0790e-03
6.5000e+02,1.5000e+03,2.0829e-13,3.1600e-03,2.4530e-02,9.4660e-04
6.5000e+02,1.5000e+03,8.5039e-14,7.7400e-03,1.8860e-01,2.6240e-03
6.5000e+02,1.5000e+03,3.4642e-14,1.9000e-02,5.0800e-01,4.3090e-03
6.5000e+02,1.5000e+03,1.4185e-14,4.6400e-02,7.0750e-01,5.0620e-03
6.5000e+02,1.5000e+03,5.7737e-15,1.1400e-01,7.2730e-01,5.0200e-03
6.5000e+02,1.5000e+03,2.3676e-15,2.7800e-01,6.2450e-01,4.4400e-03
6.5000e+02,1.5000e+03,9.6652e-16,6.8100e-01,4.5130e-01,3.5360e-03
6.5000e+02,1.5000e+03,3.9413e-16,1.6700e+00,2.6560e-01,2.5440e-03
6.5000e+02,1.5000e+03,1.6132e-16,4.0800e+00,1.3060e-01,1.6930e-03
5.0000e+01,1.2500e+03,1.6132e-16,4.0800e+00,5.3520e-03,2.2550e-04
6.5000e+02,1.5000e+03,6.5820e-17,1.0000e+01,5.6760e-02,1.0800e-03
6.5000e+02,1.7000e+03,2.0829e-13,3.1600e-03,3.2520e-02,1.0920e-03
6.5000e+02,1.7000e+03,8.5039e-14,7.7400e-03,2.2770e-01,2.8900e-03
6.5000e+02,1.7000e+03,3.4642e-14,1.9000e-02,5.3930e-01,4.4520e-03
6.5000e+02,1.7000e+03,1.4185e-14,4.6400e-02,7.2150e-01,5.1140e-03
6.5000e+02,1.7000e+03,5.7737e-15,1.1400e-01,7.2560e-01,5.0100e-03
6.5000e+02,1.7000e+03,2.3676e-15,2.7800e-01,6.1710e-01,4.4050e-03
6.5000e+02,1.7000e+03,9.6652e-16,6.8100e-01,4.3510e-01,3.4570e-03
6.5000e+02,1.7000e+03,3.9413e-16,1.6700e+00,2.5040e-01,2.4510e-03
6.5000e+02,1.7000e+03,1.6132e-16,4.0800e+00,1.1930e-01,1.6050e-03
5.0000e+01,1.2500e+03,6.5820e-17,1.0000e+01,2.3090e-03,1.4920e-04
6.5000e+02,1.7000e+03,6.5820e-17,1.0000e+01,5.3580e-02,1.0500e-03
6.5000e+02,1.9000e+03,2.0829e-13,3.1600e-03,3.8560e-02,1.1900e-03
6.5000e+02,1.9000e+03,8.5039e-14,7.7400e-03,2.4810e-01,3.0210e-03
6.5000e+02,1.9000e+03,3.4642e-14,1.9000e-02,5.6060e-01,4.5460e-03
6.5000e+02,1.9000e+03,1.4185e-14,4.6400e-02,7.2640e-01,5.1380e-03
6.5000e+02,1.9000e+03,5.7737e-15,1.1400e-01,7.1270e-01,4.9560e-03
6.5000e+02,1.9000e+03,2.3676e-15,2.7800e-01,5.9780e-01,4.3180e-03
6.5000e+02,1.9000e+03,9.6652e-16,6.8100e-01,4.2050e-01,3.3910e-03
6.5000e+02,1.9000e+03,3.9413e-16,1.6700e+00,2.3710e-01,2.3820e-03
6.5000e+02,1.9000e+03,1.6132e-16,4.0800e+00,1.1460e-01,1.5730e-03
5.0000e+01,1.5000e+03,2.0829e-13,3.1600e-03,3.1020e-01,2.5420e-03
6.5000e+02,1.9000e+03,6.5820e-17,1.0000e+01,4.9620e-02,1.0010e-03
6.5000e+02,2.1000e+03,2.0829e-13,3.1600e-03,4.5340e-02,1.2910e-03
6.5000e+02,2.1000e+03,8.5039e-14,7.7400e-03,2.6540e-01,3.1290e-03
6.5000e+02,2.1000e+03,3.4642e-14,1.9000e-02,5.7210e-01,4.5980e-03
6.5000e+02,2.1000e+03,1.4185e-14,4.6400e-02,7.1320e-01,5.0920e-03
6.5000e+02,2.1000e+03,5.7737e-15,1.1400e-01,6.9230e-01,4.8770e-03
6.5000e+02,2.1000e+03,2.3676e-15,2.7800e-01,5.6990e-01,4.1950e-03
6.5000e+02,2.1000e+03,9.6652e-16,6.8100e-01,3.9300e-01,3.2590e-03
6.5000e+02,2.1000e+03,3.9413e-16,1.6700e+00,2.2290e-01,2.3100e-03
6.5000e+02,2.1000e+03,1.6132e-16,4.0800e+00,1.0550e-01,1.5150e-03
5.0000e+01,1.5000e+03,8.5039e-14,7.7400e-03,3.5430e-01,2.6970e-03
6.5000e+02,2.1000e+03,6.5820e-17,1.0000e+01,4.5810e-02,9.6260e-04
6.5000e+02,2.3000e+03,2.0829e-13,3.1600e-03,5.3150e-02,1.3990e-03
6.5000e+02,2.3000e+03,8.5039e-14,7.7400e-03,2.7670e-01,3.1980e-03
6.5000e+02,2.3000e+03,3.4642e-14,1.9000e-02,5.5360e-01,4.5260e-03
6.5000e+02,2.3000e+03,1.4185e-14,4.6400e-02,6.7220e-01,4.9370e-03
6.5000e+02,2.3000e+03,5.7737e-15,1.1400e-01,6.4280e-01,4.6820e-03
6.5000e+02,2.3000e+03,2.3676e-15,2.7800e-01,5.2460e-01,4.0080e-03
6.5000e+02,2.3000e+03,9.6652e-16,6.8100e-01,3.5620e-01,3.0960e-03
6.5000e+02,2.3000e+03,3.9413e-16,1.6700e+00,1.9740e-01,2.1620e-03
6.5000e+02,2.3000e+03,1.6132e-16,4.0800e+00,9.2870e-02,1.4070e-03
5.0000e+01,1.5000e+03,3.4642e-14,1.9000e-02,3.1800e-01,2.4440e-03
6.5000e+02,2.3000e+03,6.5820e-17,1.0000e+01,4.1060e-02,9.1220e-04
6.5000e+02,2.5000e+03,2.0829e-13,3.1600e-03,4.8960e-02,1.3430e-03
6.5000e+02,2.5000e+03,8.5039e-14,7.7400e-03,2.5450e-01,3.0670e-03
6.5000e+02,2.5000e+03,3.4642e-14,1.9000e-02,5.0120e-01,4.3080e-03
6.5000e+02,2.5000e+03,1.4185e-14,4.6400e-02,5.9680e-01,4.6540e-03
6.5000e+02,2.5000e+03,5.7737e-15,1.1400e-01,5.5920e-01,4.3610e-03
6.5000e+02,2.5000e+03,2.3676e-15,2.7800e-01,4.4900e-01,3.6840e-03
6.5000e+02,2.5000e+03,9.6652e-16,6.8100e-01,3.0110e-01,2.8240e-03
6.5000e+02,2.5000e+03,3.9413e-16,1.6700e+00,1.6370e-01,1.9640e-03
6.5000e+02,2.5000e+03,1.6132e-16,4.0800e+00,7.8100e-02,1.3090e-03
5.0000e+01,1.5000e+03,1.4185e-14,4.6400e-02,2.3020e-01,1.9260e-03
6.5000e+02,2.5000e+03,6.5820e-17,1.0000e+01,3.4110e-02,8.4270e-04
6.5000e+02,2.7000e+03,2.0829e-13,3.1600e-03,4.0650e-02,1.2250e-03
6.5000e+02,2.7000e+03,8.5039e-14,7.7400e-03,2.0040e-01,2.7240e-03
6.5000e+02,2.7000e+03,3.4642e-14,1.9000e-02,3.8390e-01,3.7710e-03
6.5000e+02,2.7000e+03,1.4185e-14,4.6400e-02,4.5290e-01,4.0510e-03
6.5000e+02,2.7000e+03,5.7737e-15,1.1400e-01,4.2560e-01,3.8020e-03
6.5000e+02,2.7000e+03,2.3676e-15,2.7800e-01,3.4290e-01,3.2260e-03
6.5000e+02,2.7000e+03,9.6652e-16,6.8100e-01,2.2800e-01,2.4630e-03
6.5000e+02,2.7000e+03,3.9413e-16,1.6700e+00,1.2340e-01,1.7100e-03
6.5000e+02,2.7000e+03,1.6132e-16,4.0800e+00,5.7420e-02,1.1200e-03
5.0000e+01,1.5000e+03,5.7737e-15,1.1400e-01,1.3690e-01,1.3690e-03
6.5000e+02,2.7000e+03,6.5820e-17,1.0000e+01,2.4830e-02,7.1530e-04
6.5000e+02,2.9000e+03,2.0829e-13,3.1600e-03,2.7240e-02,1.0020e-03
6.5000e+02,2.9000e+03,8.5039e-14,7.7400e-03,1.4320e-01,2.3030e-03
6.5000e+02,2.9000e+03,3.4642e-14,1.9000e-02,2.7100e-01,3.1680e-03
6.5000e+02,2.9000e+03,1.4185e-14,4.6400e-02,3.1450e-01,3.3730e-03
6.5000e+02,2.9000e+03,5.7737e-15,1.1400e-01,2.9740e-01,3.1790e-03
6.5000e+02,2.9000e+03,2.3676e-15,2.7800e-01,2.3820e-01,2.6880e-03
6.5000e+02,2.9000e+03,9.6652e-16,6.8100e-01,1.5490e-01,2.0200e-03
6.5000e+02,2.9000e+03,3.9413e-16,1.6700e+00,8.2710e-02,1.3950e-03
6.5000e+02,2.9000e+03,1.6132e-16,4.0800e+00,3.9740e-02,9.4290e-04
5.0000e+01,1.5000e+03,2.3676e-15,2.7800e-01,6.8580e-02,9.0090e-04
6.5000e+02,2.9000e+03,6.5820e-17,1.0000e+01,1.7060e-02,6.0210e-04
8.5000e+02,1.0000e+03,2.0829e-13,3.1600e-03,5.9470e-03,4.6600e-04
8.5000e+02,1.0000e+03,8.5039e-14,7.7400e-03,7.8610e-02,1.6920e-03
8.5000e+02,1.0000e+03,3.4642e-14,1.9000e-02,2.7770e-01,3.1790e-03
8.5000e+02,1.0000e+03,1.4185e-14,4.6400e-02,4.6380e-01,4.0940e-03
8.5000e+02,1.0000e+03,5.7737e-15,1.1400e-01,5.2030e-01,4.2600e-03
8.5000e+02,1.0000e+03,2.3676e-15,2.7800e-01,4.7310e-01,3.9090e-03
8.5000e+02,1.0000e+03,9.6652e-16,6.8100e-01,3.6180e-01,3.2310e-03
8.5000e+02,1.0000e+03,3.9413e-16,1.6700e+00,2.2150e-01,2.3750e-03
8.5000e+02,1.0000e+03,1.6132e-16,4.0800e+00,1.1410e-01,1.6110e-03
5.0000e+01,1.5000e+03,9.6652e-16,6.8100e-01,3.0190e-02,5.6590e-04
8.5000e+02,1.0000e+03,6.5820e-17,1.0000e+01,4.9340e-02,1.0040e-03
8.5000e+02,1.2500e+03,2.0829e-13,3.1600e-03,7.4330e-03,5.2320e-04
8.5000e+02,1.2500e+03,8.5039e-14,7.7400e-03,1.0210e-01,1.9340e-03
8.5000e+02,1.2500e+03,3.4642e-14,1.9000e-02,3.7510e-01,3.7070e-03
8.5000e+02,1.2500e+03,1.4185e-14,4.6400e-02,6.3510e-01,4.8090e-03
8.5000e+02,1.2500e+03,5.7737e-15,1.1400e-01,7.1130e-01,5.0050e-03
8.5000e+02,1.2500e+03,2.3676e-15,2.7800e-01,6.5060e-01,4.6110e-03
8.5000e+02,1.2500e+03,9.6652e-16,6.8100e-01,5.0500e-01,3.8440e-03
8.5000e+02,1.2500e+03,3.9413e-16,1.6700e+00,3.1440e-01,2.8430e-03
8.5000e+02,1.2500e+03,1.6132e-16,4.0800e+00,1.6070e-01,1.9120e-03
5.0000e+01,1.5000e+03,3.9413e-16,1.6700e+00,1.2860e-02,3.6210e-04
8.5000e+02,1.2500e+03,6.5820e-17,1.0000e+01,7.3010e-02,1.2390e-03
8.5000e+02,1.5000e+03,2.0829e-13,3.1600e-03,1.1870e-02,6.6270e-04
8.5000e+02,1.5000e+03,8.5039e-14,7.7400e-03,1.2690e-01,2.1630e-03
8.5000e+02,1.5000e+03,3.4642e-14,1.9000e-02,4.2120e-01,3.9430e-03
8.5000e+02,1.5000e+03,1.4185e-14,4.6400e-02,6.7580e-01,4.9780e-03
8.5000e+02,1.5000e+03,5.7737e-15,1.1400e-01,7.4220e-01,5.1300e-03
8.5000e+02,1.5000e+03,2.3676e-15,2.7800e-01,6.6980e-01,4.6910e-03
8.5000e+02,1.5000e+03,9.6652e-16,6.8100e-01,5.0920e-01,3.8520e-03
8.5000e+02,1.5000e+03,3.9413e-16,1.6700e+00,3.1880e-01,2.8600e-03
8.5000e+02,1.5000e+03,1.6132e-16,4.0800e+00,1.6500e-01,1.9450e-03
5.0000e+01,1.5000e+03,1.6132e-16,4.0800e+00,5.5830e-03,2.4140e-04
8.5000e+02,1.5000e+03,6.5820e-17,1.0000e+01,7.3860e-02,1.2460e-03
8.5000e+02,1.7000e+03,2.0829e-13,3.1600e-03,1.2610e-02,6.8380e-04
8.5000e+02,1.7000e+03,8.5039e-14,7.7400e-03,1.4340e-01,2.3030e-03
8.5000e+02,1.7000e+03,3.4642e-14,1.9000e-02,4.5420e-01,4.1040e-03
8.5000e+02,1.7000e+03,1.4185e-14,4.6400e-02,6.9660e-01,5.0650e-03
8.5000e+02,1.7000e+03,5.7737e-15,1.1400e-01,7.4420e-01,5.1360e-03
8.5000e+02,1.7000e+03,2.3676e-15,2.7800e-01,6.6240e-01,4.6550e-03
8.5000e+02,1.7000e+03,9.6652e-16,6.8100e-01,5.0020e-01,3.8120e-03
8.5000e+02,1.7000e+03,3.9413e-16,1.6700e+00,3.1140e-01,2.8260e-03
8.5000e+02,1.7000e+03,1.6132e-16,4.0800e+00,1.5870e-01,1.9030e-03
5.0000e+01,1.5000e+03,6.5820e-17,1.0000e+01,2.3040e-03,1.5630e-04
8.5000e+02,1.7000e+03,6.5820e-17,1.0000e+01,7.2650e-02,1.2390e-03
8.5000e+02,1.9000e+03,2.0829e-13,3.1600e-03,1.7750e-02,8.1110e-04
8.5000e+02,1.9000e+03,8.5039e-14,7.7400e-03,1.6470e-01,2.4720e-03
8.5000e+02,1.9000e+03,3.4642e-14,1.9000e-02,4.7860e-01,4.2190e-03
8.5000e+02,1.9000e+03,1.4185e-14,4.6400e-02,7.0620e-01,5.1020e-03
8.5000e+02,1.9000e+03,5.7737e-15,1.1400e-01,7.3570e-01,5.1050e-03
8.5000e+02,1.9000e+03,2.3676e-15,2.7800e-01,6.5010e-01,4.5990e-03
8.5000e+02,1.9000e+03,9.6652e-16,6.8100e-01,4.8300e-01,3.7280e-03
8.5000e+02,1.9000e+03,3.9413e-16,1.6700e+00,2.9570e-01,2.7340e-03
