#Efficiencies for the High PT SR obtained with recasting for the Strong model:
# (pp > Gluino Gluino, Gluino > q,q,N1).
  mN1_GeV, mGluino_GeV, width_GeV, tau_ns,     Eff,       EffErr
1.4500e+03,2.3000e+03,2.0829e-13,3.1600e-03,2.2060e-03,2.8720e-04
1.4500e+03,2.3000e+03,8.5039e-14,7.7400e-03,6.0130e-02,1.5000e-03
1.4500e+03,2.3000e+03,3.4642e-14,1.9000e-02,3.0440e-01,3.3820e-03
1.4500e+03,2.3000e+03,1.4185e-14,4.6400e-02,5.8570e-01,4.6890e-03
1.4500e+03,2.3000e+03,5.7737e-15,1.1400e-01,6.8850e-01,5.0200e-03
1.4500e+03,2.3000e+03,2.3676e-15,2.7800e-01,6.5720e-01,4.7530e-03
1.4500e+03,2.3000e+03,9.6652e-16,6.8100e-01,5.3370e-01,4.0630e-03
1.4500e+03,2.3000e+03,3.9413e-16,1.6700e+00,3.5490e-01,3.1060e-03
1.4500e+03,2.3000e+03,1.6132e-16,4.0800e+00,1.9620e-01,2.1760e-03
5.0000e+01,2.1000e+03,3.9413e-16,1.6700e+00,1.1250e-02,3.4970e-04
1.4500e+03,2.3000e+03,6.5820e-17,1.0000e+01,9.1420e-02,1.4190e-03
1.4500e+03,2.5000e+03,2.0829e-13,3.1600e-03,2.1690e-03,2.8480e-04
1.4500e+03,2.5000e+03,8.5039e-14,7.7400e-03,5.6860e-02,1.4590e-03
1.4500e+03,2.5000e+03,3.4642e-14,1.9000e-02,2.7720e-01,3.2280e-03
1.4500e+03,2.5000e+03,1.4185e-14,4.6400e-02,5.2610e-01,4.4410e-03
1.4500e+03,2.5000e+03,5.7737e-15,1.1400e-01,6.2050e-01,4.7660e-03
1.4500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.8760e-01,4.5000e-03
1.4500e+03,2.5000e+03,9.6652e-16,6.8100e-01,4.7300e-01,3.8160e-03
1.4500e+03,2.5000e+03,3.9413e-16,1.6700e+00,3.1260e-01,2.9010e-03
1.4500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.7140e-01,2.0320e-03
5.0000e+01,2.1000e+03,1.6132e-16,4.0800e+00,4.7010e-03,2.1890e-04
1.4500e+03,2.5000e+03,6.5820e-17,1.0000e+01,8.0730e-02,1.3450e-03
1.4500e+03,2.7000e+03,2.0829e-13,3.1600e-03,1.9430e-03,2.6950e-04
1.4500e+03,2.7000e+03,8.5039e-14,7.7400e-03,4.8580e-02,1.3480e-03
1.4500e+03,2.7000e+03,3.4642e-14,1.9000e-02,2.3290e-01,2.9570e-03
1.4500e+03,2.7000e+03,1.4185e-14,4.6400e-02,4.2690e-01,4.0030e-03
1.4500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.9580e-01,4.2580e-03
1.4500e+03,2.7000e+03,2.3676e-15,2.7800e-01,4.6650e-01,3.9980e-03
1.4500e+03,2.7000e+03,9.6652e-16,6.8100e-01,3.7290e-01,3.3840e-03
1.4500e+03,2.7000e+03,3.9413e-16,1.6700e+00,2.4710e-01,2.5780e-03
1.4500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.3230e-01,1.7760e-03
5.0000e+01,2.1000e+03,6.5820e-17,1.0000e+01,1.9830e-03,1.4590e-04
1.4500e+03,2.7000e+03,6.5820e-17,1.0000e+01,6.1280e-02,1.1590e-03
1.4500e+03,2.9000e+03,2.0829e-13,3.1600e-03,1.3090e-03,2.2120e-04
1.4500e+03,2.9000e+03,8.5039e-14,7.7400e-03,3.4150e-02,1.1300e-03
1.4500e+03,2.9000e+03,3.4642e-14,1.9000e-02,1.6170e-01,2.4660e-03
1.4500e+03,2.9000e+03,1.4185e-14,4.6400e-02,2.9410e-01,3.3230e-03
1.4500e+03,2.9000e+03,5.7737e-15,1.1400e-01,3.3410e-01,3.4930e-03
1.4500e+03,2.9000e+03,2.3676e-15,2.7800e-01,3.0720e-01,3.2300e-03
1.4500e+03,2.9000e+03,9.6652e-16,6.8100e-01,2.4500e-01,2.7290e-03
1.4500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.6120e-01,2.0840e-03
1.4500e+03,2.9000e+03,1.6132e-16,4.0800e+00,8.5980e-02,1.4410e-03
5.0000e+01,2.3000e+03,2.0829e-13,3.1600e-03,3.2280e-01,2.6210e-03
1.4500e+03,2.9000e+03,6.5820e-17,1.0000e+01,4.0030e-02,9.5050e-04
1.6500e+03,1.7000e+03,2.0829e-13,3.1600e-03,1.4210e-03,2.3060e-04
1.6500e+03,1.7000e+03,8.5039e-14,7.7400e-03,5.4260e-02,1.4250e-03
1.6500e+03,1.7000e+03,3.4642e-14,1.9000e-02,2.8230e-01,3.2550e-03
1.6500e+03,1.7000e+03,1.4185e-14,4.6400e-02,5.6990e-01,4.6240e-03
1.6500e+03,1.7000e+03,5.7737e-15,1.1400e-01,7.0730e-01,5.0890e-03
1.6500e+03,1.7000e+03,2.3676e-15,2.7800e-01,6.8190e-01,4.8410e-03
1.6500e+03,1.7000e+03,9.6652e-16,6.8100e-01,5.5120e-01,4.1230e-03
1.6500e+03,1.7000e+03,3.9413e-16,1.6700e+00,3.7460e-01,3.1960e-03
1.6500e+03,1.7000e+03,1.6132e-16,4.0800e+00,2.0730e-01,2.2520e-03
5.0000e+01,2.3000e+03,8.5039e-14,7.7400e-03,3.3590e-01,2.6220e-03
1.6500e+03,1.7000e+03,6.5820e-17,1.0000e+01,9.7880e-02,1.4870e-03
1.6500e+03,1.9000e+03,2.0829e-13,3.1600e-03,1.4580e-03,2.3350e-04
1.6500e+03,1.9000e+03,8.5039e-14,7.7400e-03,4.8610e-02,1.3490e-03
1.6500e+03,1.9000e+03,3.4642e-14,1.9000e-02,2.7290e-01,3.2040e-03
1.6500e+03,1.9000e+03,1.4185e-14,4.6400e-02,5.7790e-01,4.6630e-03
1.6500e+03,1.9000e+03,5.7737e-15,1.1400e-01,7.3000e-01,5.1850e-03
1.6500e+03,1.9000e+03,2.3676e-15,2.7800e-01,7.0750e-01,4.9480e-03
1.6500e+03,1.9000e+03,9.6652e-16,6.8100e-01,5.7900e-01,4.2430e-03
1.6500e+03,1.9000e+03,3.9413e-16,1.6700e+00,3.9340e-01,3.2890e-03
1.6500e+03,1.9000e+03,1.6132e-16,4.0800e+00,2.1880e-01,2.3290e-03
5.0000e+01,2.3000e+03,3.4642e-14,1.9000e-02,2.7880e-01,2.2550e-03
1.6500e+03,1.9000e+03,6.5820e-17,1.0000e+01,1.0500e-01,1.5460e-03
1.6500e+03,2.1000e+03,2.0829e-13,3.1600e-03,9.3620e-04,1.8730e-04
1.6500e+03,2.1000e+03,8.5039e-14,7.7400e-03,4.7580e-02,1.3350e-03
1.6500e+03,2.1000e+03,3.4642e-14,1.9000e-02,2.6990e-01,3.1870e-03
1.6500e+03,2.1000e+03,1.4185e-14,4.6400e-02,5.7360e-01,4.6470e-03
1.6500e+03,2.1000e+03,5.7737e-15,1.1400e-01,7.1920e-01,5.1470e-03
1.6500e+03,2.1000e+03,2.3676e-15,2.7800e-01,6.9930e-01,4.9280e-03
1.6500e+03,2.1000e+03,9.6652e-16,6.8100e-01,5.7760e-01,4.2550e-03
1.6500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.9330e-01,3.2930e-03
1.6500e+03,2.1000e+03,1.6132e-16,4.0800e+00,2.2110e-01,2.3340e-03
5.0000e+01,2.3000e+03,1.4185e-14,4.6400e-02,1.8950e-01,1.7230e-03
1.6500e+03,2.1000e+03,6.5820e-17,1.0000e+01,1.0480e-01,1.5360e-03
1.6500e+03,2.3000e+03,2.0829e-13,3.1600e-03,1.0080e-03,1.9400e-04
1.6500e+03,2.3000e+03,8.5039e-14,7.7400e-03,4.2060e-02,1.2550e-03
1.6500e+03,2.3000e+03,3.4642e-14,1.9000e-02,2.5770e-01,3.1130e-03
1.6500e+03,2.3000e+03,1.4185e-14,4.6400e-02,5.4860e-01,4.5420e-03
1.6500e+03,2.3000e+03,5.7737e-15,1.1400e-01,6.8410e-01,5.0250e-03
1.6500e+03,2.3000e+03,2.3676e-15,2.7800e-01,6.6410e-01,4.8070e-03
1.6500e+03,2.3000e+03,9.6652e-16,6.8100e-01,5.5320e-01,4.1750e-03
1.6500e+03,2.3000e+03,3.9413e-16,1.6700e+00,3.7740e-01,3.2340e-03
1.6500e+03,2.3000e+03,1.6132e-16,4.0800e+00,2.1330e-01,2.2960e-03
5.0000e+01,2.3000e+03,5.7737e-15,1.1400e-01,1.0550e-01,1.1910e-03
1.6500e+03,2.3000e+03,6.5820e-17,1.0000e+01,1.0190e-01,1.5160e-03
1.6500e+03,2.5000e+03,2.0829e-13,3.1600e-03,1.0500e-03,1.9830e-04
1.6500e+03,2.5000e+03,8.5039e-14,7.7400e-03,3.9950e-02,1.2230e-03
1.6500e+03,2.5000e+03,3.4642e-14,1.9000e-02,2.2670e-01,2.9190e-03
1.6500e+03,2.5000e+03,1.4185e-14,4.6400e-02,4.8770e-01,4.2850e-03
1.6500e+03,2.5000e+03,5.7737e-15,1.1400e-01,6.1420e-01,4.7620e-03
1.6500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.9570e-01,4.5600e-03
1.6500e+03,2.5000e+03,9.6652e-16,6.8100e-01,4.9350e-01,3.9430e-03
1.6500e+03,2.5000e+03,3.9413e-16,1.6700e+00,3.4100e-01,3.0760e-03
1.6500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.9210e-01,2.1780e-03
5.0000e+01,2.3000e+03,2.3676e-15,2.7800e-01,5.1060e-02,7.8010e-04
1.6500e+03,2.5000e+03,6.5820e-17,1.0000e+01,9.1260e-02,1.4380e-03
1.6500e+03,2.7000e+03,2.0829e-13,3.1600e-03,7.1140e-04,1.6320e-04
1.6500e+03,2.7000e+03,8.5039e-14,7.7400e-03,3.0960e-02,1.0770e-03
1.6500e+03,2.7000e+03,3.4642e-14,1.9000e-02,1.8990e-01,2.6720e-03
1.6500e+03,2.7000e+03,1.4185e-14,4.6400e-02,4.0040e-01,3.8820e-03
1.6500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.9370e-01,4.2700e-03
1.6500e+03,2.7000e+03,2.3676e-15,2.7800e-01,4.7240e-01,4.0530e-03
1.6500e+03,2.7000e+03,9.6652e-16,6.8100e-01,3.8720e-01,3.4820e-03
1.6500e+03,2.7000e+03,3.9413e-16,1.6700e+00,2.6210e-01,2.6840e-03
1.6500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.4780e-01,1.9090e-03
5.0000e+01,2.3000e+03,9.6652e-16,6.8100e-01,2.3140e-02,5.1270e-04
1.6500e+03,2.7000e+03,6.5820e-17,1.0000e+01,6.8860e-02,1.2490e-03
1.6500e+03,2.9000e+03,2.0829e-13,3.1600e-03,6.3690e-04,1.5450e-04
1.6500e+03,2.9000e+03,8.5039e-14,7.7400e-03,2.1980e-02,9.0710e-04
1.6500e+03,2.9000e+03,3.4642e-14,1.9000e-02,1.3130e-01,2.2220e-03
1.6500e+03,2.9000e+03,1.4185e-14,4.6400e-02,2.7360e-01,3.2080e-03
1.6500e+03,2.9000e+03,5.7737e-15,1.1400e-01,3.3710e-01,3.5280e-03
1.6500e+03,2.9000e+03,2.3676e-15,2.7800e-01,3.2270e-01,3.3530e-03
1.6500e+03,2.9000e+03,9.6652e-16,6.8100e-01,2.6340e-01,2.8670e-03
1.6500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.7950e-01,2.2190e-03
1.6500e+03,2.9000e+03,1.6132e-16,4.0800e+00,9.9340e-02,1.5540e-03
5.0000e+01,2.3000e+03,3.9413e-16,1.6700e+00,9.5420e-03,3.1850e-04
1.6500e+03,2.9000e+03,6.5820e-17,1.0000e+01,4.6470e-02,1.0170e-03
1.8500e+03,1.9000e+03,2.0829e-13,3.1600e-03,1.1240e-03,2.0520e-04
1.8500e+03,1.9000e+03,8.5039e-14,7.7400e-03,4.6230e-02,1.3160e-03
1.8500e+03,1.9000e+03,3.4642e-14,1.9000e-02,2.6030e-01,3.1300e-03
1.8500e+03,1.9000e+03,1.4185e-14,4.6400e-02,5.6160e-01,4.5990e-03
1.8500e+03,1.9000e+03,5.7737e-15,1.1400e-01,7.1280e-01,5.1280e-03
1.8500e+03,1.9000e+03,2.3676e-15,2.7800e-01,6.9310e-01,4.9010e-03
1.8500e+03,1.9000e+03,9.6652e-16,6.8100e-01,5.7090e-01,4.2250e-03
1.8500e+03,1.9000e+03,3.9413e-16,1.6700e+00,3.8790e-01,3.2740e-03
1.8500e+03,1.9000e+03,1.6132e-16,4.0800e+00,2.1850e-01,2.3260e-03
5.0000e+01,2.3000e+03,1.6132e-16,4.0800e+00,4.1580e-03,2.0980e-04
1.8500e+03,1.9000e+03,6.5820e-17,1.0000e+01,1.0420e-01,1.5340e-03
1.8500e+03,2.1000e+03,2.0829e-13,3.1600e-03,1.1600e-03,2.0830e-04
1.8500e+03,2.1000e+03,8.5039e-14,7.7400e-03,4.0120e-02,1.2260e-03
1.8500e+03,2.1000e+03,3.4642e-14,1.9000e-02,2.4370e-01,3.0290e-03
1.8500e+03,2.1000e+03,1.4185e-14,4.6400e-02,5.4360e-01,4.5270e-03
1.8500e+03,2.1000e+03,5.7737e-15,1.1400e-01,7.0800e-01,5.1220e-03
1.8500e+03,2.1000e+03,2.3676e-15,2.7800e-01,6.9990e-01,4.9490e-03
1.8500e+03,2.1000e+03,9.6652e-16,6.8100e-01,5.7970e-01,4.2780e-03
1.8500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.9980e-01,3.3360e-03
1.8500e+03,2.1000e+03,1.6132e-16,4.0800e+00,2.2790e-01,2.3860e-03
5.0000e+01,2.3000e+03,6.5820e-17,1.0000e+01,1.5150e-03,1.2420e-04
1.8500e+03,2.1000e+03,6.5820e-17,1.0000e+01,1.0830e-01,1.5740e-03
1.8500e+03,2.3000e+03,2.0829e-13,3.1600e-03,7.4840e-04,1.6730e-04
1.8500e+03,2.3000e+03,8.5039e-14,7.7400e-03,3.2540e-02,1.1040e-03
1.8500e+03,2.3000e+03,3.4642e-14,1.9000e-02,2.2810e-01,2.9310e-03
1.8500e+03,2.3000e+03,1.4185e-14,4.6400e-02,5.1730e-01,4.4190e-03
1.8500e+03,2.3000e+03,5.7737e-15,1.1400e-01,6.7640e-01,5.0070e-03
1.8500e+03,2.3000e+03,2.3676e-15,2.7800e-01,6.7170e-01,4.8550e-03
1.8500e+03,2.3000e+03,9.6652e-16,6.8100e-01,5.6250e-01,4.2290e-03
1.8500e+03,2.3000e+03,3.9413e-16,1.6700e+00,3.8820e-01,3.2960e-03
1.8500e+03,2.3000e+03,1.6132e-16,4.0800e+00,2.2170e-01,2.3460e-03
5.0000e+01,2.5000e+03,2.0829e-13,3.1600e-03,2.7930e-01,2.4400e-03
1.8500e+03,2.3000e+03,6.5820e-17,1.0000e+01,1.0760e-01,1.5690e-03
1.8500e+03,2.5000e+03,2.0829e-13,3.1600e-03,5.2310e-04,1.3980e-04
1.8500e+03,2.5000e+03,8.5039e-14,7.7400e-03,2.6220e-02,9.9120e-04
1.8500e+03,2.5000e+03,3.4642e-14,1.9000e-02,1.9370e-01,2.7000e-03
1.8500e+03,2.5000e+03,1.4185e-14,4.6400e-02,4.6120e-01,4.1720e-03
1.8500e+03,2.5000e+03,5.7737e-15,1.1400e-01,6.0200e-01,4.7250e-03
1.8500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.9700e-01,4.5830e-03
1.8500e+03,2.5000e+03,9.6652e-16,6.8100e-01,5.0480e-01,4.0160e-03
1.8500e+03,2.5000e+03,3.9413e-16,1.6700e+00,3.5130e-01,3.1420e-03
1.8500e+03,2.5000e+03,1.6132e-16,4.0800e+00,2.0290e-01,2.2650e-03
5.0000e+01,2.5000e+03,8.5039e-14,7.7400e-03,2.8910e-01,2.4310e-03
1.8500e+03,2.5000e+03,6.5820e-17,1.0000e+01,9.7880e-02,1.4940e-03
1.8500e+03,2.7000e+03,2.0829e-13,3.1600e-03,5.6200e-04,1.4510e-04
1.8500e+03,2.7000e+03,8.5039e-14,7.7400e-03,2.2970e-02,9.2780e-04
1.8500e+03,2.7000e+03,3.4642e-14,1.9000e-02,1.5360e-01,2.4030e-03
1.8500e+03,2.7000e+03,1.4185e-14,4.6400e-02,3.6500e-01,3.7080e-03
1.8500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.7850e-01,4.2140e-03
1.8500e+03,2.7000e+03,2.3676e-15,2.7800e-01,4.7440e-01,4.0900e-03
1.8500e+03,2.7000e+03,9.6652e-16,6.8100e-01,3.9860e-01,3.5700e-03
1.8500e+03,2.7000e+03,3.9413e-16,1.6700e+00,2.8090e-01,2.8130e-03
1.8500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.6000e-01,1.9960e-03
5.0000e+01,2.5000e+03,3.4642e-14,1.9000e-02,2.3370e-01,2.0570e-03
1.8500e+03,2.7000e+03,6.5820e-17,1.0000e+01,7.8950e-02,1.3450e-03
1.8500e+03,2.9000e+03,2.0829e-13,3.1600e-03,1.1260e-04,6.5030e-05
1.8500e+03,2.9000e+03,8.5039e-14,7.7400e-03,1.5140e-02,7.5320e-04
1.8500e+03,2.9000e+03,3.4642e-14,1.9000e-02,1.0940e-01,2.0290e-03
1.8500e+03,2.9000e+03,1.4185e-14,4.6400e-02,2.5400e-01,3.0940e-03
1.8500e+03,2.9000e+03,5.7737e-15,1.1400e-01,3.2830e-01,3.4860e-03
1.8500e+03,2.9000e+03,2.3676e-15,2.7800e-01,3.2460e-01,3.3800e-03
1.8500e+03,2.9000e+03,9.6652e-16,6.8100e-01,2.7310e-01,2.9560e-03
1.8500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.8810e-01,2.2980e-03
1.8500e+03,2.9000e+03,1.6132e-16,4.0800e+00,1.0670e-01,1.6300e-03
5.0000e+01,2.5000e+03,1.4185e-14,4.6400e-02,1.5680e-01,1.5570e-03
1.8500e+03,2.9000e+03,6.5820e-17,1.0000e+01,5.2130e-02,1.0900e-03
2.0500e+03,2.1000e+03,2.0829e-13,3.1600e-03,7.4680e-04,1.6700e-04
2.0500e+03,2.1000e+03,8.5039e-14,7.7400e-03,3.7060e-02,1.1790e-03
2.0500e+03,2.1000e+03,3.4642e-14,1.9000e-02,2.3610e-01,2.9820e-03
2.0500e+03,2.1000e+03,1.4185e-14,4.6400e-02,5.2630e-01,4.4570e-03
2.0500e+03,2.1000e+03,5.7737e-15,1.1400e-01,6.9270e-01,5.0690e-03
2.0500e+03,2.1000e+03,2.3676e-15,2.7800e-01,6.8450e-01,4.8940e-03
2.0500e+03,2.1000e+03,9.6652e-16,6.8100e-01,5.7000e-01,4.2450e-03
2.0500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.9600e-01,3.3230e-03
2.0500e+03,2.1000e+03,1.6132e-16,4.0800e+00,2.2230e-01,2.3500e-03
5.0000e+01,2.5000e+03,5.7737e-15,1.1400e-01,8.6040e-02,1.0730e-03
2.0500e+03,2.1000e+03,6.5820e-17,1.0000e+01,1.0690e-01,1.5630e-03
2.0500e+03,2.3000e+03,2.0829e-13,3.1600e-03,3.7540e-04,1.1870e-04
2.0500e+03,2.3000e+03,8.5039e-14,7.7400e-03,2.6340e-02,9.9340e-04
2.0500e+03,2.3000e+03,3.4642e-14,1.9000e-02,2.0420e-01,2.7740e-03
2.0500e+03,2.3000e+03,1.4185e-14,4.6400e-02,4.9690e-01,4.3340e-03
2.0500e+03,2.3000e+03,5.7737e-15,1.1400e-01,6.6480e-01,4.9750e-03
2.0500e+03,2.3000e+03,2.3676e-15,2.7800e-01,6.6690e-01,4.8470e-03
2.0500e+03,2.3000e+03,9.6652e-16,6.8100e-01,5.6330e-01,4.2440e-03
2.0500e+03,2.3000e+03,3.9413e-16,1.6700e+00,3.9260e-01,3.3240e-03
2.0500e+03,2.3000e+03,1.6132e-16,4.0800e+00,2.2230e-01,2.3520e-03
5.0000e+01,2.5000e+03,2.3676e-15,2.7800e-01,4.2460e-02,7.2470e-04
2.0500e+03,2.3000e+03,6.5820e-17,1.0000e+01,1.0920e-01,1.5830e-03
2.0500e+03,2.5000e+03,2.0829e-13,3.1600e-03,4.1290e-04,1.2450e-04
2.0500e+03,2.5000e+03,8.5039e-14,7.7400e-03,2.0480e-02,8.7640e-04
2.0500e+03,2.5000e+03,3.4642e-14,1.9000e-02,1.6520e-01,2.4940e-03
2.0500e+03,2.5000e+03,1.4185e-14,4.6400e-02,4.2590e-01,4.0130e-03
2.0500e+03,2.5000e+03,5.7737e-15,1.1400e-01,5.8910e-01,4.6870e-03
2.0500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.9540e-01,4.5920e-03
2.0500e+03,2.5000e+03,9.6652e-16,6.8100e-01,5.0590e-01,4.0320e-03
2.0500e+03,2.5000e+03,3.9413e-16,1.6700e+00,3.6040e-01,3.2020e-03
2.0500e+03,2.5000e+03,1.6132e-16,4.0800e+00,2.1000e-01,2.3130e-03
5.0000e+01,2.5000e+03,9.6652e-16,6.8100e-01,1.8410e-02,4.5890e-04
2.0500e+03,2.5000e+03,6.5820e-17,1.0000e+01,1.0300e-01,1.5520e-03
2.0500e+03,2.7000e+03,2.0829e-13,3.1600e-03,2.6170e-04,9.8910e-05
2.0500e+03,2.7000e+03,8.5039e-14,7.7400e-03,1.5680e-02,7.6680e-04
2.0500e+03,2.7000e+03,3.4642e-14,1.9000e-02,1.2880e-01,2.2010e-03
2.0500e+03,2.7000e+03,1.4185e-14,4.6400e-02,3.3260e-01,3.5430e-03
2.0500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.6090e-01,4.1420e-03
2.0500e+03,2.7000e+03,2.3676e-15,2.7800e-01,4.7340e-01,4.1040e-03
2.0500e+03,2.7000e+03,9.6652e-16,6.8100e-01,4.0500e-01,3.6270e-03
2.0500e+03,2.7000e+03,3.9413e-16,1.6700e+00,2.8990e-01,2.8780e-03
2.0500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.6790e-01,2.0570e-03
5.0000e+01,2.5000e+03,3.9413e-16,1.6700e+00,7.6060e-03,2.8280e-04
2.0500e+03,2.7000e+03,6.5820e-17,1.0000e+01,8.1950e-02,1.3810e-03
2.0500e+03,2.9000e+03,2.0829e-13,3.1600e-03,1.1270e-04,6.5040e-05
2.0500e+03,2.9000e+03,8.5039e-14,7.7400e-03,1.0490e-02,6.2670e-04
2.0500e+03,2.9000e+03,3.4642e-14,1.9000e-02,8.9210e-02,1.8320e-03
2.0500e+03,2.9000e+03,1.4185e-14,4.6400e-02,2.3390e-01,2.9700e-03
2.0500e+03,2.9000e+03,5.7737e-15,1.1400e-01,3.2010e-01,3.4540e-03
2.0500e+03,2.9000e+03,2.3676e-15,2.7800e-01,3.2240e-01,3.3840e-03
2.0500e+03,2.9000e+03,9.6652e-16,6.8100e-01,2.7670e-01,2.9890e-03
2.0500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.9870e-01,2.3870e-03
2.0500e+03,2.9000e+03,1.6132e-16,4.0800e+00,1.1370e-01,1.6940e-03
5.0000e+01,2.5000e+03,1.6132e-16,4.0800e+00,3.1460e-03,1.7780e-04
