#Efficiencies for the Trackless SR obtained with recasting for the Strong model:
# (pp > Gluino Gluino, Gluino > q,q,N1).
  mN1_GeV, mGluino_GeV, width_GeV, tau_ns,     Eff,       EffErr
1.4500e+03,2.3000e+03,3.4642e-14,1.9000e-02,4.8700e-05,1.7670e-05
1.4500e+03,2.3000e+03,1.4185e-14,4.6400e-02,1.0370e-04,2.4630e-05
1.4500e+03,2.3000e+03,5.7737e-15,1.1400e-01,1.7870e-04,3.5170e-05
1.4500e+03,2.3000e+03,2.3676e-15,2.7800e-01,1.8730e-04,3.7030e-05
1.4500e+03,2.3000e+03,9.6652e-16,6.8100e-01,1.7410e-04,3.4130e-05
1.4500e+03,2.3000e+03,3.9413e-16,1.6700e+00,1.1150e-04,2.5740e-05
1.4500e+03,2.3000e+03,1.6132e-16,4.0800e+00,6.8650e-05,1.7400e-05
5.0000e+01,2.1000e+03,3.9413e-16,1.6700e+00,9.5750e-05,1.9220e-05
1.4500e+03,2.3000e+03,6.5820e-17,1.0000e+01,4.3380e-05,1.4130e-05
1.4500e+03,2.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.5000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.5000e+03,3.4642e-14,1.9000e-02,3.6690e-05,1.9500e-05
1.4500e+03,2.5000e+03,1.4185e-14,4.6400e-02,5.2370e-05,2.2540e-05
1.4500e+03,2.5000e+03,5.7737e-15,1.1400e-01,3.9540e-05,1.6600e-05
1.4500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.8590e-05,2.0840e-05
1.4500e+03,2.5000e+03,9.6652e-16,6.8100e-01,4.3860e-05,1.8490e-05
1.4500e+03,2.5000e+03,3.9413e-16,1.6700e+00,2.6720e-05,1.2360e-05
1.4500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.4270e-05,7.2760e-06
5.0000e+01,2.1000e+03,1.6132e-16,4.0800e+00,2.7930e-05,9.0840e-06
1.4500e+03,2.5000e+03,6.5820e-17,1.0000e+01,1.5980e-05,1.3080e-05
1.4500e+03,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.7000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.7000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.4500e+03,2.7000e+03,1.4185e-14,4.6400e-02,3.7180e-06,3.7180e-06
1.4500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.0000e-06,4.0000e-06
1.4500e+03,2.7000e+03,2.3676e-15,2.7800e-01,3.8520e-06,3.8520e-06
1.4500e+03,2.7000e+03,9.6652e-16,6.8100e-01,2.1350e-06,2.1350e-06
1.4500e+03,2.7000e+03,3.9413e-16,1.6700e+00,1.5280e-06,1.5280e-06
1.4500e+03,2.7000e+03,1.6132e-16,4.0800e+00,0.0000e+00,0.0000e+00
5.0000e+01,2.1000e+03,6.5820e-17,1.0000e+01,3.5930e-06,2.6500e-06
1.4500e+03,2.7000e+03,6.5820e-17,1.0000e+01,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,1.4185e-14,4.6400e-02,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,5.7737e-15,1.1400e-01,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,2.3676e-15,2.7800e-01,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,9.6652e-16,6.8100e-01,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,3.9413e-16,1.6700e+00,0.0000e+00,0.0000e+00
1.4500e+03,2.9000e+03,1.6132e-16,4.0800e+00,0.0000e+00,0.0000e+00
5.0000e+01,2.3000e+03,2.0829e-13,3.1600e-03,6.0740e-04,5.8140e-05
1.4500e+03,2.9000e+03,6.5820e-17,1.0000e+01,0.0000e+00,0.0000e+00
1.6500e+03,1.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,1.7000e+03,8.5039e-14,7.7400e-03,1.6960e-04,3.6480e-05
1.6500e+03,1.7000e+03,3.4642e-14,1.9000e-02,2.5780e-03,1.5020e-04
1.6500e+03,1.7000e+03,1.4185e-14,4.6400e-02,8.8290e-03,2.9030e-04
1.6500e+03,1.7000e+03,5.7737e-15,1.1400e-01,1.4910e-02,3.8440e-04
1.6500e+03,1.7000e+03,2.3676e-15,2.7800e-01,1.6890e-02,4.1270e-04
1.6500e+03,1.7000e+03,9.6652e-16,6.8100e-01,1.4850e-02,3.7180e-04
1.6500e+03,1.7000e+03,3.9413e-16,1.6700e+00,1.0990e-02,3.0380e-04
1.6500e+03,1.7000e+03,1.6132e-16,4.0800e+00,6.6680e-03,2.2440e-04
5.0000e+01,2.3000e+03,8.5039e-14,7.7400e-03,8.0520e-04,6.6890e-05
1.6500e+03,1.7000e+03,6.5820e-17,1.0000e+01,3.6020e-03,1.5540e-04
1.6500e+03,1.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,1.9000e+03,8.5039e-14,7.7400e-03,4.7650e-05,2.1410e-05
1.6500e+03,1.9000e+03,3.4642e-14,1.9000e-02,7.8030e-04,8.2560e-05
1.6500e+03,1.9000e+03,1.4185e-14,4.6400e-02,2.4700e-03,1.4090e-04
1.6500e+03,1.9000e+03,5.7737e-15,1.1400e-01,4.2750e-03,1.8500e-04
1.6500e+03,1.9000e+03,2.3676e-15,2.7800e-01,4.8670e-03,1.9790e-04
1.6500e+03,1.9000e+03,9.6652e-16,6.8100e-01,4.4360e-03,1.8600e-04
1.6500e+03,1.9000e+03,3.9413e-16,1.6700e+00,3.3460e-03,1.5420e-04
1.6500e+03,1.9000e+03,1.6132e-16,4.0800e+00,2.0230e-03,1.1030e-04
5.0000e+01,2.3000e+03,3.4642e-14,1.9000e-02,7.4160e-04,6.5150e-05
1.6500e+03,1.9000e+03,6.5820e-17,1.0000e+01,1.1110e-03,7.8750e-05
1.6500e+03,2.1000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.1000e+03,8.5039e-14,7.7400e-03,2.7730e-05,1.4550e-05
1.6500e+03,2.1000e+03,3.4642e-14,1.9000e-02,1.4450e-04,3.1030e-05
1.6500e+03,2.1000e+03,1.4185e-14,4.6400e-02,6.5400e-04,6.9080e-05
1.6500e+03,2.1000e+03,5.7737e-15,1.1400e-01,1.0290e-03,8.5830e-05
1.6500e+03,2.1000e+03,2.3676e-15,2.7800e-01,1.1480e-03,8.8150e-05
1.6500e+03,2.1000e+03,9.6652e-16,6.8100e-01,1.0830e-03,8.3440e-05
1.6500e+03,2.1000e+03,3.9413e-16,1.6700e+00,8.0680e-04,6.9920e-05
1.6500e+03,2.1000e+03,1.6132e-16,4.0800e+00,5.2870e-04,5.4030e-05
5.0000e+01,2.3000e+03,1.4185e-14,4.6400e-02,5.2790e-04,4.9890e-05
1.6500e+03,2.1000e+03,6.5820e-17,1.0000e+01,3.1730e-04,4.4090e-05
1.6500e+03,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.3000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.3000e+03,3.4642e-14,1.9000e-02,1.9600e-05,1.0160e-05
1.6500e+03,2.3000e+03,1.4185e-14,4.6400e-02,1.1130e-04,2.5820e-05
1.6500e+03,2.3000e+03,5.7737e-15,1.1400e-01,1.8630e-04,3.4370e-05
1.6500e+03,2.3000e+03,2.3676e-15,2.7800e-01,2.2340e-04,3.6320e-05
1.6500e+03,2.3000e+03,9.6652e-16,6.8100e-01,1.9780e-04,3.3190e-05
1.6500e+03,2.3000e+03,3.9413e-16,1.6700e+00,1.3380e-04,2.5820e-05
1.6500e+03,2.3000e+03,1.6132e-16,4.0800e+00,7.8870e-05,1.8340e-05
5.0000e+01,2.3000e+03,5.7737e-15,1.1400e-01,3.7060e-04,4.0100e-05
1.6500e+03,2.3000e+03,6.5820e-17,1.0000e+01,7.8030e-05,2.3290e-05
1.6500e+03,2.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.5000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.5000e+03,3.4642e-14,1.9000e-02,2.1030e-05,1.2920e-05
1.6500e+03,2.5000e+03,1.4185e-14,4.6400e-02,4.5320e-05,1.8750e-05
1.6500e+03,2.5000e+03,5.7737e-15,1.1400e-01,8.3140e-05,2.5430e-05
1.6500e+03,2.5000e+03,2.3676e-15,2.7800e-01,8.5600e-05,2.4390e-05
1.6500e+03,2.5000e+03,9.6652e-16,6.8100e-01,7.9160e-05,2.2200e-05
1.6500e+03,2.5000e+03,3.9413e-16,1.6700e+00,5.2300e-05,1.7460e-05
1.6500e+03,2.5000e+03,1.6132e-16,4.0800e+00,2.1900e-05,9.1640e-06
5.0000e+01,2.3000e+03,2.3676e-15,2.7800e-01,1.9360e-04,2.7840e-05
1.6500e+03,2.5000e+03,6.5820e-17,1.0000e+01,7.5120e-06,4.0080e-06
1.6500e+03,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.7000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.7000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.6500e+03,2.7000e+03,1.4185e-14,4.6400e-02,4.4370e-06,4.4370e-06
1.6500e+03,2.7000e+03,5.7737e-15,1.1400e-01,1.1140e-05,8.0420e-06
1.6500e+03,2.7000e+03,2.3676e-15,2.7800e-01,8.5500e-06,6.9560e-06
1.6500e+03,2.7000e+03,9.6652e-16,6.8100e-01,0.0000e+00,0.0000e+00
1.6500e+03,2.7000e+03,3.9413e-16,1.6700e+00,1.0960e-05,7.8890e-06
1.6500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.0960e-05,7.8890e-06
5.0000e+01,2.3000e+03,9.6652e-16,6.8100e-01,9.8160e-05,1.9030e-05
1.6500e+03,2.7000e+03,6.5820e-17,1.0000e+01,6.7780e-06,6.3860e-06
1.6500e+03,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.9000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.6500e+03,2.9000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.6500e+03,2.9000e+03,1.4185e-14,4.6400e-02,0.0000e+00,0.0000e+00
1.6500e+03,2.9000e+03,5.7737e-15,1.1400e-01,0.0000e+00,0.0000e+00
1.6500e+03,2.9000e+03,2.3676e-15,2.7800e-01,3.5720e-06,3.5720e-06
1.6500e+03,2.9000e+03,9.6652e-16,6.8100e-01,3.5720e-06,3.5720e-06
1.6500e+03,2.9000e+03,3.9413e-16,1.6700e+00,3.7150e-06,3.7150e-06
1.6500e+03,2.9000e+03,1.6132e-16,4.0800e+00,3.7020e-06,3.7020e-06
5.0000e+01,2.3000e+03,3.9413e-16,1.6700e+00,4.5160e-05,1.3020e-05
1.6500e+03,2.9000e+03,6.5820e-17,1.0000e+01,1.2340e-06,1.2340e-06
1.8500e+03,1.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.8500e+03,1.9000e+03,8.5039e-14,7.7400e-03,4.6160e-05,1.7630e-05
1.8500e+03,1.9000e+03,3.4642e-14,1.9000e-02,8.9480e-04,9.0460e-05
1.8500e+03,1.9000e+03,1.4185e-14,4.6400e-02,3.6540e-03,1.8580e-04
1.8500e+03,1.9000e+03,5.7737e-15,1.1400e-01,6.3120e-03,2.4400e-04
1.8500e+03,1.9000e+03,2.3676e-15,2.7800e-01,7.0840e-03,2.5620e-04
1.8500e+03,1.9000e+03,9.6652e-16,6.8100e-01,6.6280e-03,2.4250e-04
1.8500e+03,1.9000e+03,3.9413e-16,1.6700e+00,4.8630e-03,1.9300e-04
1.8500e+03,1.9000e+03,1.6132e-16,4.0800e+00,2.9070e-03,1.4060e-04
5.0000e+01,2.3000e+03,1.6132e-16,4.0800e+00,2.3170e-05,9.1630e-06
1.8500e+03,1.9000e+03,6.5820e-17,1.0000e+01,1.6490e-03,1.0480e-04
1.8500e+03,2.1000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.1000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.1000e+03,3.4642e-14,1.9000e-02,2.2380e-04,3.8850e-05
1.8500e+03,2.1000e+03,1.4185e-14,4.6400e-02,8.9390e-04,7.9950e-05
1.8500e+03,2.1000e+03,5.7737e-15,1.1400e-01,1.6830e-03,1.1530e-04
1.8500e+03,2.1000e+03,2.3676e-15,2.7800e-01,1.9390e-03,1.2120e-04
1.8500e+03,2.1000e+03,9.6652e-16,6.8100e-01,1.7590e-03,1.1370e-04
1.8500e+03,2.1000e+03,3.9413e-16,1.6700e+00,1.3270e-03,9.4070e-05
1.8500e+03,2.1000e+03,1.6132e-16,4.0800e+00,7.8570e-04,6.8060e-05
5.0000e+01,2.3000e+03,6.5820e-17,1.0000e+01,1.7700e-05,9.3010e-06
1.8500e+03,2.1000e+03,6.5820e-17,1.0000e+01,4.7530e-04,5.1980e-05
1.8500e+03,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.3000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.3000e+03,3.4642e-14,1.9000e-02,2.7420e-05,1.4250e-05
1.8500e+03,2.3000e+03,1.4185e-14,4.6400e-02,2.2990e-04,3.9190e-05
1.8500e+03,2.3000e+03,5.7737e-15,1.1400e-01,4.7310e-04,5.7940e-05
1.8500e+03,2.3000e+03,2.3676e-15,2.7800e-01,5.1590e-04,6.0420e-05
1.8500e+03,2.3000e+03,9.6652e-16,6.8100e-01,4.5790e-04,5.4980e-05
1.8500e+03,2.3000e+03,3.9413e-16,1.6700e+00,3.6000e-04,4.7270e-05
1.8500e+03,2.3000e+03,1.6132e-16,4.0800e+00,2.2530e-04,3.6690e-05
5.0000e+01,2.5000e+03,2.0829e-13,3.1600e-03,2.8120e-04,3.6280e-05
1.8500e+03,2.3000e+03,6.5820e-17,1.0000e+01,1.4240e-04,2.9390e-05
1.8500e+03,2.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.5000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.5000e+03,3.4642e-14,1.9000e-02,3.6040e-05,1.6870e-05
1.8500e+03,2.5000e+03,1.4185e-14,4.6400e-02,6.7000e-05,2.2010e-05
1.8500e+03,2.5000e+03,5.7737e-15,1.1400e-01,9.8120e-05,2.6520e-05
1.8500e+03,2.5000e+03,2.3676e-15,2.7800e-01,9.7000e-05,2.4340e-05
1.8500e+03,2.5000e+03,9.6652e-16,6.8100e-01,5.8290e-05,1.6310e-05
1.8500e+03,2.5000e+03,3.9413e-16,1.6700e+00,4.9960e-05,1.7020e-05
1.8500e+03,2.5000e+03,1.6132e-16,4.0800e+00,4.3210e-05,1.8770e-05
5.0000e+01,2.5000e+03,8.5039e-14,7.7400e-03,3.5020e-04,4.1430e-05
1.8500e+03,2.5000e+03,6.5820e-17,1.0000e+01,3.8780e-05,2.0230e-05
1.8500e+03,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.7000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.7000e+03,3.4642e-14,1.9000e-02,4.3310e-06,4.3310e-06
1.8500e+03,2.7000e+03,1.4185e-14,4.6400e-02,1.6210e-05,1.0040e-05
1.8500e+03,2.7000e+03,5.7737e-15,1.1400e-01,2.0130e-05,1.0770e-05
1.8500e+03,2.7000e+03,2.3676e-15,2.7800e-01,6.9270e-06,4.7090e-06
1.8500e+03,2.7000e+03,9.6652e-16,6.8100e-01,2.5900e-05,1.3180e-05
1.8500e+03,2.7000e+03,3.9413e-16,1.6700e+00,2.2070e-05,1.3070e-05
1.8500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.1500e-05,9.5200e-06
5.0000e+01,2.5000e+03,3.4642e-14,1.9000e-02,3.5710e-04,4.4030e-05
1.8500e+03,2.7000e+03,6.5820e-17,1.0000e+01,3.1780e-06,2.8240e-06
1.8500e+03,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.9000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.8500e+03,2.9000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.8500e+03,2.9000e+03,1.4185e-14,4.6400e-02,0.0000e+00,0.0000e+00
1.8500e+03,2.9000e+03,5.7737e-15,1.1400e-01,0.0000e+00,0.0000e+00
1.8500e+03,2.9000e+03,2.3676e-15,2.7800e-01,0.0000e+00,0.0000e+00
1.8500e+03,2.9000e+03,9.6652e-16,6.8100e-01,1.1940e-05,1.1940e-05
1.8500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.1940e-05,1.1940e-05
1.8500e+03,2.9000e+03,1.6132e-16,4.0800e+00,4.8440e-06,4.8440e-06
5.0000e+01,2.5000e+03,1.4185e-14,4.6400e-02,2.3860e-04,3.4650e-05
1.8500e+03,2.9000e+03,6.5820e-17,1.0000e+01,1.8210e-06,1.8210e-06
2.0500e+03,2.1000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.1000e+03,8.5039e-14,7.7400e-03,1.4330e-05,1.1160e-05
2.0500e+03,2.1000e+03,3.4642e-14,1.9000e-02,3.3250e-04,5.0540e-05
2.0500e+03,2.1000e+03,1.4185e-14,4.6400e-02,1.6300e-03,1.2880e-04
2.0500e+03,2.1000e+03,5.7737e-15,1.1400e-01,3.0220e-03,1.8040e-04
2.0500e+03,2.1000e+03,2.3676e-15,2.7800e-01,3.2340e-03,1.8100e-04
2.0500e+03,2.1000e+03,9.6652e-16,6.8100e-01,2.8760e-03,1.6470e-04
2.0500e+03,2.1000e+03,3.9413e-16,1.6700e+00,2.3080e-03,1.4410e-04
2.0500e+03,2.1000e+03,1.6132e-16,4.0800e+00,1.3920e-03,1.0850e-04
5.0000e+01,2.5000e+03,5.7737e-15,1.1400e-01,9.6170e-05,1.8040e-05
2.0500e+03,2.1000e+03,6.5820e-17,1.0000e+01,7.7410e-04,7.6230e-05
2.0500e+03,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.3000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.3000e+03,3.4642e-14,1.9000e-02,4.9580e-05,1.8180e-05
2.0500e+03,2.3000e+03,1.4185e-14,4.6400e-02,4.2690e-04,6.5000e-05
2.0500e+03,2.3000e+03,5.7737e-15,1.1400e-01,7.1460e-04,7.9890e-05
2.0500e+03,2.3000e+03,2.3676e-15,2.7800e-01,7.9620e-04,8.0650e-05
2.0500e+03,2.3000e+03,9.6652e-16,6.8100e-01,7.4510e-04,8.0100e-05
2.0500e+03,2.3000e+03,3.9413e-16,1.6700e+00,6.3650e-04,6.9650e-05
2.0500e+03,2.3000e+03,1.6132e-16,4.0800e+00,3.5010e-04,4.5140e-05
5.0000e+01,2.5000e+03,2.3676e-15,2.7800e-01,4.3420e-05,1.0100e-05
2.0500e+03,2.3000e+03,6.5820e-17,1.0000e+01,1.9950e-04,3.6610e-05
2.0500e+03,2.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.5000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.5000e+03,3.4642e-14,1.9000e-02,7.8020e-06,5.5180e-06
2.0500e+03,2.5000e+03,1.4185e-14,4.6400e-02,7.1230e-05,2.2230e-05
2.0500e+03,2.5000e+03,5.7737e-15,1.1400e-01,1.7370e-04,3.4810e-05
2.0500e+03,2.5000e+03,2.3676e-15,2.7800e-01,2.2440e-04,4.2680e-05
2.0500e+03,2.5000e+03,9.6652e-16,6.8100e-01,1.9970e-04,3.8430e-05
2.0500e+03,2.5000e+03,3.9413e-16,1.6700e+00,1.3520e-04,2.7070e-05
2.0500e+03,2.5000e+03,1.6132e-16,4.0800e+00,7.5390e-05,2.0220e-05
5.0000e+01,2.5000e+03,9.6652e-16,6.8100e-01,3.5970e-05,1.2240e-05
2.0500e+03,2.5000e+03,6.5820e-17,1.0000e+01,5.6550e-05,1.9060e-05
2.0500e+03,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.7000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.7000e+03,3.4642e-14,1.9000e-02,4.5140e-06,4.5140e-06
2.0500e+03,2.7000e+03,1.4185e-14,4.6400e-02,1.1840e-05,6.8710e-06
2.0500e+03,2.7000e+03,5.7737e-15,1.1400e-01,3.7060e-05,1.4100e-05
2.0500e+03,2.7000e+03,2.3676e-15,2.7800e-01,3.7880e-05,1.4470e-05
2.0500e+03,2.7000e+03,9.6652e-16,6.8100e-01,4.8470e-05,1.6020e-05
2.0500e+03,2.7000e+03,3.9413e-16,1.6700e+00,3.6620e-05,1.3210e-05
2.0500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.9990e-05,8.1860e-06
5.0000e+01,2.5000e+03,3.9413e-16,1.6700e+00,2.0500e-05,9.0970e-06
2.0500e+03,2.7000e+03,6.5820e-17,1.0000e+01,7.4490e-06,4.0160e-06
2.0500e+03,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.9000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
2.0500e+03,2.9000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
2.0500e+03,2.9000e+03,1.4185e-14,4.6400e-02,0.0000e+00,0.0000e+00
2.0500e+03,2.9000e+03,5.7737e-15,1.1400e-01,1.4850e-05,8.8110e-06
2.0500e+03,2.9000e+03,2.3676e-15,2.7800e-01,1.5080e-05,8.9160e-06
2.0500e+03,2.9000e+03,9.6652e-16,6.8100e-01,1.2120e-05,7.0080e-06
2.0500e+03,2.9000e+03,3.9413e-16,1.6700e+00,8.0190e-06,5.0660e-06
2.0500e+03,2.9000e+03,1.6132e-16,4.0800e+00,4.4300e-06,2.8350e-06
5.0000e+01,2.5000e+03,1.6132e-16,4.0800e+00,6.4310e-06,3.7510e-06
