 C_Mass(GeV)   N_Mass(GeV)     tau(ns)    Init_xs(fb)      EAxEE          TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
   500.235     500.062         2.500      52.734      9.6895e-02      7.4884e-02      7.2559e-03      5.9204e-03    3.122e-01     3.716e+01       1.13e+01    1.42e+00    8405118 
   500.235     500.062         3.000      52.734      9.6895e-02      6.8247e-02      6.6128e-03      5.3715e-03    2.833e-01     4.096e+01       1.02e+01    1.29e+00    8547858 
   500.235     500.062         4.000      52.734      9.6895e-02      5.7589e-02      5.5801e-03      4.5030e-03    2.375e-01     4.886e+01       8.57e+00    1.08e+00    8698685 
   500.235     500.062         5.000      52.734      9.6895e-02      4.9685e-02      4.8142e-03      3.8640e-03    2.038e-01     5.694e+01       7.36e+00    9.26e-01    8768867 
   500.235     500.062         6.000      52.734      9.6895e-02      4.3610e-02      4.2256e-03      3.3769e-03    1.781e-01     6.515e+01       6.43e+00    8.10e-01    8804348 
   500.235     500.062         7.000      52.734      9.6895e-02      3.8901e-02      3.7693e-03      3.0017e-03    1.583e-01     7.329e+01       5.71e+00    7.20e-01    8823315 
   500.235     500.062         8.000      52.734      9.6895e-02      3.5106e-02      3.4016e-03      2.7022e-03    1.425e-01     8.142e+01       5.14e+00    6.48e-01    8834077 
   500.235     500.062         9.000      52.734      9.6895e-02      3.1933e-02      3.0942e-03      2.4524e-03    1.293e-01     8.971e+01       4.67e+00    5.88e-01    8842623 
   500.235     500.062         10.000      52.734      9.6895e-02      2.9290e-02      2.8381e-03      2.2450e-03    1.184e-01     9.800e+01       4.27e+00    5.38e-01    8843895 
   599.890     599.717         0.010      22.080      1.0803e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     	nan       0.00e+00    0.00e+00    0 
   599.890     599.717         0.015      22.080      1.0803e-01      6.6401e-08      7.1733e-09      5.9938e-09    1.323e-07     3.670e+07       4.78e-06    6.01e-07    19 
   599.890     599.717         0.020      22.080      1.0803e-01      1.1823e-06      1.2772e-07      1.1096e-07    2.450e-06     1.983e+06       8.84e-05    1.11e-05    183 
   599.890     599.717         0.025      22.080      1.0803e-01      5.9882e-06      6.4690e-07      5.5388e-07    1.223e-05     3.972e+05       4.41e-04    5.56e-05    788 
   599.890     599.717         0.030      22.080      1.0803e-01      1.9839e-05      2.1432e-06      1.8455e-06    4.075e-05     1.192e+05       1.47e-03    1.85e-04    2319 
   599.890     599.717         0.040      22.080      1.0803e-01      1.0643e-04      1.1498e-05      9.9226e-06    2.191e-04     2.217e+04       7.91e-03    9.96e-04    10487 
   599.890     599.717         0.050      22.080      1.0803e-01      3.3077e-04      3.5733e-05      3.0760e-05    6.792e-04     7.152e+03       2.45e-02    3.09e-03    28893 
   599.890     599.717         0.060      22.080      1.0803e-01      7.4618e-04      8.0610e-05      6.9362e-05    1.532e-03     3.172e+03       5.53e-02    6.96e-03    60063 
   599.890     599.717         0.070      22.080      1.0803e-01      1.4043e-03      1.5171e-04      1.3025e-04    2.876e-03     1.689e+03       1.04e-01    1.31e-02    105972 
   599.890     599.717         0.080      22.080      1.0803e-01      2.3064e-03      2.4917e-04      2.1392e-04    4.723e-03     1.028e+03       1.71e-01    2.15e-02    166010 
   599.890     599.717         0.090      22.080      1.0803e-01      3.4400e-03      3.7162e-04      3.1866e-04    7.036e-03     6.904e+02       2.54e-01    3.20e-02    238803 
   599.890     599.717         0.100      22.080      1.0803e-01      4.8282e-03      5.2159e-04      4.4697e-04    9.869e-03     4.922e+02       3.56e-01    4.49e-02    324758 
   599.890     599.717         0.150      22.080      1.0803e-01      1.4298e-02      1.5446e-03      1.3202e-03    2.915e-02     1.666e+02       1.05e+00    1.33e-01    881697 
   599.890     599.717         0.200      22.080      1.0803e-01      2.5830e-02      2.7904e-03      2.3815e-03    5.258e-02     9.238e+01       1.90e+00    2.39e-01    1546638 
   599.890     599.717         0.250      22.080      1.0803e-01      3.7257e-02      4.0249e-03      3.4326e-03    7.579e-02     6.409e+01       2.74e+00    3.44e-01    2219826 
   599.890     599.717         0.300      22.080      1.0803e-01      4.7880e-02      5.1725e-03      4.4070e-03    9.731e-02     4.992e+01       3.51e+00    4.42e-01    2866390 
   599.890     599.717         0.400      22.080      1.0803e-01      6.4888e-02      7.0099e-03      5.9665e-03    1.317e-01     3.687e+01       4.76e+00    5.99e-01    3999071 
   599.890     599.717         0.500      22.080      1.0803e-01      7.6906e-02      8.3082e-03      7.0658e-03    1.560e-01     3.114e+01       5.63e+00    7.09e-01    4924700 
   599.890     599.717         0.600      22.080      1.0803e-01      8.5129e-02      9.1965e-03      7.8151e-03    1.726e-01     2.815e+01       6.23e+00    7.85e-01    5673657 
   599.890     599.717         0.700      22.080      1.0803e-01      9.0627e-02      9.7905e-03      8.3152e-03    1.836e-01     2.646e+01       6.63e+00    8.35e-01    6288666 
   599.890     599.717         0.800      22.080      1.0803e-01      9.3983e-02      1.0153e-02      8.6168e-03    1.903e-01     2.553e+01       6.87e+00    8.65e-01    6790146 
   599.890     599.717         0.900      22.080      1.0803e-01      9.5928e-02      1.0363e-02      8.7897e-03    1.941e-01     2.503e+01       7.01e+00    8.82e-01    7201510 
   599.890     599.717         1.000      22.080      1.0803e-01      9.6785e-02      1.0456e-02      8.8609e-03    1.956e-01     2.483e+01       7.06e+00    8.89e-01    7547583 
   599.890     599.717         1.500      22.080      1.0803e-01      9.3656e-02      1.0118e-02      8.5420e-03    1.886e-01     2.576e+01       6.81e+00    8.57e-01    8636226 
   599.890     599.717         2.000      22.080      1.0803e-01      8.6409e-02      9.3348e-03      7.8511e-03    1.734e-01     2.802e+01       6.26e+00    7.88e-01    9177286 
   599.890     599.717         2.500      22.080      1.0803e-01      7.9053e-02      8.5401e-03      7.1587e-03    1.581e-01     3.073e+01       5.71e+00    7.19e-01    9479290 
   599.890     599.717         3.000      22.080      1.0803e-01      7.2389e-02      7.8202e-03      6.5348e-03    1.443e-01     3.367e+01       5.21e+00    6.56e-01    9663831 
   599.890     599.717         4.000      22.080      1.0803e-01      6.1475e-02      6.6412e-03      5.5222e-03    1.219e-01     3.984e+01       4.40e+00    5.54e-01    9861537 
   599.890     599.717         5.000      22.080      1.0803e-01      5.3185e-02      5.7456e-03      4.7574e-03    1.050e-01     4.624e+01       3.79e+00    4.77e-01    9954141 
   599.890     599.717         6.000      22.080      1.0803e-01      4.6789e-02      5.0546e-03      4.1734e-03    9.215e-02     5.271e+01       3.33e+00    4.19e-01    10003605 
   599.890     599.717         7.000      22.080      1.0803e-01      4.1784e-02      4.5139e-03      3.7163e-03    8.206e-02     5.920e+01       2.96e+00    3.73e-01    10029536 
   599.890     599.717         8.000      22.080      1.0803e-01      3.7727e-02      4.0756e-03      3.3493e-03    7.395e-02     6.569e+01       2.67e+00    3.36e-01    10045889 
   599.890     599.717         9.000      22.080      1.0803e-01      3.4347e-02      3.7105e-03      3.0426e-03    6.718e-02     7.231e+01       2.43e+00    3.05e-01    10055219 
   599.890     599.717         10.000      22.080      1.0803e-01      3.1566e-02      3.4101e-03      2.7919e-03    6.164e-02     7.880e+01       2.23e+00    2.80e-01    10057547 
   700.065     699.891         0.010      9.924      1.1506e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00     	nan       0.00e+00    0.00e+00    0 
   700.065     699.891         0.015      9.924      1.1506e-01      7.0608e-08      8.1240e-09      6.2625e-09    6.215e-08     3.513e+07       2.24e-06    2.82e-07    13 
   700.065     699.891         0.020      9.924      1.1506e-01      6.6434e-07      7.6437e-08      6.4910e-08    6.442e-07     3.389e+06       2.33e-05    2.93e-06    131 
   700.065     699.891         0.025      9.924      1.1506e-01      3.5616e-06      4.0979e-07      3.5032e-07    3.477e-06     6.280e+05       1.26e-04    1.58e-05    583 
   700.065     699.891         0.030      9.924      1.1506e-01      1.3272e-05      1.5270e-06      1.3195e-06    1.309e-05     1.667e+05       4.73e-04    5.95e-05    1822 
   700.065     699.891         0.040      9.924      1.1506e-01      7.7785e-05      8.9497e-06      7.6968e-06    7.638e-05     2.858e+04       2.76e-03    3.47e-04    8570 
   700.065     699.891         0.050      9.924      1.1506e-01      2.5281e-04      2.9087e-05      2.5085e-05    2.489e-04     8.770e+03       8.99e-03    1.13e-03    24769 
   700.065     699.891         0.060      9.924      1.1506e-01      5.7795e-04      6.6497e-05      5.7120e-05    5.669e-04     3.852e+03       2.05e-02    2.58e-03    51804 
   700.065     699.891         0.070      9.924      1.1506e-01      1.1132e-03      1.2808e-04      1.1008e-04    1.092e-03     1.999e+03       3.94e-02    4.96e-03    93579 
   700.065     699.891         0.080      9.924      1.1506e-01      1.8885e-03      2.1729e-04      1.8657e-04    1.852e-03     1.179e+03       6.68e-02    8.42e-03    149725 
   700.065     699.891         0.090      9.924      1.1506e-01      2.8697e-03      3.3018e-04      2.8304e-04    2.809e-03     7.773e+02       1.01e-01    1.28e-02    217927 
   700.065     699.891         0.100      9.924      1.1506e-01      4.0953e-03      4.7120e-04      4.0370e-04    4.006e-03     5.450e+02       1.45e-01    1.82e-02    299733 
   700.065     699.891         0.150      9.924      1.1506e-01      1.2646e-02      1.4550e-03      1.2434e-03    1.234e-02     1.769e+02       4.45e-01    5.61e-02    842464 
   700.065     699.891         0.200      9.924      1.1506e-01      2.3507e-02      2.7047e-03      2.3073e-03    2.290e-02     9.535e+01       8.27e-01    1.04e-01    1508802 
   700.065     699.891         0.250      9.924      1.1506e-01      3.4619e-02      3.9832e-03      3.3944e-03    3.369e-02     6.481e+01       1.22e+00    1.53e-01    2199855 
   700.065     699.891         0.300      9.924      1.1506e-01      4.4904e-02      5.1665e-03      4.3985e-03    4.365e-02     5.002e+01       1.58e+00    1.98e-01    2860580 
   700.065     699.891         0.400      9.924      1.1506e-01      6.2065e-02      7.1410e-03      6.0717e-03    6.026e-02     3.623e+01       2.18e+00    2.74e-01    4049320 
   700.065     699.891         0.500      9.924      1.1506e-01      7.4569e-02      8.5797e-03      7.2887e-03    7.233e-02     3.018e+01       2.61e+00    3.29e-01    5037918 
   700.065     699.891         0.600      9.924      1.1506e-01      8.3275e-02      9.5814e-03      8.1328e-03    8.071e-02     2.705e+01       2.91e+00    3.67e-01    5839011 
   700.065     699.891         0.700      9.924      1.1506e-01      8.9182e-02      1.0261e-02      8.7047e-03    8.639e-02     2.527e+01       3.12e+00    3.93e-01    6498043 
   700.065     699.891         0.800      9.924      1.1506e-01      9.3036e-02      1.0704e-02      9.0761e-03    9.007e-02     2.424e+01       3.25e+00    4.09e-01    7044782 
   700.065     699.891         0.900      9.924      1.1506e-01      9.5521e-02      1.0990e-02      9.3134e-03    9.243e-02     2.362e+01       3.34e+00    4.20e-01    7502556 
   700.065     699.891         1.000      9.924      1.1506e-01      9.6863e-02      1.1145e-02      9.4398e-03    9.368e-02     2.331e+01       3.38e+00    4.26e-01    7883168 
   700.065     699.891         1.500      9.924      1.1506e-01      9.4993e-02      1.0930e-02      9.2348e-03    9.165e-02     2.382e+01       3.31e+00    4.17e-01    9096791 
   700.065     699.891         2.000      9.924      1.1506e-01      8.8366e-02      1.0167e-02      8.5690e-03    8.504e-02     2.567e+01       3.07e+00    3.87e-01    9715361 
   700.065     699.891         2.500      9.924      1.1506e-01      8.1244e-02      9.3477e-03      7.8607e-03    7.801e-02     2.799e+01       2.82e+00    3.55e-01    10069351 
   700.065     699.891         3.000      9.924      1.1506e-01      7.4641e-02      8.5880e-03      7.2054e-03    7.151e-02     3.053e+01       2.58e+00    3.25e-01    10283668 
   700.065     699.891         4.000      9.924      1.1506e-01      6.3760e-02      7.3360e-03      6.1328e-03    6.086e-02     3.587e+01       2.20e+00    2.77e-01    10518896 
   700.065     699.891         5.000      9.924      1.1506e-01      5.5330e-02      6.3661e-03      5.3042e-03    5.264e-02     4.148e+01       1.90e+00    2.39e-01    10636775 
   700.065     699.891         6.000      9.924      1.1506e-01      4.8845e-02      5.6200e-03      4.6717e-03    4.636e-02     4.709e+01       1.67e+00    2.11e-01    10697355 
   700.065     699.891         7.000      9.924      1.1506e-01      4.3614e-02      5.0181e-03      4.1620e-03    4.130e-02     5.286e+01       1.49e+00    1.88e-01    10729702 
   700.065     699.891         8.000      9.924      1.1506e-01      3.9418e-02      4.5354e-03      3.7553e-03    3.727e-02     5.858e+01       1.35e+00    1.69e-01    10750217 
   700.065     699.891         9.000      9.924      1.1506e-01      3.5957e-02      4.1371e-03      3.4197e-03    3.394e-02     6.433e+01       1.23e+00    1.54e-01    10766337 
   700.065     699.891         10.000      9.924      1.1506e-01      3.3046e-02      3.8022e-03      3.1390e-03    3.115e-02     7.009e+01       1.12e+00    1.42e-01    10773531 
   799.895     799.721         0.010      4.781      1.2126e-01      0.0000e+00      0.0000e+00      0.0000e+00    0.000e+00            nan       0.00e+00    0.00e+00    0 
    799.895     799.721         0.015      4.781      1.2126e-01      5.5987e-08      6.7891e-09      5.6225e-09    2.688e-08     3.913e+07       9.70e-07    1.22e-07    10 
    799.895     799.721         0.020      4.781      1.2126e-01      5.8212e-07      7.0589e-08      5.9111e-08    2.826e-07     3.722e+06       1.02e-05    1.28e-06    113 
    799.895     799.721         0.025      4.781      1.2126e-01      3.0011e-06      3.6392e-07      3.0911e-07    1.478e-06     7.117e+05       5.33e-05    6.72e-06    561 
    799.895     799.721         0.030      4.781      1.2126e-01      9.2898e-06      1.1265e-06      9.5665e-07    4.573e-06     2.300e+05       1.65e-04    2.08e-05    1708 
    799.895     799.721         0.040      4.781      1.2126e-01      5.6453e-05      6.8456e-06      5.8518e-06    2.798e-05     3.760e+04       1.01e-03    1.27e-04    8701 
    799.895     799.721         0.050      4.781      1.2126e-01      1.8971e-04      2.3004e-05      1.9612e-05    9.376e-05     1.122e+04       3.38e-03    4.26e-04    25630 
    799.895     799.721         0.060      4.781      1.2126e-01      4.5421e-04      5.5079e-05      4.6926e-05    2.243e-04     4.688e+03       8.10e-03    1.02e-03    56328 
    799.895     799.721         0.070      4.781      1.2126e-01      8.8553e-04      1.0738e-04      9.1435e-05    4.371e-04     2.406e+03       1.58e-02    1.99e-03    102518 
    799.895     799.721         0.080      4.781      1.2126e-01      1.5130e-03      1.8348e-04      1.5624e-04    7.469e-04     1.408e+03       2.70e-02    3.40e-03    166326 
    799.895     799.721         0.090      4.781      1.2126e-01      2.3333e-03      2.8294e-04      2.4078e-04    1.151e-03     9.137e+02       4.16e-02    5.23e-03    245656 
    799.895     799.721         0.100      4.781      1.2126e-01      3.3558e-03      4.0693e-04      3.4618e-04    1.655e-03     6.355e+02       5.97e-02    7.52e-03    341548 
    799.895     799.721         0.150      4.781      1.2126e-01      1.0902e-02      1.3220e-03      1.1218e-03    5.363e-03     1.961e+02       1.94e-01    2.44e-02    999308 
    799.895     799.721         0.200      4.781      1.2126e-01      2.0894e-02      2.5336e-03      2.1478e-03    1.027e-02     1.024e+02       3.71e-01    4.67e-02    1835304 
    799.895     799.721         0.250      4.781      1.2126e-01      3.1378e-02      3.8049e-03      3.2236e-03    1.541e-02     6.825e+01       5.56e-01    7.00e-02    2719846 
    799.895     799.721         0.300      4.781      1.2126e-01      4.1424e-02      5.0231e-03      4.2544e-03    2.034e-02     5.171e+01       7.34e-01    9.24e-02    3586617 
    799.895     799.721         0.400      4.781      1.2126e-01      5.8540e-02      7.0986e-03      6.0105e-03    2.873e-02     3.660e+01       1.04e+00    1.31e-01    5165182 
    799.895     799.721         0.500      4.781      1.2126e-01      7.1417e-02      8.6602e-03      7.3305e-03    3.504e-02     3.001e+01       1.27e+00    1.59e-01    6501941 
    799.895     799.721         0.600      4.781      1.2126e-01      8.0639e-02      9.7784e-03      8.2746e-03    3.956e-02     2.659e+01       1.43e+00    1.80e-01    7605055 
    799.895     799.721         0.700      4.781      1.2126e-01      8.7129e-02      1.0565e-02      8.9390e-03    4.273e-02     2.461e+01       1.54e+00    1.94e-01    8521123 
    799.895     799.721         0.800      4.781      1.2126e-01      9.1552e-02      1.1102e-02      9.3911e-03    4.490e-02     2.343e+01       1.62e+00    2.04e-01    9285056 
    799.895     799.721         0.900      4.781      1.2126e-01      9.4396e-02      1.1447e-02      9.6783e-03    4.627e-02     2.273e+01       1.67e+00    2.10e-01    9923278 
    799.895     799.721         1.000      4.781      1.2126e-01      9.6142e-02      1.1658e-02      9.8547e-03    4.711e-02     2.232e+01       1.70e+00    2.14e-01    10462084 
    799.895     799.721         1.500      4.781      1.2126e-01      9.5790e-02      1.1616e-02      9.7943e-03    4.682e-02     2.246e+01       1.69e+00    2.13e-01    12207344 
    799.895     799.721         2.000      4.781      1.2126e-01      8.9865e-02      1.0897e-02      9.1648e-03    4.381e-02     2.400e+01       1.58e+00    1.99e-01    13106356 
    799.895     799.721         2.500      4.781      1.2126e-01      8.3089e-02      1.0076e-02      8.4513e-03    4.040e-02     2.603e+01       1.46e+00    1.84e-01    13622348 
    799.895     799.721         3.000      4.781      1.2126e-01      7.6683e-02      9.2987e-03      7.7816e-03    3.720e-02     2.827e+01       1.34e+00    1.69e-01    13948201 
    799.895     799.721         4.000      4.781      1.2126e-01      6.5768e-02      7.9752e-03      6.6466e-03    3.177e-02     3.310e+01       1.15e+00    1.44e-01    14298219 
    799.895     799.721         5.000      4.781      1.2126e-01      5.7364e-02      6.9561e-03      5.7765e-03    2.762e-02     3.809e+01       9.97e-01    1.26e-01    14477106 
    799.895     799.721         6.000      4.781      1.2126e-01      5.0739e-02      6.1528e-03      5.0961e-03    2.436e-02     4.317e+01       8.79e-01    1.11e-01    14571212 
    799.895     799.721         7.000      4.781      1.2126e-01      4.5461e-02      5.5127e-03      4.5549e-03    2.178e-02     4.830e+01       7.86e-01    9.90e-02    14629888 
    799.895     799.721         8.000      4.781      1.2126e-01      4.1138e-02      4.9885e-03      4.1134e-03    1.966e-02     5.348e+01       7.10e-01    8.94e-02    14662563 
    799.895     799.721         9.000      4.781      1.2126e-01      3.7602e-02      4.5597e-03      3.7537e-03    1.794e-02     5.861e+01       6.48e-01    8.16e-02    14682696 
    799.895     799.721         10.000      4.781      1.2126e-01      3.4565e-02      4.1915e-03      3.4454e-03    1.647e-02     6.385e+01       5.95e-01    7.49e-02    14692558 
 
