 C_Mass(GeV)   N_Mass(GeV)    tau(ns)     Init_xs(fb)        EAxEE           TAxTE         EAxEExTAxTE      total_eff     xs100(fb)     xslim(fb)         Ntr          r       MCev 
   500.211     500.000         7.000      335.811      2.9847e-01      2.4443e-02      7.2954e-03      2.4458e-03    8.213e-01     8.995e+01       2.96e+01    3.73e+00    6779941 
   500.211     500.000         8.000      335.811      2.9847e-01      2.1778e-02      6.5001e-03      2.1773e-03    7.312e-01     1.010e+02       2.64e+01    3.32e+00    6776912 
   500.211     500.000         9.000      335.811      2.9847e-01      1.9584e-02      5.8454e-03      1.9548e-03    6.564e-01     1.125e+02       2.37e+01    2.98e+00    6774831 
   500.211     500.000         10.000      335.811      2.9847e-01      1.7868e-02      5.3330e-03      1.7825e-03    5.986e-01     1.234e+02       2.16e+01    2.72e+00    6771402 
   600.212     600.000         0.010      123.016      3.6309e-01      4.4075e-07      1.6003e-07      5.2718e-08    6.485e-06     4.173e+06       2.34e-04    2.95e-05    84 
   600.212     600.000         0.015      123.016      3.6309e-01      9.1503e-06      3.3224e-06      1.0703e-06    1.317e-04     2.055e+05       4.75e-03    5.99e-04    1053 
   600.212     600.000         0.020      123.016      3.6309e-01      6.0000e-05      2.1785e-05      7.0490e-06    8.671e-04     3.121e+04       3.13e-02    3.94e-03    5592 
   600.212     600.000         0.025      123.016      3.6309e-01      2.0028e-04      7.2721e-05      2.3183e-05    2.852e-03     9.490e+03       1.03e-01    1.30e-02    16899 
   600.212     600.000         0.030      123.016      3.6309e-01      4.8285e-04      1.7532e-04      5.5843e-05    6.870e-03     3.940e+03       2.48e-01    3.12e-02    36848 
   600.212     600.000         0.040      123.016      3.6309e-01      1.6230e-03      5.8931e-04      1.8657e-04    2.295e-02     1.179e+03       8.29e-01    1.04e-01    107985 
   600.212     600.000         0.050      123.016      3.6309e-01      3.5857e-03      1.3019e-03      4.0889e-04    5.030e-02     5.380e+02       1.82e+00    2.29e-01    220694 
   600.212     600.000         0.060      123.016      3.6309e-01      6.3482e-03      2.3050e-03      7.1929e-04    8.848e-02     3.059e+02       3.19e+00    4.02e-01    369252 
   600.212     600.000         0.070      123.016      3.6309e-01      9.7379e-03      3.5358e-03      1.0997e-03    1.353e-01     2.001e+02       4.88e+00    6.15e-01    543957 
   600.212     600.000         0.080      123.016      3.6309e-01      1.3558e-02      4.9229e-03      1.5247e-03    1.876e-01     1.443e+02       6.77e+00    8.53e-01    737686 
   600.212     600.000         0.090      123.016      3.6309e-01      1.7709e-02      6.4301e-03      1.9880e-03    2.446e-01     1.107e+02       8.83e+00    1.11e+00    944166 
   600.212     600.000         0.100      123.016      3.6309e-01      2.2022e-02      7.9959e-03      2.4683e-03    3.036e-01     8.913e+01       1.10e+01    1.38e+00    1159054 
   600.212     600.000         0.150      123.016      3.6309e-01      4.3401e-02      1.5758e-02      4.8332e-03    5.946e-01     4.552e+01       2.15e+01    2.70e+00    2233833 
   600.212     600.000         0.200      123.016      3.6309e-01      6.1094e-02      2.2183e-02      6.7852e-03    8.347e-01     3.242e+01       3.01e+01    3.79e+00    3190139 
   600.212     600.000         0.250      123.016      3.6309e-01      7.4315e-02      2.6983e-02      8.2323e-03    1.013e+00     2.672e+01       3.66e+01    4.60e+00    3988384 
   600.212     600.000         0.300      123.016      3.6309e-01      8.3820e-02      3.0434e-02      9.2733e-03    1.141e+00     2.372e+01       4.12e+01    5.19e+00    4643213 
   600.212     600.000         0.400      123.016      3.6309e-01      9.4798e-02      3.4420e-02      1.0458e-02    1.287e+00     2.104e+01       4.64e+01    5.85e+00    5621747 
   600.212     600.000         0.500      123.016      3.6309e-01      9.9555e-02      3.6147e-02      1.0962e-02    1.348e+00     2.007e+01       4.87e+01    6.13e+00    6304225 
   600.212     600.000         0.600      123.016      3.6309e-01      1.0066e-01      3.6549e-02      1.1061e-02    1.361e+00     1.989e+01       4.91e+01    6.19e+00    6793906 
   600.212     600.000         0.700      123.016      3.6309e-01      9.9830e-02      3.6247e-02      1.0957e-02    1.348e+00     2.008e+01       4.87e+01    6.13e+00    7152733 
   600.212     600.000         0.800      123.016      3.6309e-01      9.8029e-02      3.5593e-02      1.0746e-02    1.322e+00     2.047e+01       4.77e+01    6.01e+00    7427097 
   600.212     600.000         0.900      123.016      3.6309e-01      9.5524e-02      3.4684e-02      1.0456e-02    1.286e+00     2.104e+01       4.64e+01    5.85e+00    7634424 
   600.212     600.000         1.000      123.016      3.6309e-01      9.2806e-02      3.3697e-02      1.0149e-02    1.249e+00     2.168e+01       4.51e+01    5.68e+00    7800181 
   600.212     600.000         1.500      123.016      3.6309e-01      7.9014e-02      2.8689e-02      8.6026e-03    1.058e+00     2.557e+01       3.82e+01    4.81e+00    8253877 
   600.212     600.000         2.000      123.016      3.6309e-01      6.7773e-02      2.4608e-02      7.3518e-03    9.044e-01     2.992e+01       3.26e+01    4.11e+00    8434938 
   600.212     600.000         2.500      123.016      3.6309e-01      5.9059e-02      2.1444e-02      6.3912e-03    7.862e-01     3.442e+01       2.84e+01    3.57e+00    8520616 
   600.212     600.000         3.000      123.016      3.6309e-01      5.2287e-02      1.8985e-02      5.6447e-03    6.944e-01     3.897e+01       2.51e+01    3.16e+00    8564870 
   600.212     600.000         4.000      123.016      3.6309e-01      4.2334e-02      1.5371e-02      4.5540e-03    5.602e-01     4.831e+01       2.02e+01    2.55e+00    8600004 
   600.212     600.000         5.000      123.016      3.6309e-01      3.5538e-02      1.2904e-02      3.8132e-03    4.691e-01     5.769e+01       1.69e+01    2.13e+00    8607416 
   600.212     600.000         6.000      123.016      3.6309e-01      3.0671e-02      1.1136e-02      3.2845e-03    4.040e-01     6.698e+01       1.46e+01    1.84e+00    8608168 
   600.212     600.000         7.000      123.016      3.6309e-01      2.6878e-02      9.7591e-03      2.8729e-03    3.534e-01     7.658e+01       1.28e+01    1.61e+00    8603617 
   600.212     600.000         8.000      123.016      3.6309e-01      2.4033e-02      8.7260e-03      2.5643e-03    3.154e-01     8.579e+01       1.14e+01    1.43e+00    8597587 
   600.212     600.000         9.000      123.016      3.6309e-01      2.1669e-02      7.8680e-03      2.3107e-03    2.843e-01     9.521e+01       1.03e+01    1.29e+00    8593781 
   600.212     600.000         10.000      123.016      3.6309e-01      1.9774e-02      7.1796e-03      2.1067e-03    2.592e-01     1.044e+02       9.36e+00    1.18e+00    8589285 
   700.213     700.000         0.010      50.865      4.1705e-01      9.9518e-08      4.1504e-08      1.0559e-08    5.371e-07     2.084e+07       1.94e-05    2.44e-06    20 
   700.213     700.000         0.015      50.865      4.1705e-01      2.9485e-06      1.2297e-06      4.1530e-07    2.112e-05     5.297e+05       7.63e-04    9.60e-05    531 
   700.213     700.000         0.020      50.865      4.1705e-01      2.6285e-05      1.0962e-05      3.3927e-06    1.726e-04     6.485e+04       6.23e-03    7.85e-04    3286 
   700.213     700.000         0.025      50.865      4.1705e-01      9.1759e-05      3.8268e-05      1.1283e-05    5.739e-04     1.950e+04       2.07e-02    2.61e-03    10432 
   700.213     700.000         0.030      50.865      4.1705e-01      2.5508e-04      1.0638e-04      3.1010e-05    1.577e-03     7.094e+03       5.69e-02    7.17e-03    25445 
   700.213     700.000         0.040      50.865      4.1705e-01      9.7162e-04      4.0521e-04      1.1522e-04    5.861e-03     1.909e+03       2.12e-01    2.66e-02    83346 
   700.213     700.000         0.050      50.865      4.1705e-01      2.3442e-03      9.7764e-04      2.7574e-04    1.403e-02     7.979e+02       5.06e-01    6.38e-02    182404 
   700.213     700.000         0.060      50.865      4.1705e-01      4.3968e-03      1.8337e-03      5.1428e-04    2.616e-02     4.278e+02       9.44e-01    1.19e-01    319510 
   700.213     700.000         0.070      50.865      4.1705e-01      7.0726e-03      2.9496e-03      8.2348e-04    4.189e-02     2.672e+02       1.51e+00    1.90e-01    489056 
   700.213     700.000         0.080      50.865      4.1705e-01      1.0209e-02      4.2578e-03      1.1857e-03    6.031e-02     1.855e+02       2.18e+00    2.74e-01    681251 
   700.213     700.000         0.090      50.865      4.1705e-01      1.3756e-02      5.7369e-03      1.5965e-03    8.120e-02     1.378e+02       2.93e+00    3.69e-01    895256 
   700.213     700.000         0.100      50.865      4.1705e-01      1.7524e-02      7.3084e-03      2.0272e-03    1.031e-01     1.085e+02       3.72e+00    4.69e-01    1119176 
   700.213     700.000         0.150      50.865      4.1705e-01      3.7422e-02      1.5607e-02      4.3203e-03    2.198e-01     5.092e+01       7.93e+00    9.99e-01    2300394 
   700.213     700.000         0.200      50.865      4.1705e-01      5.5125e-02      2.2990e-02      6.3486e-03    3.229e-01     3.465e+01       1.17e+01    1.47e+00    3405313 
   700.213     700.000         0.250      50.865      4.1705e-01      6.9098e-02      2.8817e-02      7.9482e-03    4.043e-01     2.768e+01       1.46e+01    1.84e+00    4356787 
   700.213     700.000         0.300      50.865      4.1705e-01      7.9666e-02      3.3225e-02      9.1521e-03    4.655e-01     2.404e+01       1.68e+01    2.12e+00    5158224 
   700.213     700.000         0.400      50.865      4.1705e-01      9.2839e-02      3.8718e-02      1.0654e-02    5.419e-01     2.065e+01       1.96e+01    2.46e+00    6392314 
   700.213     700.000         0.500      50.865      4.1705e-01      9.9259e-02      4.1396e-02      1.1370e-02    5.783e-01     1.935e+01       2.09e+01    2.63e+00    7274389 
   700.213     700.000         0.600      50.865      4.1705e-01      1.0170e-01      4.2414e-02      1.1641e-02    5.921e-01     1.890e+01       2.14e+01    2.69e+00    7911390 
   700.213     700.000         0.700      50.865      4.1705e-01      1.0184e-01      4.2473e-02      1.1649e-02    5.925e-01     1.889e+01       2.14e+01    2.69e+00    8393197 
   700.213     700.000         0.800      50.865      4.1705e-01      1.0068e-01      4.1987e-02      1.1509e-02    5.854e-01     1.912e+01       2.11e+01    2.66e+00    8760781 
   700.213     700.000         0.900      50.865      4.1705e-01      9.8787e-02      4.1199e-02      1.1278e-02    5.737e-01     1.951e+01       2.07e+01    2.61e+00    9051539 
   700.213     700.000         1.000      50.865      4.1705e-01      9.6403e-02      4.0205e-02      1.0999e-02    5.595e-01     2.000e+01       2.02e+01    2.54e+00    9274382 
   700.213     700.000         1.500      50.865      4.1705e-01      8.3360e-02      3.4765e-02      9.4830e-03    4.823e-01     2.320e+01       1.74e+01    2.19e+00    9916785 
   700.213     700.000         2.000      50.865      4.1705e-01      7.2104e-02      3.0071e-02      8.1844e-03    4.163e-01     2.688e+01       1.50e+01    1.89e+00    10195442 
   700.213     700.000         2.500      50.865      4.1705e-01      6.3054e-02      2.6297e-02      7.1452e-03    3.634e-01     3.079e+01       1.31e+01    1.65e+00    10325090 
   700.213     700.000         3.000      50.865      4.1705e-01      5.6012e-02      2.3360e-02      6.3374e-03    3.224e-01     3.471e+01       1.16e+01    1.47e+00    10402647 
   700.213     700.000         4.000      50.865      4.1705e-01      4.5610e-02      1.9022e-02      5.1526e-03    2.621e-01     4.270e+01       9.46e+00    1.19e+00    10470176 
   700.213     700.000         5.000      50.865      4.1705e-01      3.8424e-02      1.6025e-02      4.3302e-03    2.203e-01     5.081e+01       7.95e+00    1.00e+00    10495917 
   700.213     700.000         6.000      50.865      4.1705e-01      3.3142e-02      1.3822e-02      3.7335e-03    1.899e-01     5.893e+01       6.86e+00    8.63e-01    10504266 
   700.213     700.000         7.000      50.865      4.1705e-01      2.9194e-02      1.2175e-02      3.2820e-03    1.669e-01     6.703e+01       6.03e+00    7.59e-01    10503948 
   700.213     700.000         8.000      50.865      4.1705e-01      2.6033e-02      1.0857e-02      2.9259e-03    1.488e-01     7.519e+01       5.37e+00    6.76e-01    10503949 
   700.213     700.000         9.000      50.865      4.1705e-01      2.3449e-02      9.7796e-03      2.6318e-03    1.339e-01     8.359e+01       4.83e+00    6.09e-01    10498772 
   700.213     700.000         10.000      50.865      4.1705e-01      2.1397e-02      8.9237e-03      2.4011e-03    1.221e-01     9.162e+01       4.41e+00    5.55e-01    10495403 
   800.214     800.000         0.010      22.431      4.4389e-01      1.1419e-09      5.0687e-10      1.1040e-10    2.476e-09     1.993e+09       8.94e-08    1.13e-08    15 
   800.214     800.000         0.015      22.431      4.4389e-01      1.8078e-06      8.0248e-07      2.0472e-07    4.592e-06     1.075e+06       1.66e-04    2.09e-05    314 
   800.214     800.000         0.020      22.431      4.4389e-01      1.3994e-05      6.2119e-06      1.7301e-06    3.881e-05     1.272e+05       1.40e-03    1.76e-04    2213 
   800.214     800.000         0.025      22.431      4.4389e-01      5.8239e-05      2.5852e-05      6.9189e-06    1.552e-04     3.180e+04       5.60e-03    7.05e-04    7527 
   800.214     800.000         0.030      22.431      4.4389e-01      1.6537e-04      7.3407e-05      1.9374e-05    4.346e-04     1.136e+04       1.57e-02    1.98e-03    18872 
   800.214     800.000         0.040      22.431      4.4389e-01      6.6481e-04      2.9510e-04      7.8178e-05    1.754e-03     2.814e+03       6.33e-02    7.97e-03    65156 
   800.214     800.000         0.050      22.431      4.4389e-01      1.7016e-03      7.5533e-04      1.9868e-04    4.457e-03     1.107e+03       1.61e-01    2.03e-02    150054 
   800.214     800.000         0.060      22.431      4.4389e-01      3.3082e-03      1.4685e-03      3.8681e-04    8.677e-03     5.688e+02       3.13e-01    3.94e-02    271441 
   800.214     800.000         0.070      22.431      4.4389e-01      5.4795e-03      2.4323e-03      6.3553e-04    1.426e-02     3.462e+02       5.15e-01    6.48e-02    425430 
   800.214     800.000         0.080      22.431      4.4389e-01      8.1132e-03      3.6014e-03      9.3963e-04    2.108e-02     2.341e+02       7.61e-01    9.58e-02    607180 
   800.214     800.000         0.090      22.431      4.4389e-01      1.1121e-02      4.9367e-03      1.2866e-03    2.886e-02     1.710e+02       1.04e+00    1.31e-01    808141 
   800.214     800.000         0.100      22.431      4.4389e-01      1.4453e-02      6.4157e-03      1.6729e-03    3.753e-02     1.315e+02       1.35e+00    1.71e-01    1027055 
   800.214     800.000         0.150      22.431      4.4389e-01      3.2752e-02      1.4538e-02      3.7829e-03    8.486e-02     5.816e+01       3.06e+00    3.86e-01    2210136 
   800.214     800.000         0.200      22.431      4.4389e-01      5.0129e-02      2.2252e-02      5.7879e-03    1.298e-01     3.801e+01       4.69e+00    5.90e-01    3367711 
   800.214     800.000         0.250      22.431      4.4389e-01      6.4371e-02      2.8574e-02      7.4412e-03    1.669e-01     2.957e+01       6.03e+00    7.59e-01    4384761 
   800.214     800.000         0.300      22.431      4.4389e-01      7.5429e-02      3.3482e-02      8.7274e-03    1.958e-01     2.521e+01       7.07e+00    8.90e-01    5258127 
   800.214     800.000         0.400      22.431      4.4389e-01      9.0017e-02      3.9958e-02      1.0426e-02    2.339e-01     2.110e+01       8.44e+00    1.06e+00    6626863 
   800.214     800.000         0.500      22.431      4.4389e-01      9.7624e-02      4.3335e-02      1.1304e-02    2.536e-01     1.946e+01       9.15e+00    1.15e+00    7613511 
   800.214     800.000         0.600      22.431      4.4389e-01      1.0119e-01      4.4916e-02      1.1711e-02    2.627e-01     1.879e+01       9.48e+00    1.19e+00    8342796 
   800.214     800.000         0.700      22.431      4.4389e-01      1.0212e-01      4.5330e-02      1.1811e-02    2.649e-01     1.863e+01       9.56e+00    1.20e+00    8892532 
   800.214     800.000         0.800      22.431      4.4389e-01      1.0163e-01      4.5115e-02      1.1754e-02    2.637e-01     1.872e+01       9.52e+00    1.20e+00    9317782 
   800.214     800.000         0.900      22.431      4.4389e-01      1.0016e-01      4.4462e-02      1.1583e-02    2.598e-01     1.899e+01       9.38e+00    1.18e+00    9647514 
   800.214     800.000         1.000      22.431      4.4389e-01      9.8214e-02      4.3596e-02      1.1346e-02    2.545e-01     1.939e+01       9.19e+00    1.16e+00    9912770 
   800.214     800.000         1.500      22.431      4.4389e-01      8.6163e-02      3.8247e-02      9.9288e-03    2.227e-01     2.216e+01       8.04e+00    1.01e+00    10669127 
   800.214     800.000         2.000      22.431      4.4389e-01      7.5176e-02      3.3370e-02      8.6438e-03    1.939e-01     2.545e+01       7.00e+00    8.81e-01    10994358 
   800.214     800.000         2.500      22.431      4.4389e-01      6.6095e-02      2.9339e-02      7.5867e-03    1.702e-01     2.900e+01       6.14e+00    7.74e-01    11155079 
   800.214     800.000         3.000      22.431      4.4389e-01      5.8965e-02      2.6174e-02      6.7564e-03    1.516e-01     3.256e+01       5.47e+00    6.89e-01    11243494 
   800.214     800.000         4.000      22.431      4.4389e-01      4.8265e-02      2.1424e-02      5.5167e-03    1.237e-01     3.988e+01       4.47e+00    5.62e-01    11324854 
   800.214     800.000         5.000      22.431      4.4389e-01      4.0773e-02      1.8099e-02      4.6458e-03    1.042e-01     4.735e+01       3.76e+00    4.74e-01    11350639 
   800.214     800.000         6.000      22.431      4.4389e-01      3.5241e-02      1.5643e-02      4.0168e-03    9.010e-02     5.477e+01       3.25e+00    4.10e-01    11361761 
   800.214     800.000         7.000      22.431      4.4389e-01      3.1089e-02      1.3800e-02      3.5310e-03    7.921e-02     6.231e+01       2.86e+00    3.60e-01    11364159 
   800.214     800.000         8.000      22.431      4.4389e-01      2.7745e-02      1.2316e-02      3.1524e-03    7.071e-02     6.979e+01       2.55e+00    3.21e-01    11359708 
   800.214     800.000         9.000      22.431      4.4389e-01      2.5094e-02      1.1139e-02      2.8492e-03    6.391e-02     7.721e+01       2.31e+00    2.90e-01    11357504 
   800.214     800.000         10.000      22.431      4.4389e-01      2.2864e-02      1.0149e-02      2.5924e-03    5.815e-02     8.486e+01       2.10e+00    2.64e-01    11353954 
   900.214     900.000         0.010      10.605      4.6712e-01      2.0906e-08      9.7657e-09      2.4783e-09    2.628e-08     8.877e+07       9.49e-07    1.19e-07    4 
   900.214     900.000         0.015      10.605      4.6712e-01      5.5595e-07      2.5969e-07      6.2147e-08    6.591e-07     3.540e+06       2.38e-05    3.00e-06    128 
   900.214     900.000         0.020      10.605      4.6712e-01      5.9391e-06      2.7743e-06      7.5483e-07    8.005e-06     2.915e+05       2.89e-04    3.64e-05    1120 
   900.214     900.000         0.025      10.605      4.6712e-01      3.0701e-05      1.4341e-05      3.9079e-06    4.144e-05     5.630e+04       1.50e-03    1.88e-04    4648 
   900.214     900.000         0.030      10.605      4.6712e-01      8.9890e-05      4.1990e-05      1.1288e-05    1.197e-04     1.949e+04       4.32e-03    5.44e-04    12337 
   900.214     900.000         0.040      10.605      4.6712e-01      4.2748e-04      1.9968e-04      5.3040e-05    5.625e-04     4.148e+03       2.03e-02    2.56e-03    47879 
   900.214     900.000         0.050      10.605      4.6712e-01      1.1782e-03      5.5036e-04      1.4378e-04    1.525e-03     1.530e+03       5.50e-02    6.93e-03    117565 
   900.214     900.000         0.060      10.605      4.6712e-01      2.4192e-03      1.1301e-03      2.9572e-04    3.136e-03     7.439e+02       1.13e-01    1.43e-02    222672 
   900.214     900.000         0.070      10.605      4.6712e-01      4.1664e-03      1.9462e-03      5.0478e-04    5.353e-03     4.358e+02       1.93e-01    2.43e-02    361958 
   900.214     900.000         0.080      10.605      4.6712e-01      6.3820e-03      2.9812e-03      7.6936e-04    8.159e-03     2.860e+02       2.95e-01    3.71e-02    529466 
   900.214     900.000         0.090      10.605      4.6712e-01      9.0074e-03      4.2076e-03      1.0857e-03    1.151e-02     2.026e+02       4.16e-01    5.23e-02    721353 
   900.214     900.000         0.100      10.605      4.6712e-01      1.1904e-02      5.5607e-03      1.4303e-03    1.517e-02     1.538e+02       5.48e-01    6.90e-02    930544 
   900.214     900.000         0.150      10.605      4.6712e-01      2.8878e-02      1.3489e-02      3.4516e-03    3.660e-02     6.374e+01       1.32e+00    1.66e-01    2114454 
   900.214     900.000         0.200      10.605      4.6712e-01      4.5703e-02      2.1349e-02      5.4468e-03    5.776e-02     4.039e+01       2.09e+00    2.63e-01    3308722 
   900.214     900.000         0.250      10.605      4.6712e-01      6.0118e-02      2.8082e-02      7.1575e-03    7.591e-02     3.074e+01       2.74e+00    3.45e-01    4390670 
   900.214     900.000         0.300      10.605      4.6712e-01      7.1574e-02      3.3434e-02      8.5211e-03    9.037e-02     2.582e+01       3.26e+00    4.11e-01    5325975 
   900.214     900.000         0.400      10.605      4.6712e-01      8.7358e-02      4.0807e-02      1.0398e-02    1.103e-01     2.116e+01       3.98e+00    5.01e-01    6827144 
   900.214     900.000         0.500      10.605      4.6712e-01      9.6181e-02      4.4928e-02      1.1437e-02    1.213e-01     1.924e+01       4.38e+00    5.51e-01    7927533 
   900.214     900.000         0.600      10.605      4.6712e-01      1.0059e-01      4.6988e-02      1.1970e-02    1.269e-01     1.838e+01       4.58e+00    5.77e-01    8751806 
   900.214     900.000         0.700      10.605      4.6712e-01      1.0237e-01      4.7818e-02      1.2180e-02    1.292e-01     1.806e+01       4.66e+00    5.87e-01    9383083 
   900.214     900.000         0.800      10.605      4.6712e-01      1.0253e-01      4.7893e-02      1.2203e-02    1.294e-01     1.803e+01       4.67e+00    5.88e-01    9874832 
   900.214     900.000         0.900      10.605      4.6712e-01      1.0157e-01      4.7445e-02      1.2085e-02    1.282e-01     1.820e+01       4.63e+00    5.83e-01    10262759 
   900.214     900.000         1.000      10.605      4.6712e-01      9.9980e-02      4.6703e-02      1.1903e-02    1.262e-01     1.848e+01       4.56e+00    5.74e-01    10572657 
   900.214     900.000         1.500      10.605      4.6712e-01      8.8925e-02      4.1539e-02      1.0575e-02    1.121e-01     2.080e+01       4.05e+00    5.10e-01    11472734 
   900.214     900.000         2.000      10.605      4.6712e-01      7.8109e-02      3.6486e-02      9.2860e-03    9.848e-02     2.369e+01       3.56e+00    4.48e-01    11872366 
   900.214     900.000         2.500      10.605      4.6712e-01      6.9206e-02      3.2328e-02      8.2186e-03    8.716e-02     2.677e+01       3.15e+00    3.96e-01    12076092 
   900.214     900.000         3.000      10.605      4.6712e-01      6.1820e-02      2.8878e-02      7.3340e-03    7.778e-02     3.000e+01       2.81e+00    3.54e-01    12193620 
   900.214     900.000         4.000      10.605      4.6712e-01      5.0856e-02      2.3756e-02      6.0273e-03    6.392e-02     3.650e+01       2.31e+00    2.91e-01    12298816 
   900.214     900.000         5.000      10.605      4.6712e-01      4.3121e-02      2.0143e-02      5.1033e-03    5.412e-02     4.311e+01       1.95e+00    2.46e-01    12345649 
   900.214     900.000         6.000      10.605      4.6712e-01      3.7373e-02      1.7458e-02      4.4194e-03    4.687e-02     4.978e+01       1.69e+00    2.13e-01    12362350 
   900.214     900.000         7.000      10.605      4.6712e-01      3.3022e-02      1.5425e-02      3.9015e-03    4.138e-02     5.639e+01       1.49e+00    1.88e-01    12368226 
   900.214     900.000         8.000      10.605      4.6712e-01      2.9549e-02      1.3803e-02      3.4891e-03    3.700e-02     6.305e+01       1.34e+00    1.68e-01    12369142 
   900.214     900.000         9.000      10.605      4.6712e-01      2.6702e-02      1.2473e-02      3.1534e-03    3.344e-02     6.977e+01       1.21e+00    1.52e-01    12367667 
   900.214     900.000         10.000      10.605      4.6712e-01      2.4388e-02      1.1392e-02      2.8752e-03    3.049e-02     7.652e+01       1.10e+00    1.39e-01    12364098 
   1000.215     1000.000         0.010      5.205      4.7583e-01      2.9969e-11      1.4260e-11      2.1264e-12    1.107e-11     1.035e+11       4.00e-10    5.03e-11    1 
   1000.215     1000.000         0.015      5.205      4.7583e-01      3.1288e-07      1.4888e-07      4.3486e-08    2.263e-07     5.059e+06       8.17e-06    1.03e-06    73 
   1000.215     1000.000         0.020      5.205      4.7583e-01      3.7839e-06      1.8005e-06      5.3933e-07    2.807e-06     4.079e+05       1.01e-04    1.28e-05    724 
   1000.215     1000.000         0.025      5.205      4.7583e-01      1.8288e-05      8.7019e-06      2.3217e-06    1.208e-05     9.476e+04       4.36e-04    5.49e-05    3052 
   1000.215     1000.000         0.030      5.205      4.7583e-01      6.0746e-05      2.8905e-05      7.6153e-06    3.963e-05     2.889e+04       1.43e-03    1.80e-04    8993 
   1000.215     1000.000         0.040      5.205      4.7583e-01      3.0219e-04      1.4379e-04      3.7778e-05    1.966e-04     5.823e+03       7.10e-03    8.94e-04    37094 
   1000.215     1000.000         0.050      5.205      4.7583e-01      8.6916e-04      4.1358e-04      1.0565e-04    5.498e-04     2.082e+03       1.98e-02    2.50e-03    94269 
   1000.215     1000.000         0.060      5.205      4.7583e-01      1.8662e-03      8.8801e-04      2.2671e-04    1.180e-03     9.704e+02       4.26e-02    5.36e-03    185367 
   1000.215     1000.000         0.070      5.205      4.7583e-01      3.3126e-03      1.5762e-03      4.0058e-04    2.085e-03     5.492e+02       7.53e-02    9.48e-03    308755 
   1000.215     1000.000         0.080      5.205      4.7583e-01      5.1721e-03      2.4611e-03      6.1952e-04    3.224e-03     3.551e+02       1.16e-01    1.47e-02    460613 
   1000.215     1000.000         0.090      5.205      4.7583e-01      7.4304e-03      3.5356e-03      8.9047e-04    4.634e-03     2.471e+02       1.67e-01    2.11e-02    636393 
   1000.215     1000.000         0.100      5.205      4.7583e-01      1.0014e-02      4.7652e-03      1.2005e-03    6.248e-03     1.833e+02       2.26e-01    2.84e-02    832864 
   1000.215     1000.000         0.150      5.205      4.7583e-01      2.5620e-02      1.2191e-02      3.0625e-03    1.594e-02     7.184e+01       5.75e-01    7.25e-02    1971133 
   1000.215     1000.000         0.200      5.205      4.7583e-01      4.1801e-02      1.9890e-02      4.9889e-03    2.597e-02     4.410e+01       9.37e-01    1.18e-01    3155238 
   1000.215     1000.000         0.250      5.205      4.7583e-01      5.6073e-02      2.6681e-02      6.6936e-03    3.484e-02     3.287e+01       1.26e+00    1.58e-01    4245850 
   1000.215     1000.000         0.300      5.205      4.7583e-01      6.7776e-02      3.2250e-02      8.0905e-03    4.211e-02     2.719e+01       1.52e+00    1.91e-01    5207012 
   1000.215     1000.000         0.400      5.205      4.7583e-01      8.4406e-02      4.0163e-02      1.0081e-02    5.247e-02     2.182e+01       1.89e+00    2.39e-01    6773225 
   1000.215     1000.000         0.500      5.205      4.7583e-01      9.4088e-02      4.4770e-02      1.1251e-02    5.856e-02     1.955e+01       2.11e+00    2.66e-01    7934420 
   1000.215     1000.000         0.600      5.205      4.7583e-01      9.9374e-02      4.7286e-02      1.1874e-02    6.180e-02     1.853e+01       2.23e+00    2.81e-01    8819484 
   1000.215     1000.000         0.700      5.205      4.7583e-01      1.0176e-01      4.8422e-02      1.2159e-02    6.328e-02     1.809e+01       2.28e+00    2.88e-01    9493450 
   1000.215     1000.000         0.800      5.205      4.7583e-01      1.0243e-01      4.8742e-02      1.2225e-02    6.363e-02     1.800e+01       2.30e+00    2.89e-01    10024947 
   1000.215     1000.000         0.900      5.205      4.7583e-01      1.0201e-01      4.8541e-02      1.2183e-02    6.341e-02     1.806e+01       2.29e+00    2.88e-01    10448587 
   1000.215     1000.000         1.000      5.205      4.7583e-01      1.0081e-01      4.7967e-02      1.2036e-02    6.264e-02     1.828e+01       2.26e+00    2.85e-01    10784788 
   1000.215     1000.000         1.500      5.205      4.7583e-01      9.0728e-02      4.3172e-02      1.0807e-02    5.624e-02     2.036e+01       2.03e+00    2.56e-01    11778933 
   1000.215     1000.000         2.000      5.205      4.7583e-01      8.0205e-02      3.8165e-02      9.5369e-03    4.963e-02     2.307e+01       1.79e+00    2.26e-01    12221971 
   1000.215     1000.000         2.500      5.205      4.7583e-01      7.1301e-02      3.3927e-02      8.4782e-03    4.413e-02     2.595e+01       1.59e+00    2.01e-01    12450650 
   1000.215     1000.000         3.000      5.205      4.7583e-01      6.3918e-02      3.0415e-02      7.5854e-03    3.948e-02     2.900e+01       1.43e+00    1.79e-01    12578234 
   1000.215     1000.000         4.000      5.205      4.7583e-01      5.2686e-02      2.5070e-02      6.2349e-03    3.245e-02     3.529e+01       1.17e+00    1.47e-01    12695220 
   1000.215     1000.000         5.000      5.205      4.7583e-01      4.4744e-02      2.1291e-02      5.2991e-03    2.758e-02     4.152e+01       9.96e-01    1.25e-01    12747088 
